Title,ArtistName,Rank,Weeks,isNew,Target
you're so beautiful,,0,0,1,1
say you do,,0,0,1,1
budapest,,0,0,1,1
the hanging tree,,0,0,1,1
a guy walks into a bar,,0,0,1,1
make me wanna,,0,0,1,1
watch me,,0,0,1,1
honey  i'm good.,,0,0,1,1
10 bands,,0,0,1,1
immortals,,0,0,1,1
nobody love,,0,0,1,1
i see you,,0,0,1,1
the heart wants what it wants,,0,0,1,1
smoke,,0,0,1,1
raise 'em up,,0,0,1,1
masterpiece,,0,0,1,1
conqueror,,0,0,1,1
worth it,,0,0,1,1
don't it,,0,0,1,1
i lived,,0,0,1,1
girl crush,,0,0,1,1
what we ain't got,,0,0,1,1
she don't love you,,0,0,1,1
where are u now,,0,0,1,1
games,,0,0,1,1
bills,,0,0,1,1
bright,,0,0,1,1
wild child,,0,0,1,1
diamond rings and old barstools,,0,0,1,1
little toy guns,,0,0,1,1
see you again,,0,0,1,1
bad and boujee,,0,0,1,1
shape of you,,0,0,1,1
closer,,0,0,1,1
bad things,,0,0,1,1
i don't wanna live forever ,,0,0,1,1
black beatles,,0,0,1,1
don't wanna know,,0,0,1,1
starboy,,0,0,1,1
fake love,,0,0,1,1
scars to your beautiful,,0,0,1,1
24k magic,,0,0,1,1
side to side,,0,0,1,1
paris,,0,0,1,1
love on the brain,,0,0,1,1
bounce back,,0,0,1,1
let me love you,,0,0,1,1
caroline,,0,0,1,1
i feel it coming,,0,0,1,1
all time low,,0,0,1,1
starving,,0,0,1,1
mercy,,0,0,1,1
heathens,,0,0,1,1
can't stop the feeling!,,0,0,1,1
this town,,0,0,1,1
broccoli,,0,0,1,1
water under the bridge,,0,0,1,1
cheap thrills,,0,0,1,1
treat you better,,0,0,1,1
ispy,,0,0,1,1
juju on that beat ,,0,0,1,1
say you won't let go,,0,0,1,1
rockabye,,0,0,1,1
love me now,,0,0,1,1
don't let me down,,0,0,1,1
better man,,0,0,1,1
blue ain't your color,,0,0,1,1
t-shirt,,0,0,1,1
the greatest,,0,0,1,1
castle on the hill,,0,0,1,1
party,,0,0,1,1
x,,0,0,1,1
a guy with a girl,,0,0,1,1
chill bill,,0,0,1,1
dirt on my boots,,0,0,1,1
star of the show,,0,0,1,1
deja vu,,0,0,1,1
used to this,,0,0,1,1
cold water,,0,0,1,1
both,,0,0,1,1
party monster,,0,0,1,1
goosebumps,,0,0,1,1
down,,0,0,1,1
handclap,,0,0,1,1
way down we go,,0,0,1,1
seein' red,,0,0,1,1
i got you,,0,0,1,1
make me ,,0,0,1,1
congratulations,,0,0,1,1
chantaje,,0,0,1,1
play that song,,0,0,1,1
no heart,,0,0,1,1
think a little less,,0,0,1,1
sober saturday night,,0,0,1,1
location,,0,0,1,1
how far i'll go,,0,0,1,1
dirty laundry,,0,0,1,1
selfish,,0,0,1,1
how far i'll go,,0,0,1,1
wanna be that song,,0,0,1,1
fresh eyes,,0,0,1,1
kill a word,,0,0,1,1
moves,,0,0,1,1
otw,,0,0,1,1
today,,0,0,1,1
swang,,0,0,1,1
redbone,,0,0,1,1
despacito,,0,0,1,1
80s mercedes,,0,0,1,1
the weekend,,0,0,1,1
if the boot fits,,0,0,1,1
fast,,0,0,1,1
that's what i like,,0,0,1,1
not nice,,0,0,1,1
guys my age,,0,0,1,1
sex with me,,0,0,1,1
road less traveled,,0,0,1,1
issues,,0,0,1,1
call on me,,0,0,1,1
alone,,0,0,1,1
black,,0,0,1,1
love on the weekend,,0,0,1,1
good drank,,0,0,1,1
any ol' barstool,,0,0,1,1
dancing on my own,,0,0,1,1
sneakin',,0,0,1,1
song for another time,,0,0,1,1
million reasons,,0,0,1,1
say it,,0,0,1,1
water,,0,0,1,1
running back,,0,0,1,1
thrift shop,,0,0,1,1
locked out of heaven,,0,0,1,1
ho hey,,0,0,1,1
i knew you were trouble.,,0,0,1,1
scream & shout,,0,0,1,1
don't you worry child,,0,0,1,1
beauty and a beat,,0,0,1,1
diamonds,,0,0,1,1
home,,0,0,1,1
f**kin problems,,0,0,1,1
try,,0,0,1,1
girl on fire,,0,0,1,1
suit & tie,,0,0,1,1
sweet nothing,,0,0,1,1
it's time,,0,0,1,1
love me,,0,0,1,1
daylight,,0,0,1,1
one more night,,0,0,1,1
i cry,,0,0,1,1
some nights,,0,0,1,1
the a team,,0,0,1,1
catch my breath,,0,0,1,1
little talks,,0,0,1,1
die young,,0,0,1,1
swimming pools ,,0,0,1,1
every storm ,,0,0,1,1
don't stop the party,,0,0,1,1
c'mon,,0,0,1,1
better dig two,,0,0,1,1
hall of fame,,0,0,1,1
i will wait,,0,0,1,1
wanted,,0,0,1,1
i'm different,,0,0,1,1
radioactive,,0,0,1,1
let me love you ,,0,0,1,1
adorn,,0,0,1,1
gangnam style,,0,0,1,1
cruise,,0,0,1,1
clique,,0,0,1,1
all gold everything,,0,0,1,1
the only way i know,,0,0,1,1
how country feels,,0,0,1,1
call me maybe,,0,0,1,1
somebody that i used to know,,0,0,1,1
little things,,0,0,1,1
pour it up,,0,0,1,1
too close,,0,0,1,1
sure be cool if you did,,0,0,1,1
when i was your man,,0,0,1,1
no worries,,0,0,1,1
poetic justice,,0,0,1,1
one of those nights,,0,0,1,1
two black cadillacs,,0,0,1,1
wicked games,,0,0,1,1
ball,,0,0,1,1
tornado,,0,0,1,1
southern comfort zone,,0,0,1,1
bandz a make her dance,,0,0,1,1
somebody's heartbreak,,0,0,1,1
anything could happen,,0,0,1,1
madness,,0,0,1,1
va va voom,,0,0,1,1
sail,,0,0,1,1
cups ,,0,0,1,1
troublemaker,,0,0,1,1
goodbye in her eyes,,0,0,1,1
merry go 'round,,0,0,1,1
dope,,0,0,1,1
remember you,,0,0,1,1
stubborn love,,0,0,1,1
neva end,,0,0,1,1
tip it on back,,0,0,1,1
who booty,,0,0,1,1
don't judge me,,0,0,1,1
carry on,,0,0,1,1
i drive your truck,,0,0,1,1
love sosa,,0,0,1,1
begin again,,0,0,1,1
guap,,0,0,1,1
kiss you,,0,0,1,1
battle scars,,0,0,1,1
if i didn't have you,,0,0,1,1
beer money,,0,0,1,1
take a walk,,0,0,1,1
bellas finals: price tag / don't you ,,0,0,1,1
riff off: mickey / like a virgin / hit me with your best shot...,,0,0,1,1
rest of my life,,0,0,1,1
crying on a suitcase,,0,0,1,1
mama's broken heart,,0,0,1,1
bad ass,,0,0,1,1
wild for the night,,0,0,1,1
give it all we got tonight,,0,0,1,1
demons,,0,0,1,1
til my last day,,0,0,1,1
celebration,,0,0,1,1
get your shine on,,0,0,1,1
let there be cowgirls,,0,0,1,1
bitch  don't kill my vibe,,0,0,1,1
feel this moment,,0,0,1,1
skyfall,,0,0,1,1
rude boy,,0,0,1,1
nothin' on you,,0,0,1,1
hey  soul sister,,0,0,1,1
need you now,,0,0,1,1
telephone,,0,0,1,1
break your heart,,0,0,1,1
imma be,,0,0,1,1
baby,,0,0,1,1
in my head,,0,0,1,1
bedrock,,0,0,1,1
say aah,,0,0,1,1
tik tok,,0,0,1,1
carry out,,0,0,1,1
omg,,0,0,1,1
breakeven,,0,0,1,1
when i look at you,,0,0,1,1
bad romance,,0,0,1,1
my chick bad,,0,0,1,1
all the right moves,,0,0,1,1
how low,,0,0,1,1
young forever,,0,0,1,1
blah blah blah,,0,0,1,1
whataya want from me,,0,0,1,1
over,,0,0,1,1
hey daddy ,,0,0,1,1
live like we're dying,,0,0,1,1
say something,,0,0,1,1
according to you,,0,0,1,1
i made it ,,0,0,1,1
haven't met you yet,,0,0,1,1
sexy chick,,0,0,1,1
your love is my drug,,0,0,1,1
eenie meenie,,0,0,1,1
hello good morning,,0,0,1,1
american honey,,0,0,1,1
i gotta feeling,,0,0,1,1
tie me down,,0,0,1,1
today was a fairytale,,0,0,1,1
replay,,0,0,1,1
naturally,,0,0,1,1
heartbreak warfare,,0,0,1,1
solo,,0,0,1,1
lil freak,,0,0,1,1
highway 20 ride,,0,0,1,1
i'm awesome,,0,0,1,1
life after you,,0,0,1,1
empire state of mind,,0,0,1,1
down,,0,0,1,1
gimmie that girl,,0,0,1,1
you belong with me,,0,0,1,1
everything to me,,0,0,1,1
temporary home,,0,0,1,1
a little more country than that,,0,0,1,1
steady mobbin',,0,0,1,1
lemonade,,0,0,1,1
halfway gone,,0,0,1,1
bulletproof,,0,0,1,1
neighbors know my name,,0,0,1,1
someday,,0,0,1,1
hillbilly bone,,0,0,1,1
i'm back,,0,0,1,1
drop the world,,0,0,1,1
'til summer comes around,,0,0,1,1
ain't back yet,,0,0,1,1
sex therapy,,0,0,1,1
the man i want to be,,0,0,1,1
all i do is win,,0,0,1,1
all the way turnt up,,0,0,1,1
hard,,0,0,1,1
o let's do it,,0,0,1,1
beamer  benz  or bentley,,0,0,1,1
alejandro,,0,0,1,1
on to the next one,,0,0,1,1
if we ever meet again,,0,0,1,1
unstoppable,,0,0,1,1
fearless,,0,0,1,1
hell on the heart,,0,0,1,1
ridin' solo,,0,0,1,1
rain is a good thing,,0,0,1,1
roger that,,0,0,1,1
i am,,0,0,1,1
backwoods,,0,0,1,1
keep on lovin' you,,0,0,1,1
pray for you,,0,0,1,1
that's how country boys roll,,0,0,1,1
shots,,0,0,1,1
women lie  men lie,,0,0,1,1
there goes my baby,,0,0,1,1
the house that built me,,0,0,1,1
try sleeping with a broken heart,,0,0,1,1
wrong baby wrong,,0,0,1,1
billionaire,,0,0,1,1
just breathe,,0,0,1,1
one day,,0,0,1,1
window seat,,0,0,1,1
i gotta get to you,,0,0,1,1
i never told you,,0,0,1,1
it kills me,,0,0,1,1
she won't be lonely long,,0,0,1,1
fistful of tears,,0,0,1,1
closer,,0,0,1,1
starboy,,0,0,1,1
heathens,,0,0,1,1
let me love you,,0,0,1,1
broccoli,,0,0,1,1
side to side,,0,0,1,1
24k magic,,0,0,1,1
juju on that beat ,,0,0,1,1
black beatles,,0,0,1,1
fake love,,0,0,1,1
don't wanna know,,0,0,1,1
cold water,,0,0,1,1
i hate u i love u,,0,0,1,1
treat you better,,0,0,1,1
cheap thrills,,0,0,1,1
gold,,0,0,1,1
don't let me down,,0,0,1,1
starving,,0,0,1,1
ooouuu,,0,0,1,1
the greatest,,0,0,1,1
caroline,,0,0,1,1
can't stop the feeling!,,0,0,1,1
this is what you came for,,0,0,1,1
scars to your beautiful,,0,0,1,1
blue ain't your color,,0,0,1,1
ride,,0,0,1,1
unsteady,,0,0,1,1
sneakin',,0,0,1,1
setting the world on fire,,0,0,1,1
one dance,,0,0,1,1
send my love ,,0,0,1,1
needed me,,0,0,1,1
sucker for pain,,0,0,1,1
luv,,0,0,1,1
chill bill,,0,0,1,1
sit still  look pretty,,0,0,1,1
too good,,0,0,1,1
tiimmy turner,,0,0,1,1
in the name of love,,0,0,1,1
may we all,,0,0,1,1
hymn for the weekend,,0,0,1,1
my way,,0,0,1,1
panda,,0,0,1,1
we don't talk anymore,,0,0,1,1
do you mind,,0,0,1,1
no problem,,0,0,1,1
x,,0,0,1,1
middle of a memory,,0,0,1,1
litty,,0,0,1,1
move,,0,0,1,1
1 night,,0,0,1,1
pick up the phone,,0,0,1,1
all time low,,0,0,1,1
better man,,0,0,1,1
a little more summertime,,0,0,1,1
sleep without you,,0,0,1,1
million reasons,,0,0,1,1
vice,,0,0,1,1
all we know,,0,0,1,1
money longer,,0,0,1,1
too much sauce,,0,0,1,1
no limit,,0,0,1,1
come and see me,,0,0,1,1
fade,,0,0,1,1
this town,,0,0,1,1
song for another time,,0,0,1,1
you was right,,0,0,1,1
froze,,0,0,1,1
dirty laundry,,0,0,1,1
offended,,0,0,1,1
no heart,,0,0,1,1
wanna be that song,,0,0,1,1
two birds  one stone,,0,0,1,1
love on the brain,,0,0,1,1
on the regular,,0,0,1,1
key to the streets,,0,0,1,1
hallelujah,,0,0,1,1
handclap,,0,0,1,1
fresh eyes,,0,0,1,1
mercy,,0,0,1,1
it don't hurt like it used to,,0,0,1,1
i know somebody,,0,0,1,1
capsize,,0,0,1,1
the difference,,0,0,1,1
say you won't let go,,0,0,1,1
shout out to my ex,,0,0,1,1
all eyez,,0,0,1,1
star of the show,,0,0,1,1
how i'll always be,,0,0,1,1
ain't my fault,,0,0,1,1
wishing,,0,0,1,1
80s mercedes,,0,0,1,1
blue notes,,0,0,1,1
my sh*t,,0,0,1,1
what they want,,0,0,1,1
chantaje,,0,0,1,1
blessed up,,0,0,1,1
love me now,,0,0,1,1
wat u mean ,,0,0,1,1
cool girl,,0,0,1,1
nice for what,,0,0,1,1
psycho,,0,0,1,1
god's plan,,0,0,1,1
this is america,,0,0,1,1
the middle,,0,0,1,1
yes indeed,,0,0,1,1
i like it,,0,0,1,1
boo'd up,,0,0,1,1
meant to be,,0,0,1,1
no tears left to cry,,0,0,1,1
in my blood,,0,0,1,1
look alive,,0,0,1,1
friends,,0,0,1,1
walk it talk it,,0,0,1,1
lucid dreams,,0,0,1,1
never be the same,,0,0,1,1
perfect,,0,0,1,1
whatever it takes,,0,0,1,1
i'm upset,,0,0,1,1
mine,,0,0,1,1
be careful,,0,0,1,1
heaven,,0,0,1,1
rockstar,,0,0,1,1
wait,,0,0,1,1
havana,,0,0,1,1
freaky friday,,0,0,1,1
plug walk,,0,0,1,1
delicate,,0,0,1,1
pray for me,,0,0,1,1
better now,,0,0,1,1
new rules,,0,0,1,1
one kiss,,0,0,1,1
chun-li,,0,0,1,1
one number away,,0,0,1,1
love lies,,0,0,1,1
te bote,,0,0,1,1
tequila,,0,0,1,1
back to you,,0,0,1,1
finesse,,0,0,1,1
call out my name,,0,0,1,1
all the stars,,0,0,1,1
you make it easy,,0,0,1,1
sad!,,0,0,1,1
ric flair drip,,0,0,1,1
praise the lord ,,0,0,1,1
tati,,0,0,1,1
all girls are the same,,0,0,1,1
x,,0,0,1,1
idgaf,,0,0,1,1
powerglide,,0,0,1,1
fake love,,0,0,1,1
overdose,,0,0,1,1
dura,,0,0,1,1
up down,,0,0,1,1
done for me,,0,0,1,1
i like me better,,0,0,1,1
get along,,0,0,1,1
japan,,0,0,1,1
kod,,0,0,1,1
esskeetit,,0,0,1,1
dame tu cosita,,0,0,1,1
ball for me,,0,0,1,1
a$ap forever,,0,0,1,1
sit next to me,,0,0,1,1
infrared,,0,0,1,1
big bank,,0,0,1,1
woman  amen,,0,0,1,1
king's dead,,0,0,1,1
everything's gonna be alright,,0,0,1,1
alone,,0,0,1,1
i lived it,,0,0,1,1
mercy,,0,0,1,1
if you know you know,,0,0,1,1
life goes on,,0,0,1,1
what would meek do?,,0,0,1,1
youth,,0,0,1,1
otw,,0,0,1,1
drip,,0,0,1,1
rich & sad,,0,0,1,1
dinero,,0,0,1,1
for the first time,,0,0,1,1
taste,,0,0,1,1
paranoid,,0,0,1,1
watch,,0,0,1,1
sativa,,0,0,1,1
zombie,,0,0,1,1
lust,,0,0,1,1
shoota,,0,0,1,1
lovely,,0,0,1,1
new freezer,,0,0,1,1
singles you up,,0,0,1,1
most people are good,,0,0,1,1
i was jack ,,0,0,1,1
girls like you,,0,0,1,1
everyday,,0,0,1,1
el farsante,,0,0,1,1
spoil my night,,0,0,1,1
high hopes,,0,0,1,1
moonlight,,0,0,1,1
the games we play,,0,0,1,1
