Title,ArtistName,Rank,Weeks,isNew,Target
smile jamaica,,0,0,1,0
angel band,,0,0,1,0
catholic knees ,,0,0,1,0
we ride,,0,0,1,0
flaming red,,0,0,1,0
real love,,0,0,1,0
hidden documents,,0,0,1,0
new pin ,,0,0,1,0
govinda,,0,0,1,0
spaceman,,0,0,1,0
the last word ,,0,0,1,0
empress so divine,,0,0,1,0
english summer rain,,0,0,1,0
beautiful brown eyes,,0,0,1,0
lies of hate,,0,0,1,0
intro,,0,0,1,0
musical episode,,0,0,1,0
"bi cant stop loving you""""",,0,0,1,0
on bended knee,,0,0,1,0
white feather,,0,0,1,0
niev nietch nievitch,,0,0,1,0
cooler than you,,0,0,1,0
summer dying fast,,0,0,1,0
the frail,,0,0,1,0
metal,,0,0,1,0
you feel good all over,,0,0,1,0
commercial reign,,0,0,1,0
monde de fou,,0,0,1,0
i never came,,0,0,1,0
complicate it,,0,0,1,0
you can still be free,,0,0,1,0
indian love call,,0,0,1,0
"blets get it started""""",,0,0,1,0
isla del luna,,0,0,1,0
give it what u got,,0,0,1,0
oh my god,,0,0,1,0
ever be,,0,0,1,0
palmer enqu\xc3\xaate,,0,0,1,0
smile,,0,0,1,0
walk away,,0,0,1,0
shadows that move,,0,0,1,0
kite live from sydney,,0,0,1,0
kick out the jams,,0,0,1,0
never forget me,,0,0,1,0
murder academy,,0,0,1,0
ukkosenjumalan poika,,0,0,1,0
illuminate,,0,0,1,0
hey daddy,,0,0,1,0
amber changing,,0,0,1,0
face the ashes,,0,0,1,0
stickin in my eye,,0,0,1,0
entre can\xc3\xadbales,,0,0,1,0
sudanese dance,,0,0,1,0
wanna be a player,,0,0,1,0
para milladoiro,,0,0,1,0
snowball,,0,0,1,0
going down slow,,0,0,1,0
silent hill,,0,0,1,0
openbare weg,,0,0,1,0
hate,,0,0,1,0
i want you ,,0,0,1,0
president johnson,,0,0,1,0
wkya ,,0,0,1,0
lead me lord,,0,0,1,0
inside jo,,0,0,1,0
the czar: usurper/escape/martyr/spiral ,,0,0,1,0
relax,,0,0,1,0
born and raised in compton,,0,0,1,0
naked albino,,0,0,1,0
christlike roche,,0,0,1,0
they say ,,0,0,1,0
medicate myself,,0,0,1,0
"bgroovin in the midnight""""",,0,0,1,0
biding her time,,0,0,1,0
in this life,,0,0,1,0
crawl before you ball ,,0,0,1,0
\xc2\xbfd\xc3\xb3nde va chichi?,,0,0,1,0
it makes no difference now,,0,0,1,0
spanish grease,,0,0,1,0
i think my wife is running around on me ,,0,0,1,0
setting fire to sleeping giants,,0,0,1,0
crossfire,,0,0,1,0
human cannonball,,0,0,1,0
spin,,0,0,1,0
burning in the aftermath,,0,0,1,0
the more i see you,,0,0,1,0
"bi cant be satisfied""""",,0,0,1,0
nashville parthenon,,0,0,1,0
certain things we do,,0,0,1,0
cocain ducks,,0,0,1,0
glory be,,0,0,1,0
always and never ,,0,0,1,0
myth takes,,0,0,1,0
pinned to the ground ,,0,0,1,0
escapist,,0,0,1,0
the cube ,,0,0,1,0
witch weed ,,0,0,1,0
,,0,0,1,0
inolvidable,,0,0,1,0
miracle,,0,0,1,0
not buried deep enough,,0,0,1,0
u killed it,,0,0,1,0
have yourself a merry little christmas,,0,0,1,0
quiero ir ao mar,,0,0,1,0
same man,,0,0,1,0
until you love someone,,0,0,1,0
nutty block,,0,0,1,0
part one from triomusic,,0,0,1,0
set you free this time,,0,0,1,0
hai shava,,0,0,1,0
movement 4 [from kiss] ,,0,0,1,0
deform ,,0,0,1,0
wicker chair,,0,0,1,0
too much saturn,,0,0,1,0
caught in a dream,,0,0,1,0
hell,,0,0,1,0
waiting,,0,0,1,0
the vitalized shell,,0,0,1,0
lend me your chopper,,0,0,1,0
gossippo perpetuo,,0,0,1,0
christmas in jamaica,,0,0,1,0
exchange,,0,0,1,0
what are we here for,,0,0,1,0
master of disharmony,,0,0,1,0
sun is shining,,0,0,1,0
une petite pause,,0,0,1,0
wounded hearts,,0,0,1,0
who shot ya ,,0,0,1,0
"bcest moi""""",,0,0,1,0
angel food,,0,0,1,0
girl from a pawnshop,,0,0,1,0
perfection design,,0,0,1,0
memorabilia,,0,0,1,0
no regrets,,0,0,1,0
just want to see ya,,0,0,1,0
my record company,,0,0,1,0
about last night ,,0,0,1,0
defcon 4,,0,0,1,0
rakkauden veteraani,,0,0,1,0
surf of syn,,0,0,1,0
hush,,0,0,1,0
mazurcas das r\xc3\xadas baixas,,0,0,1,0
hack 1/charlie x,,0,0,1,0
bstumblin man ,,0,0,1,0
le temps des cerises,,0,0,1,0
boxing day,,0,0,1,0
probka ,,0,0,1,0
wings,,0,0,1,0
intro,,0,0,1,0
i\x19m slowly turning into you,,0,0,1,0
boring,,0,0,1,0
bury you,,0,0,1,0
close to you,,0,0,1,0
highland,,0,0,1,0
it is us,,0,0,1,0
badd indian,,0,0,1,0
hold on,,0,0,1,0
matador,,0,0,1,0
six,,0,0,1,0
razor,,0,0,1,0
"ble bal du ptit jardin""""",,0,0,1,0
bi cant quit you baby ,,0,0,1,0
this lullaby,,0,0,1,0
tired,,0,0,1,0
where is my mind ,,0,0,1,0
resurrection man,,0,0,1,0
grottans barn,,0,0,1,0
your silence,,0,0,1,0
blott en dag,,0,0,1,0
"bspazs house destruction party""""",,0,0,1,0
mai [live],,0,0,1,0
catharsis of a heretic,,0,0,1,0
say what!?!,,0,0,1,0
una sopita de tu propio chocolate,,0,0,1,0
down on the corner,,0,0,1,0
assassination,,0,0,1,0
i did it for you,,0,0,1,0
secret smile,,0,0,1,0
si es que te vas,,0,0,1,0
bye bye betty blue,,0,0,1,0
getaway,,0,0,1,0
killing machine,,0,0,1,0
this house is haunted,,0,0,1,0
bya lil crumbsnatchers ,,0,0,1,0
all i ask for ,,0,0,1,0
snippet 15,,0,0,1,0
"bvem pra roda""""",,0,0,1,0
love dump ,,0,0,1,0
just in case,,0,0,1,0
pitch in ona party,,0,0,1,0
on my own,,0,0,1,0
foam born ,,0,0,1,0
have it your way,,0,0,1,0
"bback to 93""""",,0,0,1,0
pig meat on the line,,0,0,1,0
we can do it,,0,0,1,0
take the wheel,,0,0,1,0
smoke,,0,0,1,0
der weisse mond von maratonga,,0,0,1,0
sickman,,0,0,1,0
numba 1 ,,0,0,1,0
"bwhats in a number & feed me lies remixes""""",,0,0,1,0
blues do elevador,,0,0,1,0
the way i am,,0,0,1,0
pocket full of stars,,0,0,1,0
gief konjunkturpaket vi,,0,0,1,0
hippa to da hoppa [explicit version],,0,0,1,0
beast in the broch,,0,0,1,0
"bcant do me no good""""",,0,0,1,0
the silver gate,,0,0,1,0
special,,0,0,1,0
follow you home ,,0,0,1,0
out of my darkness,,0,0,1,0
matarlatanta,,0,0,1,0
the ava song,,0,0,1,0
the fundamental alienation,,0,0,1,0
at night,,0,0,1,0
undercover gangstas,,0,0,1,0
summerfish,,0,0,1,0
umbrella,,0,0,1,0
summer rain,,0,0,1,0
dancing with the goddess ,,0,0,1,0
too cool for love,,0,0,1,0
house of wolves ,,0,0,1,0
nos plus belles ann\xc3\xa9es,,0,0,1,0
bridget,,0,0,1,0
live at brixton academy 1999,,0,0,1,0
within ,,0,0,1,0
superstar dog,,0,0,1,0
be with you,,0,0,1,0
tu peux compter sur moi,,0,0,1,0
traveller,,0,0,1,0
madazulu,,0,0,1,0
depressionista,,0,0,1,0
a visit from drum,,0,0,1,0
la cl\xc3\xa9 parfum\xc3\xa9e,,0,0,1,0
la vuelta,,0,0,1,0
more than words,,0,0,1,0
we do it too,,0,0,1,0
geek usa ,,0,0,1,0
alpha beta parking lot,,0,0,1,0
la f\xc3\xaate \xc3\xa0 la prison,,0,0,1,0
soul of a man,,0,0,1,0
"bdont crush it""""",,0,0,1,0
time will tell,,0,0,1,0
succotash,,0,0,1,0
les trois orf\xc3\xa8vres,,0,0,1,0
greatest x,,0,0,1,0
bit dont mean a thing ,,0,0,1,0
rosa rio,,0,0,1,0
lord of shadows and golden wood,,0,0,1,0
dangerous mood,,0,0,1,0
leaving melbourne,,0,0,1,0
this is my life,,0,0,1,0
where ya heart at,,0,0,1,0
moving mountains,,0,0,1,0
when you were young,,0,0,1,0
what you want,,0,0,1,0
"bwailin""""",,0,0,1,0
prec\xc3\xads,,0,0,1,0
you are holy,,0,0,1,0
in the hills,,0,0,1,0
map your psyche,,0,0,1,0
watch out for the birdsongs,,0,0,1,0
friday night,,0,0,1,0
here comes the big parade,,0,0,1,0
intro,,0,0,1,0
shifty disco girl,,0,0,1,0
where to piss and shit in oslo,,0,0,1,0
come next monday,,0,0,1,0
when my ship comes in,,0,0,1,0
headlock,,0,0,1,0
kids of tragedy,,0,0,1,0
tenhert,,0,0,1,0
"blil boy fresh""""",,0,0,1,0
samba de paris,,0,0,1,0
all of you,,0,0,1,0
"bdont look back""""",,0,0,1,0
sun shower ,,0,0,1,0
god smack,,0,0,1,0
portland_ oregon,,0,0,1,0
a rush of blood to the head ,,0,0,1,0
synthesizer,,0,0,1,0
silent movies ,,0,0,1,0
"bchurch_ im fully saved today""""",,0,0,1,0
"return of the g""",,0,0,1,0
laundry & dishes,,0,0,1,0
life of a star,,0,0,1,0
samba de duas notas,,0,0,1,0
is it a myth?,,0,0,1,0
lost,,0,0,1,0
everybody loves you,,0,0,1,0
the long goodbye,,0,0,1,0
que devient ton poing quand tu tends les doigts,,0,0,1,0
stop it,,0,0,1,0
o mein papa,,0,0,1,0
pretty girl ,,0,0,1,0
one of us,,0,0,1,0
break the ice,,0,0,1,0
untitled,,0,0,1,0
"bim on the run""""",,0,0,1,0
sorry feat. rafaqat ali khan,,0,0,1,0
i am,,0,0,1,0
la bamba,,0,0,1,0
pichleh janam dee,,0,0,1,0
boll weevil,,0,0,1,0
gwithian,,0,0,1,0
bez cuz youre beautiful ,,0,0,1,0
manila,,0,0,1,0
temblando,,0,0,1,0
heartburn,,0,0,1,0
ldn ,,0,0,1,0
"bthrough buckys eyes""""",,0,0,1,0
sleepwalkers,,0,0,1,0
"bwhats your damage?""""",,0,0,1,0
reckless,,0,0,1,0
sigui,,0,0,1,0
autobahn ,,0,0,1,0
frustration,,0,0,1,0
midnight rider,,0,0,1,0
two wars,,0,0,1,0
lillie anne,,0,0,1,0
bthrill me ,,0,0,1,0
a sound that only you can hear,,0,0,1,0
the other boleyn girl - opening titles,,0,0,1,0
up on that cloud,,0,0,1,0
interlude ,,0,0,1,0
the nightmare begins,,0,0,1,0
open up your mind ,,0,0,1,0
better believe it remix ,,0,0,1,0
ready for the floor ,,0,0,1,0
planetary takeover,,0,0,1,0
bliss,,0,0,1,0
humanity,,0,0,1,0
hear me now,,0,0,1,0
thorns of charon ,,0,0,1,0
how insensitive,,0,0,1,0
i saw destruction,,0,0,1,0
monsoon,,0,0,1,0
i love it [clubstar remix],,0,0,1,0
no la dejes sola,,0,0,1,0
christelle est une ordure,,0,0,1,0
punjabian di chale glassi,,0,0,1,0
prove something ,,0,0,1,0
mystic river,,0,0,1,0
my mind is gone,,0,0,1,0
romance,,0,0,1,0
happy cycling,,0,0,1,0
cursed again,,0,0,1,0
we will rock you,,0,0,1,0
personal tragedy,,0,0,1,0
better way of life,,0,0,1,0
freedom,,0,0,1,0
"bim amazing""""",,0,0,1,0
another year,,0,0,1,0
horrible,,0,0,1,0
no comprimise_ no regrets,,0,0,1,0
destroy 2000 years of culture,,0,0,1,0
when the saints go marching in,,0,0,1,0
humppa,,0,0,1,0
town topic ,,0,0,1,0
waterfall,,0,0,1,0
goodnight girl,,0,0,1,0
the bubble,,0,0,1,0
la ley de la vida,,0,0,1,0
"bif i had my way id tear this building down""""",,0,0,1,0
ban afternoon on the moon ,,0,0,1,0
awake ,,0,0,1,0
maudits anglois,,0,0,1,0
wanna be a star,,0,0,1,0
luminous bliss,,0,0,1,0
when will i be loved,,0,0,1,0
contessa entellina,,0,0,1,0
rock of gibraltar,,0,0,1,0
o come all ye faithful,,0,0,1,0
bi cant wait til christmas ,,0,0,1,0
the raggle taggle gypsy,,0,0,1,0
can you dance with me?,,0,0,1,0
shogun [with fade_ for special edition],,0,0,1,0
satin doll,,0,0,1,0
no night in zion - original,,0,0,1,0
outro,,0,0,1,0
"bbuddy and santas flight""""",,0,0,1,0
improv #1,,0,0,1,0
losing weight part 2,,0,0,1,0
distant voices,,0,0,1,0
star,,0,0,1,0
kids in the store,,0,0,1,0
fingerprints,,0,0,1,0
i only have eyes for you ,,0,0,1,0
turntable terrorist,,0,0,1,0
pda,,0,0,1,0
porcelain man,,0,0,1,0
vollmond,,0,0,1,0
give your heart a home,,0,0,1,0
tigers fucking ,,0,0,1,0
real mckoy feat. busy signal,,0,0,1,0
decir adios,,0,0,1,0
i remember,,0,0,1,0
the last round,,0,0,1,0
byouve never been right - ,,0,0,1,0
when i grow up,,0,0,1,0
somos gitanos,,0,0,1,0
no more blues,,0,0,1,0
tootie blues,,0,0,1,0
mr. bozack,,0,0,1,0
all too human,,0,0,1,0
use of a weapon ,,0,0,1,0
porn,,0,0,1,0
pushing me away ,,0,0,1,0
wigue,,0,0,1,0
sangre americana,,0,0,1,0
stranger in my room,,0,0,1,0
of myth and men ,,0,0,1,0
bubbles in my beer,,0,0,1,0
be with me,,0,0,1,0
special someone,,0,0,1,0
strange kinda feeling ,,0,0,1,0
knowledge of self ,,0,0,1,0
right now,,0,0,1,0
obstacles in my way,,0,0,1,0
"bles chasseurs desclaves""""",,0,0,1,0
ammunition,,0,0,1,0
got to find my little woman,,0,0,1,0
i love this town,,0,0,1,0
la marca de tus labios,,0,0,1,0
face drop,,0,0,1,0
hollow dream,,0,0,1,0
i know somethin ,,0,0,1,0
ego trip by nikki giovanni,,0,0,1,0
bthat blows my mind ,,0,0,1,0
gun thirsty,,0,0,1,0
uptown,,0,0,1,0
walking in du,,0,0,1,0
pranafestation,,0,0,1,0
harlem shuffle,,0,0,1,0
"blets get it started""""",,0,0,1,0
there will be blood tonight,,0,0,1,0
the drop-off,,0,0,1,0
under the palms,,0,0,1,0
limosna de amores,,0,0,1,0
mi alma esta enamorada,,0,0,1,0
immonumental,,0,0,1,0
superstar,,0,0,1,0
tabloid junkie,,0,0,1,0
borrow mine,,0,0,1,0
arnold layne,,0,0,1,0
people like new ,,0,0,1,0
venice queen ,,0,0,1,0
"bits not unusual""""",,0,0,1,0
piranha,,0,0,1,0
she will never let me down,,0,0,1,0
life,,0,0,1,0
evenfall,,0,0,1,0
fleeting sound,,0,0,1,0
down on my knees,,0,0,1,0
confused,,0,0,1,0
supercuts,,0,0,1,0
port now!,,0,0,1,0
waheera,,0,0,1,0
"bannies angle""""",,0,0,1,0
"bfather john macleods jig""""",,0,0,1,0
lo and beholden,,0,0,1,0
garbage dump,,0,0,1,0
bolivian surf,,0,0,1,0
i see you,,0,0,1,0
preparation,,0,0,1,0
dr. bernice,,0,0,1,0
how many more years ,,0,0,1,0
knight -> king 4,,0,0,1,0
nostradamus,,0,0,1,0
lemons_ for kevin,,0,0,1,0
tha stand,,0,0,1,0
the tarnished angels ,,0,0,1,0
from the ritz to the rubble,,0,0,1,0
my friend the blind,,0,0,1,0
in my dreams,,0,0,1,0
why_ now baby?,,0,0,1,0
festival of love,,0,0,1,0
gullveig,,0,0,1,0
motorcycle girl,,0,0,1,0
reckoning ,,0,0,1,0
el gallo y la vaca,,0,0,1,0
sixth of june,,0,0,1,0
second chances feat. bilal & darien brockington,,0,0,1,0
family galaxy,,0,0,1,0
autores anonimos,,0,0,1,0
bite back,,0,0,1,0
is it a sin,,0,0,1,0
when jesus comes calling for me,,0,0,1,0
hello,,0,0,1,0
2.000 kilometros,,0,0,1,0
"bhe wasnt man enough""""",,0,0,1,0
with tears in my eyes,,0,0,1,0
a closure in infinity,,0,0,1,0
bsay say say ,,0,0,1,0
get down,,0,0,1,0
"bi dont want your love""""",,0,0,1,0
dido,,0,0,1,0
rocket,,0,0,1,0
steel guiter stomp,,0,0,1,0
musical 69,,0,0,1,0
yiri yiri bon,,0,0,1,0
a burrinha,,0,0,1,0
isabel,,0,0,1,0
keep the change,,0,0,1,0
"bheavens in new york""""",,0,0,1,0
sfm,,0,0,1,0
long distance moan,,0,0,1,0
oh serena,,0,0,1,0
the cross that bears his name,,0,0,1,0
"bmakin believe""""",,0,0,1,0
adelante,,0,0,1,0
eriatarka,,0,0,1,0
just say yes,,0,0,1,0
why do i,,0,0,1,0
get it together,,0,0,1,0
make it with you,,0,0,1,0
le chagrin de coco,,0,0,1,0
left alone...,,0,0,1,0
this is where it ends ,,0,0,1,0
if every day could be christmas,,0,0,1,0
schitzo,,0,0,1,0
abandonada / blancas azucenas,,0,0,1,0
pennies from heaven,,0,0,1,0
take the long way home,,0,0,1,0
a little louder,,0,0,1,0
how bad do you want it,,0,0,1,0
azzurro,,0,0,1,0
ole ola,,0,0,1,0
bullet proof ... i wish i was ,,0,0,1,0
all i ever,,0,0,1,0
fire,,0,0,1,0
"byoure laughing now""""",,0,0,1,0
set the world on fire,,0,0,1,0
rafaniello,,0,0,1,0
put him out,,0,0,1,0
till the end of the day ,,0,0,1,0
tearing everyone down,,0,0,1,0
in the rain,,0,0,1,0
left for dead ,,0,0,1,0
the obsession,,0,0,1,0
cop it,,0,0,1,0
can i get a witness,,0,0,1,0
plasma ,,0,0,1,0
tumble down,,0,0,1,0
ballad in urgency,,0,0,1,0
electro nicpig,,0,0,1,0
mermaid,,0,0,1,0
come out into the open,,0,0,1,0
take the veil cerpin taxt,,0,0,1,0
irresistible,,0,0,1,0
zi you zi zai,,0,0,1,0
il y a des anges,,0,0,1,0
long live the party,,0,0,1,0
bdont upset the rhythm ,,0,0,1,0
si tu veux le savoir,,0,0,1,0
no buts - no maybes,,0,0,1,0
wake me up,,0,0,1,0
crow killer,,0,0,1,0
cattle call,,0,0,1,0
voices of other times,,0,0,1,0
dance,,0,0,1,0
the mission,,0,0,1,0
lametavolante,,0,0,1,0
la v\xc3\xa9rit\xc3\xa9,,0,0,1,0
deep blue sea ,,0,0,1,0
trading places,,0,0,1,0
inherent scars,,0,0,1,0
the southern soldier boy,,0,0,1,0
when i get home,,0,0,1,0
searching,,0,0,1,0
la romance de la pluie,,0,0,1,0
et k\xc3\xbctt wie et k\xc3\xbctt,,0,0,1,0
paseo col\xc3\xb2n,,0,0,1,0
rock on the radio,,0,0,1,0
the beginning,,0,0,1,0
over the hill,,0,0,1,0
rock co.kane flow,,0,0,1,0
future,,0,0,1,0
"bdont go""""",,0,0,1,0
souvenirs,,0,0,1,0
train tracks,,0,0,1,0
blame canada ,,0,0,1,0
lifeboat serenade,,0,0,1,0
unfinished self-portrait,,0,0,1,0
sloppy love jingle_ pt. 3 ,,0,0,1,0
"bc\xc3\xbanla/the friars breeches""""",,0,0,1,0
still lost in the forest,,0,0,1,0
b-boy stance,,0,0,1,0
vena cava 8,,0,0,1,0
imagination,,0,0,1,0
magic,,0,0,1,0
it all depends on you,,0,0,1,0
hot spot ,,0,0,1,0
resistance,,0,0,1,0
"bwidows walk""""",,0,0,1,0
memories,,0,0,1,0
irreplaceable ,,0,0,1,0
shadows,,0,0,1,0
if we loved,,0,0,1,0
the traffic jam,,0,0,1,0
rock biter ,,0,0,1,0
grow proper,,0,0,1,0
soorma,,0,0,1,0
koronoko,,0,0,1,0
boyfriend,,0,0,1,0
be my lover,,0,0,1,0
bnight wont last forever_ the ,,0,0,1,0
megalodon,,0,0,1,0
telepathy/ted haggard got cured of the gay,,0,0,1,0
flamme & co,,0,0,1,0
todo lo que soy,,0,0,1,0
"bbaby dont you change""""",,0,0,1,0
the three-dimensional shadow,,0,0,1,0
early in the morning,,0,0,1,0
deviate from the form,,0,0,1,0
the door,,0,0,1,0
better luck next time,,0,0,1,0
mambo tipico,,0,0,1,0
function of the sun,,0,0,1,0
dimension,,0,0,1,0
b,,0,0,1,0
"bits going down""""",,0,0,1,0
schmerzensschreie,,0,0,1,0
basking under a blacksun dawning,,0,0,1,0
feel it boy ,,0,0,1,0
vos no confiaste,,0,0,1,0
what country is,,0,0,1,0
blues city shake down,,0,0,1,0
fat tuesday,,0,0,1,0
awake,,0,0,1,0
heavenly father,,0,0,1,0
cherokee,,0,0,1,0
broke down on the brazos ,,0,0,1,0
ghetto,,0,0,1,0
wriststraining order,,0,0,1,0
"bid like to be""""",,0,0,1,0
no-satellites,,0,0,1,0
call of da wild,,0,0,1,0
ouachita run ,,0,0,1,0
ring the alarm,,0,0,1,0
sapphire,,0,0,1,0
crescent moon,,0,0,1,0
radiance i,,0,0,1,0
brother,,0,0,1,0
let me fly,,0,0,1,0
evening,,0,0,1,0
macarena,,0,0,1,0
mate tron,,0,0,1,0
ladies and gentlemen,,0,0,1,0
arrows of the gods,,0,0,1,0
conqueror worm,,0,0,1,0
white christmas,,0,0,1,0
e,,0,0,1,0
washed away,,0,0,1,0
voices,,0,0,1,0
song 2,,0,0,1,0
"bi guess im crazy""""",,0,0,1,0
u complete me ,,0,0,1,0
la nit de reis,,0,0,1,0
violence,,0,0,1,0
cut here,,0,0,1,0
secret,,0,0,1,0
fig leaf rag  ,,0,0,1,0
loaded gun,,0,0,1,0
beautiful,,0,0,1,0
wing,,0,0,1,0
now i got a woman,,0,0,1,0
"bnothings the same""""",,0,0,1,0
stolen pills,,0,0,1,0
bush,,0,0,1,0
mary in labor,,0,0,1,0
the devil,,0,0,1,0
gimme legs,,0,0,1,0
"bled by the masters hand""""",,0,0,1,0
o hiroteros ehthros mou,,0,0,1,0
"bdont leave""""",,0,0,1,0
midnight in memphis,,0,0,1,0
travel song ,,0,0,1,0
spark,,0,0,1,0
before the \xc3\x86ons came,,0,0,1,0
bullet frenzy,,0,0,1,0
alimony,,0,0,1,0
killing,,0,0,1,0
"bsarah yellin""""",,0,0,1,0
machine gun majesty [live] ,,0,0,1,0
red orange yellow,,0,0,1,0
what would you do,,0,0,1,0
intro,,0,0,1,0
post-toxic finger disorder,,0,0,1,0
come to find out,,0,0,1,0
french touch,,0,0,1,0
56 days,,0,0,1,0
daughter of zion,,0,0,1,0
bubblegum,,0,0,1,0
between eunice & opelousas,,0,0,1,0
monarchy now,,0,0,1,0
guardian angel,,0,0,1,0
hel vete,,0,0,1,0
if i run,,0,0,1,0
exaltation,,0,0,1,0
brother,,0,0,1,0
shake some action,,0,0,1,0
el mes alt,,0,0,1,0
friends in fall river  ,,0,0,1,0
bi love you more than youll ever know ,,0,0,1,0
talk about us,,0,0,1,0
se\xc3\xb1ora ,,0,0,1,0
sosa ,,0,0,1,0
yippiyo-ay,,0,0,1,0
my life would suck without you,,0,0,1,0
"bwhatd i say""""",,0,0,1,0
bwhatevers cool with me ,,0,0,1,0
creeper kamikaze,,0,0,1,0
falling bombs,,0,0,1,0
bja ,,0,0,1,0
seuraavassa el\xc3\xa4m\xc3\xa4ss\xc3\xa4,,0,0,1,0
no more blues ,,0,0,1,0
wave,,0,0,1,0
bed crumbs,,0,0,1,0
error,,0,0,1,0
closed eyes,,0,0,1,0
le gardien de mus\xc3\xa9e,,0,0,1,0
"bpoppin them thangs""""",,0,0,1,0
"bthe presidents speech""""",,0,0,1,0
bury your head,,0,0,1,0
doble bombo,,0,0,1,0
damien,,0,0,1,0
still in love,,0,0,1,0
sencillamente,,0,0,1,0
trong com,,0,0,1,0
the flame,,0,0,1,0
i will always love you,,0,0,1,0
he put the hurt on me,,0,0,1,0
"bim not done""""",,0,0,1,0
ignis,,0,0,1,0
shadow,,0,0,1,0
big business,,0,0,1,0
upon the shores [explicit],,0,0,1,0
get on top ,,0,0,1,0
ice cream man,,0,0,1,0
raising children,,0,0,1,0
hero in a dream,,0,0,1,0
mumbo jumbo ,,0,0,1,0
epilog,,0,0,1,0
bwhy do all girls think theyre fat ,,0,0,1,0
church hangover,,0,0,1,0
her golden robe in silence veiled,,0,0,1,0
i got stripes ,,0,0,1,0
the ride ,,0,0,1,0
no survivors,,0,0,1,0
segredo,,0,0,1,0
deep sea creature,,0,0,1,0
murder one,,0,0,1,0
theresa,,0,0,1,0
ad te clamamus exsvles mortva liberi,,0,0,1,0
drive by music,,0,0,1,0
on the brink,,0,0,1,0
damit du dich in mich verliebst,,0,0,1,0
ruby d.,,0,0,1,0
half the fun,,0,0,1,0
enero en la playa ,,0,0,1,0
a costa de galicia,,0,0,1,0
history,,0,0,1,0
welcome 2 detroit,,0,0,1,0
outro duction,,0,0,1,0
san xuan,,0,0,1,0
le zoo de vincennes,,0,0,1,0
tell me why,,0,0,1,0
subterranean homesick alien,,0,0,1,0
"bits not me""""",,0,0,1,0
the majesty of rock,,0,0,1,0
fausse monnaie,,0,0,1,0
i want it,,0,0,1,0
revelations,,0,0,1,0
mais la vie,,0,0,1,0
"bdoggin around""""",,0,0,1,0
walk away,,0,0,1,0
forever consumed oblivion,,0,0,1,0
brockin every night ,,0,0,1,0
honey i sugar pie,,0,0,1,0
acension final chord rising,,0,0,1,0
phylyps trak ii/ii,,0,0,1,0
sacrifice for the slaughtergod,,0,0,1,0
"bdont go knockin on my door""""",,0,0,1,0
full of voices,,0,0,1,0
answer in the question,,0,0,1,0
chocolate,,0,0,1,0
slip out the back ,,0,0,1,0
banana man,,0,0,1,0
ye that tempteth_ ye that bequeth,,0,0,1,0
you are god ,,0,0,1,0
risen from within,,0,0,1,0
humppa,,0,0,1,0
blues,,0,0,1,0
empty arms,,0,0,1,0
fall away into darkness,,0,0,1,0
little edith,,0,0,1,0
only one you,,0,0,1,0
"bjohnny cant dance""""",,0,0,1,0
solid gold ,,0,0,1,0
river is waiting,,0,0,1,0
iron man,,0,0,1,0
innizar,,0,0,1,0
brazil mon amour,,0,0,1,0
bass pro shop & wal-mart,,0,0,1,0
you called it madness [but i call it love] [live at royal albert hall],,0,0,1,0
squarebiz,,0,0,1,0
drugs,,0,0,1,0
scientas,,0,0,1,0
dress me up,,0,0,1,0
"bsambangole / tres golpes na mas""""",,0,0,1,0
bean fields ,,0,0,1,0
love thing,,0,0,1,0
"bnice n easy""""",,0,0,1,0
sunny came home,,0,0,1,0
south side story,,0,0,1,0
old friends,,0,0,1,0
space between us ,,0,0,1,0
position,,0,0,1,0
tetrispack,,0,0,1,0
brand new broken heart,,0,0,1,0
get your hustle on,,0,0,1,0
the fallen...,,0,0,1,0
the lifestyle that got away,,0,0,1,0
te quiero tanto,,0,0,1,0
child of the night,,0,0,1,0
show you how,,0,0,1,0
chelsea girl ,,0,0,1,0
jetstream - arthur baker remix,,0,0,1,0
"bdont bring flowers""""",,0,0,1,0
new york,,0,0,1,0
suicidal dream,,0,0,1,0
"blombre dune chance""""",,0,0,1,0
auf der mundharmonika,,0,0,1,0
sending a message,,0,0,1,0
sabotage,,0,0,1,0
escuchame,,0,0,1,0
cicada,,0,0,1,0
searching for home,,0,0,1,0
bolero militar,,0,0,1,0
empire falls,,0,0,1,0
misty mountains,,0,0,1,0
the end of the line,,0,0,1,0
the reason i go on,,0,0,1,0
right to work ,,0,0,1,0
princess black,,0,0,1,0
rice dream girl,,0,0,1,0
bim the man ,,0,0,1,0
bdont wanna be here ,,0,0,1,0
short on ideas / one last cigarette,,0,0,1,0
stand,,0,0,1,0
got it twisted,,0,0,1,0
freeze,,0,0,1,0
future prospects,,0,0,1,0
skinhead on the mbta ,,0,0,1,0
love attack,,0,0,1,0
naked,,0,0,1,0
above lucium ,,0,0,1,0
le temps des cerises,,0,0,1,0
play that beat,,0,0,1,0
come here feat. jay sean,,0,0,1,0
marilyn,,0,0,1,0
through the wire,,0,0,1,0
the ambush,,0,0,1,0
una na na,,0,0,1,0
down on the farm ,,0,0,1,0
so what!,,0,0,1,0
shake,,0,0,1,0
tides of time,,0,0,1,0
the one i got,,0,0,1,0
naked in the rain ,,0,0,1,0
triesteitaliana,,0,0,1,0
kleina wixa,,0,0,1,0
rock the spot,,0,0,1,0
big train,,0,0,1,0
