Title,ArtistName,Target
larger than life,backstreet boys,0
blessed assurance,glad,0
bl envers du d\xc3\xa9cor"",richard galliano,0
from the blind ,daath,0
shameless,all time low,0
little sister,debbie davies,0
quiet time,regina belle,0
panda bear,owl city,0
turning away,mary black,0
rollercoaster ride,aaron watson,0
suffocating under words of sorrow ,bullet for my valentine,0
blaccord\xc3\xa9oniste"",bles hurlements dleo"",0
tumba tumba,charanga forever,0
hex breaker,taint,0
the melting moon ,vhs or beta,0
a la memoria del muerto,fruko y sus tesos,0
bsayin dope"",the bucketheads,0
now you know,the real kids,0
as diehard as they come ,hatebreed,0
reason with the beast,shriekback,0
so jah seh,jackie edwards,0
stronger than me,amy winehouse,0
only for the young,george lopez,0
the hustle,the pharcyde / big boy / schmooche cat / randy mack,0
bwarriors quest"",ensiferum,0
anti geroi,azis,0
italian for goodbye ,the pharcyde,0
harajuku girls,gwen stefani,0
city slickers,marc shaiman,0
the ballad of sleeping beauty,sophie b. hawkins,0
prognosis,steve morse,0
native soul,danilo perez,0
mayday,natural elements,0
lake of dreams,lisa lynne,0
swallow the knife ,story of the year,0
because of you,neil sedaka,0
get it for free,m\xc3\xb6tley cr\xc3\xbce,0
the thrill is gone,jude taylor & his burning flames,0
closing scene,the radio dept.,0
slave to the wage,placebo,0
un tipo como yo,willie rosario,0
pienso en ti,shakira,0
you are my memoir,stars like fleas,0
citizen of the planet,simon & garfunkel,0
shooting stars,cauterize,0
the cookie bakers of the night,laurie berkner,0
ghost town rituals ,nights like these,0
rattlesnake!,a static lullaby,0
doppelg\xc3\xa4nger [qliphothic phantasmagoria],coph nia,0
tomorrow gone,stew,0
a higher place ,tom petty,0
jenny take a ride,mitch ryder,0
ten tonne,chase & status,0
pero me acuerdo de t\xc3\xad,christina aguilera,0
the illusionist,scar symmetry,0
urgence,sonia dersion,0
god bless you ,a static lullaby,0
la route est belle,oztara,0
bu dont hear me tho ,rodney o & joe cooley,0
terra,luar na lubre,0
our darkest days,eighteen visions,0
undertow,agnostic front,0
this is not a crass song,anti-flag,0
something for the pain,robben ford,0
flashflood,aesop rock,0
negativ song,headliners,0
ojos gitanos,c\xc3\xb3mplices,0
zolte slonie,kasia stankiewicz,0
drifting from town to town,bobby bland,0
sahti waari,turisas,0
nina nina,ch\xc3\xa9co feliciano and joe king,0
still there for me,bke mo"",0
feelings,shy fx & t power,0
if you love me,becky baeling,0
girls against boys ,vitamin c,0
beholder of justice ,hatebreed (int license),0
corner stone,bob marley,0
welcome into my world,ayo,0
unleashed,warren barfield,0
explorador,la portuaria,0
been fighting devilz,snowgoons,0
porque me gusta a morir,isabel pantoja,0
bmonsieur qui sengraisse"",mich\xc3\xa8le bernard,0
ulcer breakout,butthole surfers,0
for your passion my love,aeoliah,0
naming ceremony,finest dearest,0
if i talk to him,connie smith,0
black and blue,torcuato mariano,0
changed my life,baby bash / grimm,0
won threw ate,story of the year,0
dutty wine,tony matterhorn,0
the champ,robben ford,0
why?,kisha,0
homegrown,the pharcyde,0
stay real,erick sermon,0
vitrier,olivia ruiz,0
the hero dies in this one,the ataris,0
i feel so good,j.b. lenoir,0
byou dont know me"",charlie rich,0
kitteldags,finntroll,0
coppershot,bounty killer,0
bplease dont lie to me"",the fabulous thunderbirds,0
45 pounds,hey colossus,0
rue de nantes,oldelaf et monsieur d,0
dump,mobb deep featuring nate dogg,0
chela,sonora carruseles,0
intro/chamber the cartridge,rise against,0
blank eye stare,martriden,0
u north,james newton howard,0
loose talk,carl smith,0
judgement day,dokken,0
hold on baby,janet jackson,0
i cried all the way to the altar,patsy cline,0
living the dream,d:fuse,0
moses,patty griffin,0
infernal calling,bsatans host"",0
taste it,busta rhymes,0
byouve lost that lovin feelin"",fontella bass,0
emit remmus ,red hot chili peppers,0
towards eternity,bold mans child"",0
lent\xc3\xa4v\xc3\xa4 kalakukko,esa pakarinen,0
got the bull by the horns,johnny horton,0
some lie for love,l.a. guns,0
si juras regresar,enrique iglesias,0
jack and benton,sean callery,0
safe sex,erick sermon,0
a part of me,40 grit,0
space station liberty,scott glasgow,0
le chanteur malheureux,claude fran\xc3\xa7ois,0
no me imagino,fran perea,0
mirror ,cinder,0
guayabera,johannes linstead,0
must have been the devil,otis spann,0
el momento,jaguares,0
country day,the tragically hip,0
bottle it up and go,big john greer,0
contact 00,plump djs,0
la m\xc3\xa9moire des jours,rapha\xc3\xabl,0
rette mich sp\xc3\xa4ter ,2raumwohnung,0
dime si me quieres,andy & lucas,0
summer shudder,afi,0
bthe worldll be ok"",teenage fanclu,0
crushed pears,the balustrade ensemble,0
ver de feliz,bt,0
the rock,abijah,0
bthats a woman"",mark wills,0
back from the garden ,s.u.p,0
jump n shout ,basement jaxx,0
the space between,dave matthews band,0
poison lips,lord sterling,0
helium,cargo cult,0
mikawa miya,novika,0
almendra,arturo sandoval,0
walk with you,cama,0
below the stars,the field mice,0
loko,bkassav"",0
dance_ dance,fall out boy,0
wet the clu,onyx,0
por arriesgarnos,jennifer lopez,0
zero,papa wemba,0
unbreakable,ms. dynamite,0
who was i kidding,martha wainwright,0
bive been lonely ,frederick knight,0
leader ,phantom planet,0
stop whispering ,radiohead,0
death or jail,sick of it all,0
the name is...,fuel,0
gnosis,paul avgerinos,0
wildcat days ,bryan ferry,0
warning,incubus,0
shelter your needs,juliette & the licks,0
limelighters ,aesop rock,0
last good time in town,eagles,0
remember me lover ,porcupine tree,0
hunting,deep forest,0
n\xc3\xa3o adianta,zeca baleiro,0
antidote for the underdog,less than jake,0
swing vagabond,quadro nuevo,0
no answer ,lollipop lust kill,0
not today,hotwire,0
next year,foo fighters,0
chaco ,grant geissman,0
i need love,usher,0
just an illusion,dave weckl,0
memory,uphill battle,0
ty\xc3\xb6nn\xc3\xa4 k\xc3\xa4nnykk\xc3\xa4 hanuriin,jope ruonansuu,0
digitaria,bill laswell,0
sensations,bravehearts,0
como caramelo de lim\xc3\xb3n,2 minutos,0
the burning season ,primordial,0
did you get my message?  ,jason mraz,0
do you know? ,enrique iglesias,0
bshouldve said no"",taylor swift,0
phorever people,shamen,0
bwere new yorkers now!"",marc shaiman,0
shake it up ,boney james and rick braun,0
passo de anjo,spok frevo orquestra,0
we meet at last,liquid stranger,0
bishop hopping,phantomsmasher,0
falling leaves,grandpa jones,0
byall cant never hurt us ,bphillys most wanted"",0
do ya thing ,bcamron"",0
kids now,george lopez,0
night of the hunter ,30 seconds to mars,0
because you loved me ,c\xc3\xa9line dion,0
mean machine ,sugar ray,0
ship in a painting,gabriel yared,0
ba man holdin on ,ty herndon,0
bdodos bounce"",james carter,0
revolution action,atari teenage riot,0
killer barracuda,kris kristofferson,0
blappart"",patrick bruel,0
give it to me,grayson capps,0
she ,the misfits,0
poes\xc3\xada de amor,caf\xc3\xa9 quijano,0
the doug mccomb over,a tundra,0
june 26th_ 1999 - slight,deep puddle dynamics,0
micael,juana molina,0
serus,workhorse,0
gin house blues,bessie smith,0
the healer,death ss,0
bleeds no more ,silverstein,0
mercury & solace,bt,0
rewind,all girl summer fun band,0
jump [jacques lu cont edit],madonna,0
judgement,the bug featuring ricky ranking,0
junge r\xc3\xb6mer,falco,0
dark horse,converge,0
tastes so good to me,cross country,0
boxed in ,hatebreed,0
jam 4 u,redman,0
never again,kelly clarkson,0
play,jennifer lopez,0
bi dont want to hear any more"",eagles,0
the shaskeen / gan ainm,cherish the ladies,0
santeleco,luiz bonfa,0
que vas a hacer conmigo,los aut\xc3\xa9nticos decadentes,0
anyday,amil,0
get me to the church on time,shelly manne,0
the remembrance ballad ,atreyu,0
the book of disquiet,hey colossus,0
gravedom,goatwhore,0
ghetto child,eric burdon,0
am i that easy to forget,skeeter davis,0
teri nau ke paune teen,daler mehndi,0
canyon,bvexd"",0
real world,snowgoons,0
supertouch/shitfit ,hatebreed,0
head over heels,sylvia tosun,0
day old blues,kings of leon,0
bwhats love got to do with it"",the chap,0
amigo m\xc3\xado,memphis la blusera,0
photographs,james newton howard,0
dancing shoes,arctic monkeys,0
no me llores m\xc3\xa1s,sierra maestra,0
amie,lonestar,0
soldiers of doomsday\xc2\xa0,winds of plague,0
folly ranking,johnny osbourne,0
co co my my,poncho sanchez,0
good day,britt nicole,0
july,al dimeola,0
at the atlantis,bad brains,0
my babe,blightnin slim"",0
le poulet,pierre perret,0
daydreaming the color of blood,soilent green,0
bkablammin it"",long beach dub allstars,0
all my life ,venice,0
rock star,agnostic front,0
terminus,photek,0
life in line,the last days of jesus,0
lachen und weinen,2raumwohnung,0
infantil ,gonzalo rubalcaba,0
it feels so good ,twista,0
the never-ending why,placebo,0
lost tribe,moving ninja,0
bplease hammer dont hurt em"",evergreen terrace,0
ruta del coya,le\xc3\xb3n gieco,0
keep it like it is,louisa mark,0
the beginning ,seal,0
bsur lautre rive"",annie blanchard,0
bthats the way it is"",sun yan-zi,0
te ando buscando,los mu\xc3\xb1equitos de matanzas,0
wind and water,michael gettel,0
marie marie,wendo kolosoy,0
in the midnight hour,cross country,0
nothing but sky [outro] ,jaci velasquez,0
someday my luck will change,clarence gatemouth" brown",0
ulan bator girls,leningrad cowboys,0
so do i,arthur tracy,0
help me make it through the night,charley pride,0
al final,kalimba,0
stir the gift,deitrick haddon,0
the beat of my heart,eliane elias,0
bdoesnt get much better"",kyle riabko,0
bye bye,vilma palma e vampiros,0
diamond in the rough,syl johnson,0
clothes of sand,solas,0
fuck you,norther,0
what evil lurks,the prodigy,0
mutations,salt the wound,0
immortal_ invisible,glad,0
quest for oneness,mikey dread,0
life deprived,bold mans child"",0
did we not choose each other,sophie b. hawkins,0
it feels like rain,maria muldaur,0
genio atrapado,christina aguilera,0
matti ja teppo,jope ruonansuu,0
big leg woman gets my pay,blind boy fuller,0
baint no right ,bjanes addiction"",0
bumbling along,nino nardini,0
we have all the time in the world,bfun lovin criminals"",0
bit wont rain always"",janet paschal/charlotte ritchie/david phelps,0
mood ring,paul thorn,0
absolute,the fray,0
amor de juventud,pedro aznar,0
what you made me ,ghost machine,0
wameru  ,shelly manne,0
we march to the beat of indifferent drum,nofx,0
te extra\xc3\xb1o porque te extra\xc3\xb1o,carlos baute,0
nobody to blame,deborah coleman,0
almost grown,jesse malin,0
stratus ,moments in grace,0
the ocean ,zebra,0
the only one i trust,city high,0
to the lions,converge,0
blets stay together ,run-dmc featuring jagged edge,0
studio gangster,5th ward boyz,0
the cool down,soul ballet,0
tokyo freeze,ital tek,0
solemn,scott glasgow,0
oh! doctor,luis alberto spinetta,0
freak break,lady saw,0
them no care,super cat,0
bwer einmal a gesagt ,marcie blane,0
la pr\xc3\xa9tention de rien,pascal obispo,0
cry,kelly clarkson,0
they have a name,the chap,0
who r ya,sick on the bus,0
declaration ,kirk franklin,0
seni unuturum,ebru g\xc3\xbcndes,0
sucker,new found glory,0
bshes a go"",tum tum / double t / lil ronnie,0
first you cry,blil band o gold"",0
bbreakin it"",mindy mccready,0
no you girls,franz ferdinand,0
excerpt of a speech by marcus mosiah garvey,buju banton,0
any wich way ,manjul,0
shine on your shoes,jerry lewis,0
se viene,bersuit vergarabat,0
the mystery epoch,loop guru,0
kill niggaz,slick rick,0
check on it,beyonc\xc3\xa9 feat. slim thug,0
chateau strut,doyle bramhall,0
gut rot,fudge tunnel,0
bbreakin dishes"",rihanna,0
lightning breaks,plasmatics,0
call on the father,beres hammond,0
skit #2 ,kanye west,0
nunca sabras,kalimba,0
bjourneys end"",primordial,0
bsi je men sors"",julie zenatti,0
when she dances,joe bonamassa,0
bsince youre in love"",jesse malin,0
lost ,various production,0
michaelangelo,23rd turnoff,0
kui rebeneb taevas,metsat\xc3\xb6ll,0
mad about the boy,the radio dept,0
bcryin"",aerosmith,0
mass destruction,faithless,0
silver bells,fontaine sisters,0
bwere always losing blood"",evergreen terrace,0
caviglia,the mars volta,0
morning at the hotel,zbigniew preisner,0
la la,the verve pipe,0
when the levee breaks,w.a.s.p.,0
abstracted,scar symmetry,0
man i used to be,k-os,0
these four walls,shawn colvin,0
bbaltechs lament"",the lord weird slough feg,0
could you be love,mariano yanani,0
bereit,panzer ag,0
whiskey on the fire,aaron watson,0
saturday,t.o.k.,0
1492,bscarlets remains"",0
bee sting stings,tullycraft,0
warhead ,u.k. subs,0
conquer me,delroy wilson,0
nordfjorloftet,yggdrasil,0
slaves & bulldozers,soundgarden,0
loverman,nick cave & the bad seeds,0
no angel ,milk inc.,0
wild card,tex williams,0
erased,annie lennox,0
bholdin on"",terry callier,0
all i want,captain hollywood project,0
bi dont know you people"",orbital,0
nature boy,quadro nuevo,0
song for a friend ,jason mraz,0
mostly tha voice ,gang starr,0
bakwetu,papa wemba,0
spiritual passion ,dexys midnight runners,0
blets lock the door ,jay & the americans,0
too much stuff,dave brockie experience,0
ba devils ransom ,bury your dead,0
byoure my girl ,rhinoceros,0
you devil you,themselves,0
breathe easy,williamson,0
all i can do,kane,0
bdont take your spirit away"",deitrick haddon,0
mailbox arson,alexisonfire,0
one person at a time,jonny lang,0
take my hand,ben harper and the blind boys of alabama,0
ninja mental,illya kuryaki and the valderramas,0
bun ptit brin de musette"",andr\xc3\xa9 verchuren,0
and i hear you call,amorphis,0
bmchatties waltz"",the waybacks,0
single ladies ,beyonc\xc3\xa9,0
tony yayo explosion,g unit feat. 50 cent,0
dendem\xc3\xa4nner braucht das land,dendemann,0
manuel santill\xc3\xa1n_ el le\xc3\xb3n ,los fabulosos cadillacs,0
aattelepa ite,jope ruonansuu,0
part 2 - winterlight,stephan micus,0
bad woman,richard hawley and death ramps_ arctic monkeys,0
amoria,hi-fi companions,0
bdont matter"",akon,0
laziest gal in town,marlene dietrich,0
bstuck in a moment you cant get out of"",mariano yanani,0
the true beast,all shall persih,0
in this legacy,monty are i,0
bad people,casiotone for the painfully alone,0
death of a nation,anti-flag,0
if i was your woman,alicia keys,0
witchcraft,beherit,0
jump in my bed,rooney,0
bgroovin"",jan wayne,0
clown,mariah carey,0
tic,helmet,0
world on wheels,dilated peoples,0
full house,alan silvestri,0
mahafinaritra,rajery,0
proibida pra mim ,zeca baleiro,0
chime,shapeshifters,0
we gotta talk,jennifer lopez,0
affliction,afi,0
blood children ,atreyu,0
the woman i need ,johnny horton,0
natural high ,ms. dynamite,0
passage to melilla,pyrolator,0
someday baby,otis spann,0
hole in my head,dixie chicks,0
still,jennifer lopez,0
bf\xc3\xbcr mich solls rote rosen regnen"",extrabreit,0
everyday i have the blues,blightnin hopkins"",0
machopolka,polkaholix,0
the lie,bad religion,0
the deceived,trivium,0
no good without you,the birds,0
i hate christmas,asleep at the wheel,0
rise & shine,the cardigans,0
you appearing,m83,0
party in the stomach ,jim breuer,0
end of the age,becoming the archetype,0
talk to me,storyville,0
time flies,jeckyll & hyde,0
take my breath away,jessica simpson,0
bdont sit under the apple tree"",barry manilow featuring the glenn miller orchestra with debra byrd,0
and still i wither,enslavement of beauty,0
bi wont spend another night alone"",the ataris,0
guardians of the forest,wolfchant,0
hell on high heels,m\xc3\xb6tley cr\xc3\xbce,0
dead wrong,cancer bats,0
my buddy,alvino rey and his orchestra,0
here i am king,primordial,0
nuoruusmuistoja,erkki junkkarinen,0
ahmea,flutlicht,0
after lovin you ,charlie peacock,0
beef,capone-n-noreaga,0
quasar,kitaro,0
rotten apples,the smashing pumpkins,0
muh- f***a,redman,0
regarde un peu la france,miossec,0
send me an angel,zeromancer,0
bullmoose ,bobby darin,0
long way 2 go ,cassie,0
i am here,f.i.r.,0
tomorrow,jay & the americans,0
un pensamiento,seguridad social,0
beugenes lament"",beastie boys,0
motownphilly,boyz ii men,0
pants_ meet shit,daughters,0
ability to create a war,a skylit drive,0
overdrive,foo fighters,0
brendezvous - ich ha dich seit langem nicht gesehen"",jawoll,0
the beautiful shepherdess of arcadia,the baltimore consort,0
zap zap,dynamite deluxe,0
desde el este,facto delafe y las flores azules,0
let me show you the way ,toni braxton,0
caution,maxi priest,0
bbeds too big without you"",inner circle,0
swing life away,rise against,0
lullaby for the dead in our life,lexie mountain boys,0
inhume,inhume,0
bgods will"",martina mcbride,0
excuse me,papa wemba,0
co-pilot ,letters to cleo,0
lindas africanas,africando,0
ghetto curse words ,5th ward boyz,0
two hearts one love,shania twain,0
bnow its my turn ,berlin,0
a fall song,cross country,0
tengo un novio t\xc3\xa1ntriko,las ketchup,0
alive,dala,0
vapour fragments,intex systems,0
ich bin jung und brauche das geld,eko fresh feat. g-style,0
free ,dark new day,0
naval war,bgina v. dorio"",0
make me believe,martina mcbride,0
what do i know,unkle bo,0
what is light? where is laughter? ,twin atlantic,0
ripped pants,spongebob squarepants,0
your prophetic throne of ivory,disembowelment,0
guys do it all the time,mindy mccready,0
we are one,kelly sweet,0
the spinward marches,the lord weird slough feg,0
yell out,pennywise,0
gotta tell somebody,don francisco,0
bgrandbags funeral"",happy mondays,0
chase,leona naess,0
yo yo get funky,fast eddie,0
from da back,dj godfather,0
mixture of noize ,aphasia,0
when heaven falls,swans of avon,0
woo hoo,kings of leon,0
bcant break a dead girls heart"",zombina & the skeletones,0
did you see jackie robinson hit that ball?,buddy johnson,0
mothers rastas,taya wooden,0
twilight,vangelis,0
hell on earth ,mobb deep,0
empty,information society,0
hungry people,otis taylor,0
krazy in luv,beyonc\xc3\xa9,0
reaching for the best,the exciters,0
whitfield,atomship,0
in the underworld,skyforger,0
these words,natasha bedingfield,0
get that girl ,mother superior,0
sympozium,dimmu borgir,0
dhol ton bina,malkit singh,0
bdont give up"",portable,0
ex nihilo,becoming the archetype,0
everytime it rains,peter gallagher,0
the burden ,dropkick murphys,0
from the pain,adam richman,0
bits all in how you look at it"",big jay oakerson,0
all night long,junior kimbrough,0
believe in me ,atb,0
dead hackers,marco beltrami,0
comfort zone,everyday sunday,0
better ways,tam tam go!,0
traveling fast,pat metheny,0
breaking down the walls of heartache,dexys midnight runners,0
voodoo punnany ,joe rogan,0
unsaveable ,faith hill,0
let men burn stars,m83,0
all in,joe mcbride,0
monopoly on sorrow,suicidal tendencies,0
twelve ounce ,home town hero,0
feel like blowing my horn,robert lockwood_ jr.,0
we who finish last,shai hulud,0
the first cut is the deepest,little angels,0
jones from indiana,daughters,0
simon,lifehouse,0
la pierrade,b\xc3\xa9nabar,0
bdont want to know ,bryan ferry,0
so long_ astoria,the ataris,0
the greeting song ,red hot chili peppers,0
give the people,epmd,0
come around ,sister hazel,0
the real trick,slackbaba,0
red umbrella ,faith hill,0
yesterday,brasilian tropical orchestra,0
katherine,steve riley & the mamou playboys,0
walpurgisnacht,k.i.z.,0
bgrits aint groceries"",rita chiarelli,0
climate control,uphill battle,0
love letter,gerald veasley,0
gotta pay ,wordsworth,0
meathead ,story of the year,0
they reminisce over you ,pete rock & c.l. smooth,0
19th nervous breakdown,jason & the scorchers,0
sexy ladies,justin timberlake,0
balon combo,mau mau,0
why you wanna get funky...,del the funky homosapien,0
bnothin on you [feat. bruno mars] ,b.o.b,0
two note swivel ,talking heads,0
you are,pearl jam,0
\xc3\x84i jo,\xc3\x84i-tiem,0
step up,bflamin groovies"",0
ouragan,oldelaf et monsieur d,0
come home with me,bcamron / juelz santana / jimmy jones"",0
bury your head ,saosin,0
pianolude,usher,0
the scarifice ceremony,max steiner,0
byoull never know"",mindy mccready,0
the race,bikini machine,0
sample processing failed ,aphasia,0
un cachito de ti,sergio dalma,0
blue skies,blue october,0
god you are my god,delirious,0
god unchanging,jaime jamgochian,0
catcher in the rye,bguns n roses"",0
tema de adrian,2 minutos,0
tengo un amor,toby love featuring rakim & ken-y,0
sunday,bebo norman,0
ailleurs,bfrance d amour"",0
epiphany,bad religion,0
my fofo  ,fat joe,0
looking back,john mayall & the bluesbreakers,0
when i was drinking,hem,0
rave on ,marshall crenshaw,0
la mona jacinta,mar\xc3\xada elena walsh,0
bdont let her pull you down"",new found glory,0
ten thousand angels,mindy mccready,0
bbaby_ im your man"",kevin max,0
class clown/good old days ,owsley,0
bgammer gertens needle"",deep blue something,0
leave my kitten alone,little willie john,0
strange way to save the world,4him,0
all about our love,sade,0
i know a place,joe bonamassa,0
the letter that johnny walker read,asleep at the wheel,0
a dustland fairytale,the killers,0
crayon sharpener,themselves,0
give u my heart,toni braxton featuring babyface,0
the wonderful world of the young,danny williams,0
the hanged man,moonspell,0
the forgotten lands,david arkenstone,0
one the road ,it dies today,0
harboring an apparition,mouth of the architect,0
shattered life,seventh day slumber,0
in your dreams,justo almario,0
night falls ,strata,0
violet heart box,willie isz,0
it hurts me too,jeremy spencer,0
bgabriels oboe ,carlos nu\xc3\xb1ez,0
diamonds from sierra leone,kanye west,0
hard hitters,dilated peoples featuring black thought,0
fortress,tim exile,0
the meantime,phantom planet,0
die meisten,samy deluxe,0
are you happy ,drop dead_ gorgeous,0
11th street,open hand,0
the climb/paranoia,the pharcyde,0
collide,howie day,0
need,tyrone wells,0
stop!,joe bonamassa,0
over the river,bitty mclean,0
amour noir n 7,mich\xc3\xa8le bernard,0
defend you ,silverstein,0
no hay manera,el gran combo de puerto rico,0
in my hood ,fabolous,0
bst patricks an dro"",carlos nu\xc3\xb1ez,0
god in my bed,bks choice"",0
holli holi nach kuriye,malkit singh,0
2 + 2 = 5,radiohead,0
my baby ,janet jackson featuring kanye west,0
the flight of the serpentarius,bruno sanfilippo,0
another lover,the last vegas,0
the last man on earth,schoolyard heroes,0
no such thing as control ,beneath the sky,0
midnight jump,sunnyland slim,0
for my people,epmd,0
que suene mi campana,sonora carruseles,0
marching,the zebras,0
byou dont belong"",bad religion,0
4 in the morning,gwen stefani,0
leaving the docks,zbigniew preisner,0
1001 robots,marco beltrami,0
bjust dont give a fuck"",eminem,0
rumour ,bel canto,0
coral fang ,the distillers,0
see what tomorrow brings,arc angels,0
laakista humppa,elakelaiset,0
the second one,remy shand,0
take it for granted,atomic rooster,0
nothing ,unloco,0
fucked,less than jake,0
zephyrus,bloc party,0
let me be the one,hank locklin,0
me duele,joe lopez,0
nothing to hold me,jesus jones,0
coma,aesop rock,0
tercer mundo,fito paez,0
keep hope alive,the crystal method,0
la medalla,los chunguitos,0
theme from come september" ,bobby darin,0
bim glad"",jennifer lopez,0
one love,david rose & his orchestra,0
bma vie nest pas la tienne ,najoua belyzel,0
famous one,seventh day slumber,0
best in la,marc shaiman,0
la bruja chafa,bobby pulido,0
the benevolent path,vulture industries,0
voyage to eternal life,astarte,0
again ,janet jackson,0
tango,charly garcia,0
lovely day,lit,0
explode,the cardigans,0
when it stings,pictures of then,0
hindsight,call to preserve,0
com una flama,ai ai ai,0
end of the beginning,30 seconds to mars,0
black connect 3,camp lo,0
blifes blood"",eighteen visions,0
blookin for my baby"",little milton,0
the harbour,dario marianelli,0
blidole des femmes"",pierre perret,0
la rosa,bobby pulido,0
kicking and screaming,funeral for a friend,0
emerald,bedrock,0
karma,alicia keys,0
mohair locker room pin-up boys,adam ant,0
enslaved by propaganda,total fucking destruction,0
firestarter,the prodigy,0
testify,phil collins,0
r\xc3\xbclpsen sie eine hauptstadt,tresenlesen,0
open arms,gary go,0
stampede,he is legend,0
all hands on deck part 2: open water [album version],funeral for a friend,0
the magic violin,hot club of cowtown,0
the darkness ,zombie girl,0
lullaby [with ladysmith black mambazo] ,josh groban,0
walk on the wild side,jesse malin,0
parallel universe ,red hot chili peppers,0
the court,zbigniew preisner,0
speechless,mish mash,0
listen,ffh,0
merry-go-round,helen hobson,0
6th chakra: keynote a - chakra suite ,steven halpern,0
hydraulic pimp,non stop djs,0
blifes railway to heaven"",patsy cline & willie nelson,0
hello space boy,behemoth,0
i wish i was a punk rocker ,sandi thom,0
come on back home,cece winans,0
talk of the town,firehouse,0
denk,samy deluxe,0
attic room,casiotone for the painfully alone,0
sometimes,les rythmes digitales feat. nik kershaw,0
a movie of a placid lake on a moonless night in september,will ackerman,0
molten,digital mystikz,0
zeno beach,radio birdman,0
the road goes on forever,the highwaymen,0
medicine,bobaflex,0
telegrama,zeca baleiro,0
sachmagehtsnoch,dendemann,0
love me,jars of clay,0
diamond eyes ,deftones,0
the witching hour,john mayall,0
put down your weapons,yami bolo,0
blamour existe encore"",lara fabian,0
leather prowler,liars,0
war,trick trick / obie trice,0
all creatures of our god and king,patty griffin,0
make a move on me,joey negro,0
chiove,rita chiarelli,0
all for the sake of the song,roger creager,0
believe in what i say,cookies,0
mykel and carli,weezer,0
when rules change,life in your way,0
talking to trees,bthe cats miaow"",0
morning bird,sade,0
bdont be afraid ,sharon burch,0
final straw ,r.e.m.,0
bliv du till gran ,groupa,0
byouve got a friend"",kathy troccoli,0
if today was your last day ,nickelback,0
damn those eyes,kane,0
oops!...i did it again,britney spears,0
red ,motograter,0
crushing belial,shadows fall,0
god of love ,bad brains,0
better days,colin james,0
laser show ,fountains of wayne,0
nude with boots,melvins,0
here the sun never shines,the funeral pyre,0
ett norrskensd\xc3\xa5d,finntroll,0
cunoasterea tacuta,negura bunget,0
dinosaur bones,showbread,0
cintura fina,alceu valen\xc3\xa7a,0
new meaning,mudhoney,0
misty bog,winifred phillips,0
ciudad desierta,alex ubago,0
hold up my heart,brooke white,0
a sailboat in the moonlight,arthur tracy,0
directions to my special place,themselves,0
i do ,tina ann,0
between you and me,joy enriquez,0
angel,julio iglesias jr,0
ongoing plague,malefaction,0
la chola caderona,sonora carruseles,0
peace dance,terry riley,0
flute,les ogres de barback,0
big girl blues,danny barnes,0
baint gone n give up on love"",stevie ray vaughan and double trouble,0
tracy,goldfish,0
bsavin me"",nickelback,0
bim a chicken head ,bcamron"",0
bhow y all doin"",kyle eastwood,0
rules of attraction ,tina ann,0
crackbabies,urge overkill,0
fear of girls ,u.k. subs,0
roll old jeremiah,the black crowes,0
secret lovers ,balexander oneal"",0
suti-suti,m.a. numminen,0
bring it on,goose,0
shirley,blil band o gold"",0
little bird,annie lennox,0
karola,remmy ongala,0
sense,beherit,0
harmony of the forest,kitaro,0
ask the angels,the distillers,0
all time low ,grey area,0
vacation rain ,sister hazel,0
byal ravnec,lot lorien,0
2 late 4 goodbyes,jeff scott soto,0
guantanamera,wyclef jean,0
bpollys dress"",hem,0
objection ,shakira,0
doomed to walk the earth,swallow the sun,0
polyester,maximilian hecker,0
the dark road,white willow,0
breaking in,alexandre desplat,0
bnothings the same ,gary moore,0
bside steppin"",paul brown,0
facedown,matt redman,0
bi dont like it like this"",the radio department,0
she will be loved,maroon 5,0
bim a tomorrow"",ec8or,0
where you belong,the summer obsession,0
fair enough ,beth nielsen chapman,0
imaginary love,mae west,0
american lovebite,dons,0
les deux guitares,jean ferret,0
down ,stone temple pilots,0
back then,bodeans,0
call me,mint condition,0
scrap,tin hat trio,0
zearocks ,leaders of the new school,0
the four big ones ,black debbath,0
quiero ser tu sue\xc3\xb1o,andy & lucas,0
becoming ,lennie tristano,0
my herione ,silverstein,0
so,nightfall,0
marbles,spunk,0
cielito lindo,mariachi silvestre vargas,0
for all we know,ann hampton callaway,0
bknowing youll be there"",gaither vocal band,0
boda de oro,orquesta america,0
darling_ i want to destroy you,afi,0
de rien,les ogres de barback,0
on probation,youves,0
barmageddons raid"",belphegor,0
let it be me,dionne warwick,0
as nice as i can be,eagles of death metal,0
the people you care for,john ottman,0
superman,donna fargo,0
the end is near ,leaders of the new school,0
from now until then,marshall crenshaw,0
love in time,esperanza spalding / leo genovese,0
oversleeping,themselves,0
murphy lee,murphy lee / zee,0
blets wrap up"",roy roberts,0
pass me not ,fernando ortega,0
we three kings,the roches,0
the end. [live in mexico],my chemical romance,0
main street eyes,iggy pop,0
bcant make you love me"",britney spears,0
night terrors ,static-x,0
guns and the young,mighty mighty bosstones,0
the carrying arms,the antlers,0
we blame love,heaven 17,0
on the wing,owl city,0
automatic,less than jake,0
byoure my first lady"",t.g. sheppard,0
bi dont wanna be a war hero"",anti-flag,0
we got what you want,busta rhymes,0
ma pr\xc3\xa9f\xc3\xa9rence ,julien clerc,0
90er,headliners,0
