Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Target
death from above 1979,romantic rights,2004,09,0.55,0.573,7.0,-9.994,1.0,0.0432,0.391,0.00399,0.0891,0.126,79.985,7181483,0
the antlers,stairs to the attic,2007,11,0.424,0.222,9.0,-7.692,1.0,0.0369,0.0195,0.0761,0.0457,0.102,149.101,2276,0
foo fighters,if ever,2019,09,0.447,0.395,0.0,-10.671,0.0,0.0359,0.0343,0.546,0.12,0.316,111.014,56959,0
abraham laboriel,guidum,1995,01,0.42,0.856,9.0,-7.882,1.0,0.0452,0.000456,0.00183,0.26,0.649,78.467,78172,0
mudhoney,between me & you kid ,1993,10,0.535,0.713,0.0,-8.776,1.0,0.141,0.0224,0.0,0.0659,0.651,172.12,240738,0
sunscreem,secrets,2009,09,0.728,0.458,4.0,-13.35,0.0,0.0336,0.793,0.373,0.127,0.391,126.165,9865,0
jeremy spencer,maria de santiago,2006,04,0.742,0.291,7.0,-17.43,1.0,0.0432,0.737,0.0304,0.263,0.37,129.605,373562,0
paula santoro,the girl from ipanema ,2019,08,0.647,0.876,2.0,-7.483,1.0,0.389,0.002,0.545,0.0746,0.386,125.003,1683,0
hatiras & slarta john,spaced invader ,2019,07,0.412,0.903,7.0,-8.651,1.0,0.0471,0.0817,0.86,0.325,0.893,176.965,63528,0
firehose,tien an man dream again,1991,04,0.667,0.372,10.0,-11.948,1.0,0.025,0.255,6.89e-05,0.109,0.317,104.798,0,0
randy travis,down at the old corral ,1993,08,0.32,0.764,2.0,-10.895,1.0,0.0817,0.0852,0.903,0.0893,0.689,140.183,244557,0
arturo sandoval,luna de miel en guama,1981,03,0.526,0.922,8.0,-4.127,1.0,0.0485,0.000145,0.000288,0.0719,0.177,120.647,12194,0
future leaders of the world,spotlight,2004,10,0.64,0.963,11.0,-6.084,0.0,0.116,0.000107,0.0792,0.0633,0.487,98.664,12574,0
lifer,breathless,2001,01,0.736,0.344,5.0,-14.241,1.0,0.03,0.75,0.0642,0.117,0.439,120.009,1917,0
darden smith,mill creek,2004,05,0.196,0.886,9.0,-3.85,0.0,0.0593,2.75e-05,0.866,0.891,0.52,69.82,5737,0
mudhoney,the money will roll right in,2009,10,0.432,0.56,10.0,-10.353,1.0,0.0897,0.816,0.0,0.0805,0.856,172.115,8190,0
big maybelle,tell me who,1958,06,0.585,0.203,7.0,-17.078,1.0,0.333,0.984,0.136,0.333,0.806,80.184,6574,0
noah lewis,devil in the wood pile,2002,08,0.711,0.6,1.0,-10.627,1.0,0.923,0.818,0.0,0.92,0.434,121.578,36828,0
patton oswalt,you are allowed 20 birthday parties ,2007,07,0.696,0.179,0.0,-20.231,1.0,0.947,0.991,2.07e-05,0.594,0.705,105.241,21222,0
tech n9ne,elbow macaroni ,2008,07,0.49,0.983,7.0,-5.286,1.0,0.14,2.18e-05,0.907,0.295,0.307,114.012,24,0
soilwork,as the sleeper awakes,2007,10,0.249,0.755,8.0,-9.505,0.0,0.0381,1.5e-06,0.939,0.0544,0.244,129.394,0,0
amorphis,into hiding,1994,09,0.257,0.293,9.0,-13.539,1.0,0.0391,0.957,0.0249,0.371,0.0818,87.645,2304,0
cliff edwards/disney studio chorus,when you wish upon a star,1992,01,0.531,0.682,11.0,-5.815,0.0,0.0291,0.000336,0.0,0.0794,0.41,119.271,36704,0
broadcast,where youth and laughter go,2006,08,0.453,0.92,4.0,-5.256,1.0,0.0749,0.00129,0.0138,0.164,0.459,146.502,696,0
bon jovi,the radio saved my life tonight,2004,11,0.382,0.985,1.0,-4.002,1.0,0.206,8.49e-06,0.0061,0.362,0.206,103.119,65355,0
deftones,lotion ,1997,10,0.544,0.877,5.0,-6.556,1.0,0.0362,0.0212,0.000418,0.213,0.416,128.039,509,0
zeromancer,the death of romance,2010,02,0.685,0.819,1.0,-8.686,0.0,0.0405,0.206,2.23e-06,0.0251,0.937,109.855,297,0
mariah carey,someday,1990,06,0.461,0.0894,7.0,-18.445,1.0,0.041,0.932,0.0,0.0876,0.547,79.939,75451,0
walter trout,earrings on the table,2006,05,0.811,0.285,1.0,-19.209,0.0,0.505,0.125,0.00488,0.383,0.794,87.993,194591,0
arrested development,raining revolution ,1992,03,0.151,0.836,7.0,-3.577,1.0,0.0906,0.0142,0.000555,0.367,0.194,161.009,852,0
the distillers,the blackest years ,2000,04,0.523,0.897,4.0,-3.487,1.0,0.0423,0.291,0.0,0.288,0.634,154.263,6142,0
ashton shepherd,sounds so good,2008,01,0.245,0.0433,2.0,-25.102,1.0,0.0336,0.787,0.918,0.105,0.0379,85.967,506662,0
charlie haden,american dreams,2002,01,0.219,0.0365,9.0,-25.514,0.0,0.0385,0.96,0.186,0.0886,0.0492,113.068,123532,0
rachel portman,the letters,2008,01,0.73,0.52,0.0,-9.246,1.0,0.031,0.122,0.0141,0.111,0.451,100.014,60591,0
novika,common tear,2006,01,0.797,0.59,8.0,-8.38,0.0,0.344,0.043,0.0,0.0956,0.555,93.912,66235,0
camp lo,sparkle,1997,01,0.172,0.0423,2.0,-21.69,1.0,0.0452,0.783,0.875,0.0994,0.0731,97.56,78878,0
bt,korean waterhole,2005,08,0.574,0.799,0.0,-5.734,1.0,0.0426,0.0129,2.63e-05,0.0741,0.463,199.804,78878,0
ll cool j,headsprung,2004,08,0.703,0.768,1.0,-6.26,1.0,0.29,0.147,0.0,0.281,0.102,95.114,1277105,0
lupe fiasco feat. gemstones and graham burris,dumb it down ,2007,01,0.656,0.883,2.0,-6.074,1.0,0.0411,0.00761,0.0,0.911,0.69,123.356,113291,0
creedence clearwater revisited,proud mary,1998,01,0.827,0.452,0.0,-10.699,1.0,0.031,0.667,0.000109,0.107,0.677,106.516,5725,0
leslie mendelson,turn it over ,2009,06,0.846,0.752,2.0,-5.05,1.0,0.033,0.593,3.38e-06,0.0925,0.96,129.97,583282,0
kekele,affaire mokuwa,1998,01,0.324,0.965,7.0,-4.28,1.0,0.112,0.000271,0.0235,0.27,0.334,165.096,7165751,0
elvenking,a fiery stride ,2004,04,0.814,0.133,11.0,-13.742,1.0,0.0473,0.982,0.0,0.103,0.851,113.85,19795,0
memphis minnie,nothing in rambling,2018,03,0.42,0.126,11.0,-12.026,1.0,0.0355,0.878,0.0,0.118,0.233,110.951,1555,0
karen peck and new river,my god will always be enough,2007,01,0.308,0.752,1.0,-9.874,1.0,0.0522,0.000913,0.0376,0.43,0.202,128.169,117599,0
butthole surfers,tongue,1993,01,0.591,0.739,9.0,-5.658,0.0,0.283,0.0634,1.47e-06,0.0479,0.694,85.214,4546811,0
stephen marley,mind control,2007,03,0.2,0.39,11.0,-17.799,1.0,0.0374,0.203,0.923,0.0891,0.158,72.607,196766,0
michael gettel,river run,1992,01,0.931,0.409,3.0,-8.059,0.0,0.159,0.585,1.11e-06,0.0946,0.715,95.02,14584,0
a tribe called quest,like it like that,1998,09,0.658,0.597,7.0,-10.064,1.0,0.0367,8.55e-05,0.552,0.124,0.403,131.833,2044,0
vhs or beta,new day rising,2004,01,0.413,0.989,1.0,-7.49,1.0,0.897,0.854,0.00662,0.982,0.0347,114.342,53352,0
george lopez,vibrators,2009,12,0.741,0.955,4.0,-5.051,0.0,0.0436,0.277,0.0,0.268,0.755,112.002,133,0
gertrudis,quitxalla,2004,10,0.299,0.836,7.0,-8.374,1.0,0.0618,3.92e-05,0.0476,0.0844,0.548,140.904,32379,0
helmet,give it,1992,01,0.475,0.608,9.0,-7.941,0.0,0.388,0.26,0.0,0.0378,0.587,184.183,6,0
fabolous,change you or change me ,2003,02,0.453,0.0315,8.0,-23.898,1.0,0.0524,0.867,0.0966,0.108,0.0998,63.575,83,0
rickie lee jones,second time around,1991,01,0.466,0.763,2.0,-7.393,0.0,0.0325,4.08e-06,0.753,0.539,0.722,120.61,1195490,0
the who,sodding about,1967,12,0.538,0.801,9.0,-9.429,1.0,0.0319,0.0505,0.0,0.0926,0.692,145.953,484327,0
the all american rejects,the future has arrived,2007,03,0.462,0.0934,7.0,-19.058,1.0,0.0304,0.864,0.148,0.111,0.361,86.182,6491,0
jim reeves,may the good lord bless and keep you,2014,10,0.342,0.967,9.0,-5.218,1.0,0.0564,0.000234,0.0,0.27,0.442,108.706,23998,0
agnostic front,standing on my own,2001,10,0.175,0.788,4.0,-5.558,1.0,0.0479,2.53e-05,0.0391,0.151,0.302,129.762,12843,0
novembre,reason,2006,04,0.518,0.702,9.0,-6.481,1.0,0.0662,0.539,0.163,0.0881,0.522,81.144,2310560,0
tinariwen,assouf,2007,01,0.623,0.567,5.0,-6.317,1.0,0.0266,0.0786,0.00427,0.109,0.514,95.943,371586,0
bebo norman,britney,2008,01,0.295,0.15,1.0,-10.243,0.0,0.0325,0.794,0.208,0.103,0.131,137.393,3266,0
radiohead,you ,2001,03,0.673,0.991,1.0,-5.273,0.0,0.119,0.000288,0.13,0.373,0.34,130.013,52812,0
hatiras,lost in space,2006,05,0.549,0.399,1.0,-7.708,1.0,0.029,0.869,1.15e-06,0.127,0.191,100.899,29288,0
terry dexter,beautiful one,2008,09,0.36,0.981,6.0,-3.717,1.0,0.0647,1.5e-05,0.000104,0.125,0.579,94.703,2195,0
funeral for a friend,all the rage ,2018,04,0.852,0.718,11.0,-3.676,0.0,0.307,0.0582,0.0,0.167,0.207,92.036,23485,0
naughty by nature,family tree,2002,03,0.641,0.786,6.0,-6.965,1.0,0.32,0.00661,0.0,0.0917,0.282,90.395,91897,0
epmd / nocturnal,dungeon master,1997,09,0.453,0.61,9.0,-4.935,1.0,0.0254,5.35e-05,0.545,0.101,0.525,104.188,31920,0
the strokes,between love & hate,2003,10,0.361,0.626,5.0,-9.377,0.0,0.062,0.279,2.91e-06,0.093,0.61,175.287,191967,0
the sonics,near my soul,2008,12,0.343,0.94,7.0,-3.596,1.0,0.141,0.00281,0.0,0.314,0.623,118.769,34127,0
2 minutos,cancion de amor,2007,12,0.611,0.0129,7.0,-26.487,1.0,0.0336,0.914,0.0,0.0991,0.239,83.187,15673,0
geoff muldaur,tennessee blues ,2017,09,0.743,0.78,7.0,-9.212,1.0,0.0722,0.0635,0.0,0.126,0.597,109.044,2,0
shakira,donde estas corazon,1995,10,0.567,0.475,2.0,-10.095,0.0,0.067,0.2,0.0,0.378,0.145,136.075,2197860,0
bassturk,unutmam,2007,12,0.473,0.66,1.0,-11.243,0.0,0.0536,0.00217,0.847,0.287,0.195,123.859,190,0
photek,124,1997,01,0.689,0.579,9.0,-7.294,1.0,0.0315,0.00573,0.0276,0.089,0.671,117.641,1479,0
blink-182,all of this,2003,11,0.597,0.848,9.0,-4.835,1.0,0.355,0.0158,0.0,0.374,0.545,106.302,512248,0
kanye west / lupe fiasco,touch the sky,2005,09,0.227,0.969,2.0,-4.115,1.0,0.111,0.0652,0.0,0.664,0.354,185.747,2195,0
cockney rejects,oi! oi! oi!,1980,08,0.274,0.723,2.0,-8.826,0.0,0.0353,0.000873,0.0146,0.363,0.373,160.912,373248,0
skyclad,the one piece puzzle,2017,10,0.453,0.616,6.0,-6.308,1.0,0.0369,0.000415,0.305,0.212,0.207,112.507,1387,0
loudermilk,mai,2002,10,0.297,0.97,5.0,-4.971,0.0,0.188,6.01e-06,0.361,0.0655,0.486,141.988,179257,0
halfway to gone,black night,2004,04,0.343,0.88,2.0,-5.232,1.0,0.096,3.75e-05,0.128,0.24,0.369,96.191,3029,0
call to preserve,now and forever,2006,08,0.261,0.707,1.0,-9.291,1.0,0.0332,0.00293,1.13e-05,0.189,0.574,156.892,21440,0
belle and sebastian,i could be dreaming,1996,01,0.491,0.62,5.0,-11.611,0.0,0.0503,0.272,0.0,0.216,0.721,108.655,331096,0
poncho sanchez / dianne reeves,morning,1998,01,0.64,0.594,5.0,-9.677,1.0,0.064,0.675,3.36e-06,0.347,0.94,139.917,35312,0
don & juan,are you putting me on the shelf,2009,05,0.612,0.921,0.0,-2.633,1.0,0.0594,0.00345,0.0,0.181,0.644,144.029,127097,0
noemi,per colpa tua,2009,10,0.549,0.611,7.0,-11.76,0.0,0.0367,0.0933,3.6e-05,0.115,0.4,113.105,7293,0
jellyfish,the ghost at #1,1993,01,0.462,0.905,1.0,-7.108,0.0,0.19,0.0569,0.867,0.122,0.403,103.465,1213714,0
radiohead,fast-track,2001,05,0.18,0.954,7.0,-3.263,0.0,0.107,6.54e-06,0.04,0.212,0.121,149.095,179257,0
dimmu borgir,the chosen legacy,2007,04,0.13,0.277,2.0,-23.212,0.0,0.108,0.869,0.669,0.38,0.12,74.032,172868,0
david arkenstone,drifting,2019,04,0.696,0.613,2.0,-10.284,0.0,0.067,0.788,0.000336,0.112,0.696,101.833,989,0
tito rodriguez,mango del monte,1962,01,0.349,0.111,11.0,-18.005,0.0,0.0355,0.916,4.51e-05,0.277,0.135,120.358,1937,0
flora purim,tomara ,1977,01,0.757,0.403,11.0,-13.393,0.0,0.11,0.00333,0.355,0.186,0.762,123.016,2388,0
ashtrax,future traffic song,2007,11,0.551,0.244,4.0,-8.485,1.0,0.0268,0.963,0.0,0.371,0.434,107.394,17420,0
slim whitman,china doll,2010,01,0.669,0.821,5.0,-9.595,1.0,0.0584,0.0385,0.808,0.347,0.618,144.078,15398,0
badmarsh & shri,dancing drums,2005,01,0.283,0.18,11.0,-15.715,1.0,0.0536,0.683,0.689,0.104,0.0381,136.668,779,0
john ottman,entanglement,2005,01,0.665,0.324,7.0,-16.743,1.0,0.0299,0.306,3.34e-06,0.305,0.712,150.669,2819,0
skeeter davis,santa claus is coming to town,2004,08,0.322,0.937,8.0,-4.169,0.0,0.107,0.000118,0.000226,0.392,0.147,103.175,2029,0
funeral for a friend,juneau [live],2015,06,0.537,0.315,5.0,-13.79,1.0,0.0271,0.588,2.29e-05,0.206,0.575,86.813,1670,0
tom petty,wildflowers ,1994,10,0.701,0.469,3.0,-9.63,1.0,0.0305,0.534,0.00105,0.121,0.384,94.699,204181,0
phil collins,everyday,1993,10,0.806,0.7,0.0,-5.269,0.0,0.0752,0.00196,0.891,0.267,0.892,111.215,117796,0
daft punk,da funk,1997,01,0.454,0.708,3.0,-5.601,1.0,0.0276,0.00527,0.705,0.112,0.126,93.961,230235,0
neviss,spain,2003,09,0.378,0.65,0.0,-5.291,1.0,0.0333,0.00295,0.908,0.512,0.486,134.985,514877,0
old soul,silent night,2008,11,0.628,0.882,7.0,-3.633,1.0,0.0546,0.00505,5.19e-06,0.111,0.696,129.967,45077,0
sneaky sound system,lost in the future,2008,01,0.411,0.89,3.0,-2.898,0.0,0.357,0.0715,0.0,0.479,0.57,176.159,5,0
snowgoons,starlight,2015,08,0.811,0.442,8.0,-11.234,0.0,0.409,0.0666,1.65e-05,0.144,0.716,95.907,383756,0
rishi rich,jaan - interlude,2006,07,0.483,0.888,9.0,-4.925,1.0,0.124,0.000451,0.151,0.193,0.272,77.8,7064897,0
rise against,1000 good intentions,2005,08,0.372,0.0787,5.0,-26.804,0.0,0.0455,0.995,0.928,0.121,0.148,139.764,131130,0
eliane elias,all the things you are,1995,01,0.595,0.831,11.0,-7.846,0.0,0.265,0.00135,0.822,0.34,0.407,154.845,5614658,0
gorillaz,white light,2005,05,0.242,0.765,4.0,-4.555,0.0,0.052,0.00415,0.000485,0.295,0.258,167.111,38847,0
kapelle herrenweide,nie mehr heim,2014,05,0.756,0.744,1.0,-6.835,0.0,0.186,0.011,8.52e-06,0.0497,0.692,168.167,290828,0
steel pulse,house of love,1997,08,0.667,0.542,6.0,-11.606,0.0,0.162,0.797,0.0178,0.87,0.544,135.886,97,0
daniel johnston,come to me tonight,1992,01,0.371,0.99,3.0,-6.862,1.0,0.0995,7.52e-05,0.344,0.698,0.0487,179.932,43349,0
behemoth,chant for eschaton 2000,2007,07,0.58,0.582,4.0,-6.333,0.0,0.0475,0.63,0.188,0.0887,0.447,124.907,252208,0
auf der maur,taste you,2004,01,0.154,0.954,10.0,-4.501,0.0,0.106,1.16e-05,0.0,0.292,0.299,181.221,1631159,0
sick puppies,deliverance,2007,01,0.728,0.551,0.0,-10.499,1.0,0.0299,0.771,0.00504,0.354,0.916,131.887,710974,0
hot club of cowtown,cabiria,2009,05,0.56,0.575,2.0,-7.26,1.0,0.285,0.00211,0.0475,0.0626,0.771,174.172,423895,0
az,aziatic ,2002,01,0.758,0.777,0.0,-9.607,1.0,0.0421,0.0292,0.00361,0.0376,0.965,109.046,134333,0
wendy moten,make this love last,1992,01,0.488,0.664,7.0,-6.423,1.0,0.0428,0.444,0.0,0.0911,0.553,202.902,159125,0
enrique iglesias,dicen por ahi,1998,09,0.518,0.452,11.0,-11.926,1.0,0.0349,0.0892,0.0,0.252,0.273,127.685,9396,0
russ taff,we will stand,1983,08,0.479,0.976,2.0,-2.13,1.0,0.0553,0.000851,0.0,0.226,0.725,149.615,387,0
to my surprise,easy or not ,2003,10,0.568,0.497,9.0,-14.49,1.0,0.0404,0.605,0.0,0.126,0.891,96.811,11020,0
loudon wainwright iii,how old are you,1985,01,0.729,0.876,6.0,-3.818,0.0,0.0679,0.11,0.000715,0.301,0.674,92.993,135795,0
daddy yankee,descontrol,2010,04,0.772,0.765,4.0,-9.58,1.0,0.32,0.132,2.1e-06,0.373,0.726,94.293,11723983,0
busta rhymes,genesis,2001,11,0.715,0.18,2.0,-15.491,0.0,0.466,0.986,0.00327,0.364,0.719,113.196,1236,0
mae west,put it off until tomorrow,2016,07,0.374,0.0404,4.0,-27.677,1.0,0.0591,0.995,0.911,0.108,0.157,117.393,143,0
dave eggar,dream of ice,1998,10,0.481,0.708,6.0,-5.832,1.0,0.0366,6.85e-05,0.295,0.158,0.0568,124.949,185948,0
this is hell,realization: remorse,2008,02,0.862,0.652,5.0,-12.927,0.0,0.0395,0.0679,0.012,0.0801,0.959,120.899,14584,0
snap!,mary had a little boy ,2009,11,0.714,0.458,10.0,-11.975,0.0,0.178,0.138,0.0687,0.16,0.716,170.033,258,0
shriekback,the strongest wind that blows,2007,11,0.349,0.403,0.0,-9.072,1.0,0.0278,0.557,1.01e-06,0.141,0.372,101.83,36704,0
the tokens,ill always love you,2008,01,0.49,0.845,9.0,-8.746,0.0,0.0344,0.00714,1.03e-05,0.0937,0.655,121.575,751,0
bad religion,infected,1994,08,0.5,0.886,10.0,-5.706,0.0,0.14,0.0807,0.0163,0.325,0.466,99.429,3507775,0
babylon disco,funk you,2005,02,0.366,0.467,10.0,-7.853,1.0,0.0355,0.78,1.61e-05,0.106,0.0763,129.914,2255,0
kelly sweet,ready for love,2007,03,0.646,0.887,7.0,-7.071,1.0,0.0424,0.1,0.0895,0.129,0.831,140.16,200,0
pepe kalle,roger milla,1992,02,0.221,0.105,10.0,-20.74,1.0,0.0332,0.962,0.000785,0.152,0.0675,100.652,1256564,0
carpenters,an old fashioned christmas,1978,10,0.492,0.427,7.0,-10.95,1.0,0.0398,0.278,0.0,0.169,0.494,153.965,2814,0
tam tam go!,belleza pasajera,2019,09,0.723,0.668,9.0,-5.632,0.0,0.032,0.173,0.000851,0.132,0.664,97.361,18641,0
eric burdon,feeling blue,2006,01,0.744,0.642,2.0,-6.148,1.0,0.344,0.199,0.000118,0.301,0.599,178.836,275771,0
ini kamoze,gangsta roll,2009,11,0.724,0.256,1.0,-15.776,1.0,0.0622,0.33,0.00181,0.0787,0.442,123.252,57785,0
little milton,walking the back streets and crying,1981,01,0.563,0.436,8.0,-9.327,0.0,0.0297,0.775,0.000218,0.702,0.361,142.948,2540,0
josh groban,mi morena ,2004,12,0.913,0.387,11.0,-18.986,0.0,0.117,0.0148,0.012,0.312,0.914,116.001,12189391,0
arrested development,natural ,1992,03,0.595,0.759,5.0,-6.925,1.0,0.166,0.199,6.75e-06,0.295,0.725,89.574,23019,0
dave hollister,i know i can,2008,08,0.816,0.591,6.0,-13.289,1.0,0.127,0.00397,0.00193,0.0861,0.843,165.766,121460,0
99 posse,salario garantito ,2007,06,0.862,0.86,11.0,-5.416,0.0,0.238,0.0357,0.00089,0.748,0.785,104.209,242377,0
galactic,think back,2007,08,0.577,0.752,0.0,-8.664,1.0,0.0392,0.00548,0.0563,0.422,0.823,158.966,4588803,0
captain hollywood project,find another way,1995,03,0.356,0.646,8.0,-11.852,1.0,0.0454,0.022,0.76,0.108,0.147,169.956,20577,0
slackbaba,and the beat goes om,2007,04,0.51,0.924,4.0,-6.381,1.0,0.0446,0.0142,0.709,0.141,0.519,111.962,1885,0
steve vai,fever dream,1999,08,0.188,0.0419,4.0,-30.402,1.0,0.0462,0.918,0.904,0.0863,0.0408,185.352,14205,0
will ackerman,a movie of a placid lake on a moonless night in september - reprise,1992,05,0.805,0.407,9.0,-16.025,1.0,0.323,0.0963,0.0,0.0728,0.804,167.688,0,0
mungo jerry,pushbike song,2011,05,0.887,0.151,7.0,-16.083,0.0,0.111,0.406,0.00118,0.0764,0.918,139.097,39735,0
gregory isaacs,out deh,1983,01,0.199,0.979,6.0,-4.934,0.0,0.0759,1.53e-06,0.955,0.219,0.0336,110.946,26342,0
inhume,process to decelerate,2008,12,0.454,0.229,2.0,-12.592,1.0,0.0297,0.167,0.102,0.202,0.134,73.552,36480,0
radiohead,fake plastic trees ,1995,03,0.202,0.0148,7.0,-30.679,0.0,0.0519,0.964,0.952,0.0842,0.0386,109.499,12843,0
marco beltrami,not a kid anymore,2009,01,0.184,0.0192,5.0,-25.251,1.0,0.0422,0.949,0.705,0.0811,0.0375,74.252,54173,0
christophe beck,why jack called,2006,01,0.474,0.38,4.0,-8.313,0.0,0.0329,0.645,0.0,0.0856,0.468,98.145,7523,0
nicho hinojosa,tus viejas cartas,2001,07,0.683,0.538,7.0,-6.956,1.0,0.0297,0.104,0.0019,0.0595,0.825,167.917,136195,0
martina mcbride,thanks a lot,2005,10,0.804,0.789,4.0,-7.771,0.0,0.0327,0.0949,0.815,0.114,0.68,126.011,1809577,0
pacha massive,drive,2007,02,0.614,0.992,0.0,-7.997,1.0,0.0431,0.0213,0.00115,0.264,0.704,140.998,1678,0
keira green,my heart goes up,2019,10,0.539,0.601,2.0,-8.891,1.0,0.0506,2.18e-05,0.0927,0.115,0.733,99.87,34234,0
sick of it all,consume ,1994,09,0.554,0.108,2.0,-24.099,1.0,0.0708,0.965,0.903,0.112,0.135,62.845,5851,0
zbigniew preisner,colin tries standing,1993,01,0.456,0.369,2.0,-13.325,1.0,0.0311,0.257,0.0206,0.106,0.26,138.273,28830,0
michael gettel,memory in the snow,1992,01,0.17,0.128,8.0,-25.125,1.0,0.0372,0.0213,0.653,0.106,0.0342,91.862,1348932,0
marco beltrami,nomads alive,2004,01,0.359,0.903,2.0,-3.413,1.0,0.148,0.00338,0.0,0.637,0.468,169.842,111,0
monty are i,o brother,2006,01,0.217,0.362,7.0,-19.148,1.0,0.0521,0.161,0.85,0.087,0.0342,67.184,59844,0
caspian,the dropsonde,2011,11,0.707,0.847,7.0,-2.919,1.0,0.0349,0.787,0.0,0.126,0.967,127.903,8556,0
line renaud,cent mille guitares,2018,12,0.675,0.951,2.0,-2.559,0.0,0.0664,0.0465,7.54e-06,0.625,0.718,136.042,41669,0
gwen stefani,what you waiting for?,2004,01,0.657,0.804,2.0,-5.658,1.0,0.0309,0.0536,9.66e-06,0.105,0.869,114.015,473110,0
tom cochrane,paper tigers ,1995,01,0.648,0.883,0.0,-4.668,1.0,0.0425,0.0389,0.0,0.0923,0.811,125.505,1172,0
owsley,the homecoming song ,1999,03,0.342,0.874,4.0,-6.897,0.0,0.167,0.198,0.0015,0.318,0.823,147.432,35097,0
mayday,dave d. blues ,2005,06,0.353,0.813,10.0,-4.065,1.0,0.045,0.000802,1.73e-06,0.164,0.376,115.017,35621,0
lizzy borden,the darker side,2008,07,0.387,0.913,8.0,-3.761,1.0,0.0814,0.00366,0.0,0.136,0.674,185.957,80884,0
my chemical romance,you know what they do to guys like us in prison ,2004,06,0.64,0.713,5.0,-9.89,0.0,0.0415,0.0225,0.00315,0.098,0.737,115.604,940,0
eric champion,why do we do?,2012,09,0.661,0.54,4.0,-12.85,1.0,0.0434,0.977,0.75,0.257,0.826,150.207,29875,0
sonny terry,my baby likes to shuffle,2015,03,0.417,0.0272,1.0,-21.71,0.0,0.0473,0.985,0.912,0.109,0.227,86.127,582,0
aisha duo,beneath an evening sky,2005,04,0.321,0.207,11.0,-7.785,0.0,0.0678,0.0528,0.036,0.122,0.174,155.958,105986,0
zuma,juno,2001,03,0.408,0.943,2.0,-4.675,1.0,0.0573,0.00251,0.908,0.343,0.131,187.526,66920,0
hatiras,final flash,2006,05,0.737,0.717,3.0,-10.418,1.0,0.107,0.804,0.0114,0.159,0.845,125.952,625776,0
bob wills,south,1994,05,0.747,0.855,5.0,-10.661,0.0,0.051,0.00458,0.0176,0.0235,0.772,129.997,16718,0
danielle bollinger,when the broken hearted love again,2005,10,0.534,0.339,2.0,-15.139,0.0,0.0373,0.798,0.919,0.158,0.339,107.408,179000,0
quadro nuevo,la muneca de alcazar,2002,10,0.746,0.954,2.0,-10.101,1.0,0.073,2.44e-05,0.864,0.0459,0.12,139.013,16508,0
steve porter,mindless,2000,03,0.433,0.793,7.0,-5.382,1.0,0.0379,0.0148,1.75e-05,0.0892,0.808,148.144,152047,0
blue rodeo,never look back,2010,01,0.364,0.459,4.0,-7.608,0.0,0.039,0.0847,0.0624,0.0894,0.192,83.846,2544,0
the white stripes,a martyr for my love for you,2007,06,0.788,0.815,1.0,-8.088,1.0,0.249,0.0254,0.538,0.164,0.619,104.07,121180,0
kmd,get-u-now,2015,12,0.599,0.946,7.0,-6.17,1.0,0.0423,0.00123,0.779,0.358,0.313,118.994,51943,0
the presets,truth and lies,2005,01,0.588,0.492,11.0,-6.537,1.0,0.0252,0.357,3.73e-06,0.119,0.134,79.47,6409,0
darryl worley,those less fortunate than i,2003,01,0.578,0.841,1.0,-3.925,0.0,0.0345,0.0417,0.0,0.0638,0.458,88.123,557841,0
john mellencamp,peaceful world,2001,10,0.947,0.883,6.0,-6.306,0.0,0.208,0.022,0.000478,0.422,0.56,100.004,4885154,0
juelz santana,there it go ,2005,01,0.249,0.86,9.0,-4.032,1.0,0.0397,4.05e-05,0.0133,0.248,0.206,136.559,867973,0
wolfmother,cosmonaut,2009,01,0.698,0.524,6.0,-6.69,1.0,0.0362,0.0131,9.22e-05,0.27,0.566,73.597,994917,0
pepper,stormtrooper ,2002,03,0.649,0.404,7.0,-15.067,1.0,0.0408,0.523,2.42e-05,0.0764,0.362,155.442,5697583,0
bob carlisle,man of no reputation,1994,01,0.727,0.798,4.0,-2.408,0.0,0.0714,0.0827,0.0,0.38,0.832,123.985,650341,0
one block radius,all on our own,2008,01,0.865,0.487,7.0,-7.409,1.0,0.0459,0.173,0.0055,0.106,0.513,122.01,29675,0
la portuaria,hasta el final,2005,01,0.546,0.802,4.0,-12.971,1.0,0.0358,0.854,0.663,0.184,0.0568,130.721,15823,0
suicide,do it nice,1999,06,0.69,0.564,6.0,-11.13,0.0,0.0307,0.296,0.747,0.278,0.64,93.908,53871,0
lee ritenour,can you feel it?,1998,01,0.515,0.705,6.0,-6.413,0.0,0.0285,0.0399,1.13e-06,0.221,0.704,125.95,66235,0
point of grace,amazing ,1998,08,0.14,0.0316,10.0,-34.91,1.0,0.0401,0.289,0.879,0.11,0.0322,95.891,650341,0
william orbit,the monkey king,1993,01,0.772,0.571,2.0,-6.118,1.0,0.0318,0.382,0.000717,0.0924,0.86,107.064,4763,0
jack johnson,you and your heart,2010,01,0.492,0.957,5.0,-3.952,1.0,0.0782,4.15e-05,0.0,0.0666,0.399,127.959,40771,0
house of lords,rock bottom,2006,06,0.271,0.421,6.0,-10.466,0.0,0.0286,0.338,0.0121,0.152,0.085,97.005,211223,0
