Title,ArtistName,Ranks,Weeks,isNew,Target
beachin',jake owen,55,7,0,1
cop car,keith urban,56,15,0,1
my eyes,blake shelton ,57,2,0,1
red lights,tiesto,58,9,0,1
sleeping with a friend,neon trees,59,11,0,1
beat of the music,brett eldredge,60,14,0,1
neon lights,demi lovato,61,20,0,1
come with me now,kongos,62,6,0,1
mmm yeah,austin mahone ,63,12,0,1
who do you love?,yg ,64,9,0,1
drink to that all night,jerrod niemann,65,19,0,1
lettin' the night roll,justin moore,66,12,0,1
i don't dance,lee brice,67,4,0,1
empire,shakira,68,7,0,1
stay with me,sam smith,69,5,0,1
good kisser,usher,70,1,1,1
i can't make you love me,josh kaufman,71,1,1,1
whiskey in my water,tyler farr,72,7,0,1
stoner,young thug,73,13,0,1
the walker,fitz and the tantrums,74,11,0,1
chandelier,sia,75,1,1,1
who i am with you,chris young,76,3,0,1
invisible,hunter hayes,77,12,0,1
can't remember to forget you,shakira ,78,17,0,1
how to love,christina grimmie,79,1,1,1
cut her off,kcamp ,80,5,0,1
i choose you,sara bareilles,81,1,1,1
come get it bae,pharrell williams,82,1,1,1
fever,the black keys,83,2,0,1
bailando,enrique iglesias ,84,2,0,1
we dem boyz,wiz khalifa,85,4,0,1
work,iggy azalea,86,2,0,1
yeah,joe nichols,87,3,0,1
river bank,brad paisley,88,1,1,1
2 on,tinashe ,89,1,1,1
17 again,brantley gilbert,90,1,1,1
we are tonight,billy currington,91,3,0,1
part ii ,jay z ,92,13,0,1
keep them kisses comin',craig campbell,93,2,0,1
or nah,ty dolla $ign ,94,8,0,1
#selfie,the chainsmokers,95,11,0,1
man of the year,schoolboy q,96,13,0,1
girls chase boys,ingrid michaelson,97,5,0,1
raging fire,phillip phillips,98,4,0,1
you & i,one direction,99,4,0,1
doin' what she likes,blake shelton,100,17,0,1
california gurls,katy perry ,1,6,0,1
omg,usher ,2,12,0,1
airplanes,b.o.b ,3,10,0,1
billionaire,travie mccoy ,4,12,0,1
find your love,drake,5,7,0,1
your love is my drug,ke$ha,6,19,0,1
alejandro,lady gaga,7,12,0,1
cooler than me,mike posner,8,8,0,1
not afraid,eminem,9,7,0,1
break your heart,taio cruz ,10,17,0,1
rock that body,the black eyed peas,11,8,0,1
bulletproof,la roux,12,16,0,1
nothin' on you,b.o.b ,13,21,0,1
hey  soul sister,train,14,38,0,1
my first kiss,3oh!3 ,15,7,0,1
ridin' solo,jason derulo,16,12,0,1
impossible,shontelle,17,9,0,1
need you now,lady antebellum,18,45,0,1
young forever,jay-z + mr. hudson,19,23,0,1
breakeven,the script,20,29,0,1
un-thinkable ,alicia keys,21,11,0,1
can't be tamed,miley cyrus,22,5,0,1
rude boy,rihanna,23,19,0,1
in my head,jason derulo,24,28,0,1
undo it,carrie underwood,25,8,0,1
i like it,enrique iglesias ,26,6,0,1
your love,nicki minaj,27,3,0,1
haven't met you yet,michael buble,28,38,0,1
all i do is win,dj khaled ,29,18,0,1
the house that built me,miranda lambert,30,13,0,1
dynamite,taio cruz,31,3,0,1
over,drake,32,15,0,1
somebody to love,justin bieber ,33,6,0,1
this afternoon,nickelback,34,11,0,1
telephone,lady gaga ,35,30,0,1
i made it ,kevin rudolf ,36,20,0,1
pray for you,jaron and the long road to love,37,13,0,1
waka waka ,shakira ,38,2,0,1
tik tok,ke$ha,39,37,0,1
if we ever meet again,timbaland ,40,14,0,1
whataya want from me,adam lambert,41,27,0,1
free,zac brown band,42,5,0,1
i gotta feeling,the black eyed peas,43,54,0,1
there goes my baby,usher,44,14,0,1
my chick bad,ludacris ,45,17,0,1
rain is a good thing,luke bryan,46,13,0,1
water,brad paisley,47,10,0,1
lover  lover,jerrod niemann,48,8,0,1
up all night,drake ,49,1,1,1
bad romance,lady gaga,50,34,0,1
crazy town,jason aldean,51,10,0,1
hello good morning,diddy - dirty money ,52,12,0,1
she won't be lonely long,clay walker,53,12,0,1
lose my mind,young jeezy ,54,7,0,1
gettin' over you,david guetta ,55,8,0,1
ride,ciara ,56,9,0,1
9 am in dallas,drake,57,1,1,1
eenie meenie,sean kingston ,58,13,0,1
love like crazy,lee brice,59,7,0,1
i never told you,colbie caillat,60,13,0,1
got your back,t.i. ,61,3,0,1
hey,lil jon ,62,2,0,1
miss me,drake ,63,3,0,1
beautiful monster,ne-yo,64,2,0,1
never say never,justin bieber ,65,2,0,1
teach me how to dougie,cali swag district,66,4,0,1
gimmie that girl,joe nichols,67,17,0,1
pretty good at drinkin' beer,billy currington,68,3,0,1
sex room,ludacris ,69,4,0,1
shark in the water,v v brown,70,3,0,1
fireworks,drake ,71,1,1,1
the man i want to be,chris young,72,16,0,1
the only exception,paramore,73,4,0,1
wrong baby wrong,martina mcbride,74,13,0,1
half of my heart,john mayer,75,4,0,1
glitter in the air,p!nk,76,5,0,1
if it's love,train,77,2,0,1
i keep on loving you,reba,78,9,0,1
i'm in,keith urban,79,4,0,1
winner,jamie foxx ,80,11,0,1
another way to die,disturbed,81,1,1,1
wavin' flag,k'naan,82,3,0,1
little white church,little big town,83,3,0,1
neighbors know my name,trey songz,84,17,0,1
i'm back,t.i.,85,14,0,1
hold you ,gyptian,86,4,0,1
lil freak,usher ,87,16,0,1
animal,neon trees,88,3,0,1
double vision,3oh!3,89,1,1,1
pretty boy swag,soulja boy tell'em,90,1,1,1
143,bobby brackins ,91,1,1,1
solo,iyaz,92,18,0,1
lay me down,the dirty heads ,93,1,1,1
our kind of love,lady antebellum,94,2,0,1
finding my way back,jaheim,95,1,1,1
farmer's daughter,rodney atkins,96,1,1,1
this ain't nothin',craig morgan,97,1,1,1
all about tonight,blake shelton,98,1,1,1
fancy,drake ,99,1,1,1
magic,b.o.b ,100,2,0,1
old town road,lil nas x ,1,5,0,1
sunflower ,post malone ,2,24,0,1
7 rings,ariana grande,3,11,0,1
wow.,post malone,4,15,0,1
without me,halsey,5,26,0,1
please me,cardi b ,6,7,0,1
bad guy,billie eilish,7,1,1,1
sucker,jonas brothers,8,5,0,1
happier,marshmello ,9,33,0,1
middle child,j. cole,10,11,0,1
shallow,lady gaga ,11,27,0,1
eastside,benny blanco  halsey ,12,38,0,1
thotiana,blueface,13,12,0,1
going bad,meek mill ,14,18,0,1
dancing with a stranger,sam smith ,15,12,0,1
better,khalid,16,29,0,1
high hopes,panic! at the disco,17,35,0,1
break up with your girlfriend  i'm bored,ariana grande,18,8,0,1
sweet but psycho,ava max,19,16,0,1
sicko mode,travis scott,20,35,0,1
murder on my mind,ynw melly,21,11,0,1
a lot,21 savage,22,15,0,1
girls like you,maroon 5 ,23,45,0,1
thank u  next,ariana grande,24,22,0,1
bury a friend,billie eilish,25,10,0,1
beautiful crazy,luke combs,26,21,0,1
close to me,ellie goulding x diplo ,27,20,0,1
be alright,dean lewis,28,23,0,1
when the party's over,billie eilish,29,21,0,1
drip too hard,lil baby ,30,29,0,1
wish you were gay,billie eilish,31,5,0,1
you say,lauren daigle,32,38,0,1
pure water,mustard ,33,10,0,1
better now,post malone,34,49,0,1
xanny,billie eilish,35,1,1,1
money,cardi b,36,24,0,1
look back at it,a boogie wit da hoodie,37,17,0,1
envy me,calboy,38,16,0,1
talk,khalid,39,8,0,1
youngblood,5 seconds of summer,40,44,0,1
you should see me in a crown,billie eilish,41,2,0,1
baby shark,pinkfong,42,14,0,1
my strange addiction,billie eilish,43,1,1,1
racks in the middle,nipsey hussle ,44,1,1,1
mia,bad bunny ,45,25,0,1
all the good girls go to hell,billie eilish,46,1,1,1
act up,city girls,47,5,0,1
robbery,juice wrld,48,7,0,1
zeze,kodak black ,49,25,0,1
tequila,dan + shay,50,48,0,1
here tonight,brett young,51,13,0,1
swervin,a boogie wit da hoodie ,52,15,0,1
i love you,billie eilish,53,1,1,1
mixed personalities,ynw melly ,54,11,0,1
here with me,marshmello ,55,4,0,1
who do you love,the chainsmokers ,56,8,0,1
put a date on it,yo gotti ,57,10,0,1
con calma,daddy yankee ,58,9,0,1
god's country,blake shelton,59,1,1,1
worth it,yk osiris,60,7,0,1
eyes on you,chase rice,61,7,0,1
ilomilo,billie eilish,62,1,1,1
listen before i go,billie eilish,63,1,1,1
close friends,lil baby,64,23,0,1
double up,nipsey hussle ,65,1,1,1
bad liar,imagine dragons,66,6,0,1
whiskey glasses,morgan wallen,67,5,0,1
good as you,kane brown,68,6,0,1
one that got away,michael ray,69,6,0,1
monopoly,ariana grande ,70,1,1,1
miss me more,kelsea ballerini,71,9,0,1
shot clock,ella mai,72,10,0,1
make it sweet,old dominion,73,14,0,1
look what god gave her,thomas rhett,74,5,0,1
there was this girl,riley green,75,6,0,1
girls need love,summer walker x drake,76,6,0,1
undrunk,fletcher,77,4,0,1
i've been waiting,lil peep ,78,4,0,1
8,billie eilish,79,1,1,1
walk me home,p!nk,80,5,0,1
saturday nights,khalid ,81,9,0,1
last time that i checc'd,nipsey hussle ,82,1,1,1
twerk,city girls ,83,13,0,1
girl,maren morris,84,5,0,1
lovely,billie eilish ,85,22,0,1
calma,pedro capo x farruko,86,4,0,1
suge,dababy,87,1,1,1
night shift,jon pardi,88,7,0,1
this is it,scotty mccreery,89,17,0,1
rumor,lee brice,90,4,0,1
i can't get enough,benny blanco  tainy  selena gomez ,91,5,0,1
don't call me up,mabel,92,2,0,1
dedication,nipsey hussle ,93,1,1,1
ocean eyes,billie eilish,94,7,0,1
millionaire,chris stapleton,95,17,0,1
talk you out of it,florida georgia line,96,7,0,1
faucet failure,ski mask the slump god,97,6,0,1
girl like you,jason aldean,98,19,0,1
pure cocaine,lil baby,99,15,0,1
pop out,polo g ,100,2,0,1
moves like jagger,maroon 5 ,1,12,0,1
someone like you,adele,2,10,0,1
pumped up kicks,foster the people,3,20,0,1
party rock anthem,lmfao ,4,25,0,1
lighters,bad meets evil ,5,13,0,1
stereo hearts,gym class heroes ,6,13,0,1
super bass,nicki minaj,7,20,0,1
you and i,lady gaga,8,6,0,1
how to love,lil wayne,9,16,0,1
cheers ,rihanna,10,7,0,1
you make me feel...,cobra starship ,11,9,0,1
last friday night ,katy perry,12,16,0,1
give me everything,pitbull ,13,24,0,1
i wanna go,britney spears,14,14,0,1
good life,onerepublic,15,24,0,1
tonight tonight,hot chelle rae,16,22,0,1
rolling in the deep,adele,17,36,0,1
mr. know it all,kelly clarkson,18,1,1,1
if i die young,the band perry,19,42,0,1
in the dark,dev,20,6,0,1
barefoot blue jean night,jake owen,21,20,0,1
i'm on one,dj khaled ,22,17,0,1
without you,david guetta ,23,2,0,1
motivation,kelly rowland ,24,22,0,1
headlines,drake,25,5,0,1
otis,jay z kanye west ,26,8,0,1
remind me,brad paisley duet with carrie underwood,27,14,0,1
she will,lil wayne ,28,4,0,1
the edge of glory,lady gaga,29,18,0,1
just a kiss,lady antebellum,30,19,0,1
god gave me you,blake shelton,31,9,0,1
take a back road,rodney atkins,32,15,0,1
mr. saxobeat,alexandra stan,33,9,0,1
wanted you more,lady antebellum,34,1,1,1
you and tequila,kenny chesney ,35,16,0,1
dirt road anthem,jason aldean,36,23,0,1
best thing i never had,beyonce,37,15,0,1
it girl,jason derulo,38,5,0,1
nothing,the script,39,5,0,1
made in america,toby keith,40,14,0,1
crazy girl,eli young band,41,26,0,1
marvin & chardonnay,big sean ,42,8,0,1
take over control,afrojack ,43,13,0,1
mirror,lil wayne ,44,2,0,1
marvins room,drake,45,8,0,1
pretty girls,iyaz ,46,10,0,1
just can't get enough,the black eyed peas,47,30,0,1
knee deep,zac brown band ,48,18,0,1
on the floor,jennifer lopez ,49,29,0,1
sexy and i know it,lmfao,50,2,0,1
long hot summer,keith urban,51,9,0,1
every teardrop is a waterfall,coldplay,52,15,0,1
here for a good time,george strait,53,11,0,1
rain over me,pitbull ,54,11,0,1
better with the lights off,new boyz ,55,11,0,1
love you like a love song,selena gomez ,56,12,0,1
keep your head up,andy grammer,57,15,0,1
police dog blues,hugh laurie,58,1,1,1
love done gone,billy currington,59,13,0,1
skyscraper,demi lovato,60,9,0,1
easy,rascal flatts ,61,7,0,1
the adventures of rain dance maggie,red hot chili peppers,62,8,0,1
gucci gucci,kreayshawn,63,7,0,1
sparks fly,taylor swift,64,7,0,1
baggage claim,miranda lambert,65,5,0,1
just fishin',trace adkins,66,15,0,1
ni**as in paris,jay z kanye west,67,5,0,1
turn me on,david guetta ,68,2,0,1
quickie,miguel,69,8,0,1
love on top,beyonce,70,2,0,1
blunt blowin,lil wayne,71,2,0,1
set fire to the rain,adele,72,6,0,1
country must be country wide,brantley gilbert,73,11,0,1
beautiful people,chris brown ,74,2,0,1
fly,nicki minaj ,75,3,0,1
where them girls at,david guetta ,76,19,0,1
am i the only one,dierks bentley,77,19,0,1
not over you,gavin degraw,78,5,0,1
out of my head,lupe fiasco ,79,16,0,1
we owned the night,lady antebellum,80,4,0,1
no sleep,wiz khalifa,81,11,0,1
brighter than the sun,colbie caillat,82,4,0,1
one more drinkin' song,jerrod niemann,83,7,0,1
the trouble with girls,scotty mccreery,84,1,1,1
sail,awolnation,85,4,0,1
walk,foo fighters,86,10,0,1
disaster,jojo,87,1,1,1
faster,matt nathanson,88,7,0,1
love don't run,steve holy,89,3,0,1
i got you,thompson square,90,4,0,1
that way,wale ,91,2,0,1
fish,craig campbell,92,7,0,1
far away,tyga ,93,4,0,1
i love you this big,scotty mccreery,94,16,0,1
all your life,the band perry,95,1,1,1
wet the bed,chris brown ,96,1,1,1
hell on heels,pistol annies,97,3,0,1
work out,j. cole,98,2,0,1
mrs. right,mindless behavior ,99,2,0,1
cost of livin',ronnie dunn,100,2,0,1
rude,magic!,1,17,0,1
all about that bass,meghan trainor,2,6,0,1
stay with me,sam smith,3,19,0,1
break free,ariana grande ,4,7,0,1
fancy,iggy azalea ,5,24,0,1
am i wrong,nico ,6,18,0,1
problem,ariana grande ,7,16,0,1
black widow,iggy azalea ,8,7,0,1
chandelier,sia,9,15,0,1
bang bang,jessie j  ariana grande ,10,3,0,1
boom clap,charli xcx,11,11,0,1
maps,maroon 5,12,9,0,1
latch,disclosure ,13,22,0,1
rather be,clean bandit ,14,10,0,1
bailando,enrique iglesias ,15,16,0,1
all of me,john legend,16,45,0,1
shower,becky g,17,11,0,1
don't tell 'em,jeremih ,18,8,0,1
happy,pharrell williams,19,33,0,1
burnin' it down,jason aldean,20,4,0,1
summer,calvin harris,21,22,0,1
love runs out,onerepublic,22,15,0,1
dark horse,katy perry ,23,48,0,1
dirt,florida georgia line,24,6,0,1
american kids,kenny chesney,25,9,0,1
really don't care,demi lovato ,26,11,0,1
2 on,tinashe ,27,15,0,1
drunk on a plane,dierks bentley,28,14,0,1
wiggle,jason derulo ,29,16,0,1
habits ,tove lo,30,12,0,1
cool kids,echosmith,31,6,0,1
loyal,chris brown ,32,31,0,1
bartender,lady antebellum,33,13,0,1
a sky full of stars,coldplay,34,16,0,1
turn down for what,dj snake ,35,34,0,1
come with me now,kongos,36,20,0,1
counting stars,onerepublic,37,61,0,1
new flame,chris brown ,38,5,0,1
anaconda,nicki minaj,39,2,0,1
studio,schoolboy q ,40,11,0,1
i don't dance,lee brice,41,18,0,1
no mediocre,t.i. ,42,9,0,1
classic,mkto,43,27,0,1
lifestyle,rich gang ,44,5,0,1
believe me,lil wayne ,45,12,0,1
pompeii,bastille,46,53,0,1
meanwhile back at mama's,tim mcgraw ,47,12,0,1
leave the night on,sam hunt,48,8,0,1
best mistake,ariana grande ,49,1,1,1
this is how we roll,florida georgia line ,50,28,0,1
don't,ed sheeran,51,10,0,1
hot boy,bobby shmurda,52,3,0,1
0 to 100 / the catch up,drake,53,4,0,1
amnesia,5 seconds of summer,54,7,0,1
hope you get lonely tonight,cole swindell,55,9,0,1
somethin' bad,miranda lambert duet with carrie underwood,56,13,0,1
this is how we do,katy perry,57,3,0,1
we dem boyz,wiz khalifa,58,18,0,1
girls chase boys,ingrid michaelson,59,19,0,1
roller coaster,luke bryan,60,5,0,1
pills n potions,nicki minaj,61,13,0,1
river bank,brad paisley,62,15,0,1
where it's at ,dustin lynch,63,15,0,1
riptide,vance joy,64,8,0,1
hideaway,kiesza,65,5,0,1
ready set roll,chase rice,66,12,0,1
main chick,kid ink ,67,14,0,1
no flex zone,rae sremmurd,68,3,0,1
yeah,joe nichols,69,17,0,1
small town throwdown,brantley gilbert ,70,10,0,1
stolen dance,milky chance,71,4,0,1
bo$$,fifth harmony,72,6,0,1
love never felt so good,michael jackson ,73,16,0,1
she looks so perfect,5 seconds of summer,74,20,0,1
we are tonight,billy currington,75,17,0,1
fight night,migos,76,6,0,1
work,iggy azalea,77,16,0,1
girl in a country song,maddie ,78,2,0,1
v. 3005,childish gambino,79,11,0,1
sunshine & whiskey,frankie ballard,80,6,0,1
sing,ed sheeran,81,19,0,1
come get it bae,pharrell williams,82,13,0,1
i will never let you down,rita ora,83,3,0,1
shell shocked,juicy j  wiz khalifa ,84,1,1,1
trumpets,jason derulo,85,12,0,1
i'm ready,ajr,86,11,0,1
cut her off,kcamp ,87,19,0,1
fireball,pitbull ,88,2,0,1
day drinking,little big town,89,4,0,1
wasted,tiesto ,90,11,0,1
about the money,t.i. ,91,2,0,1
who i am with you,chris young,92,17,0,1
cold one,eric church,93,2,0,1
hookah,tyga ,94,1,1,1
good kisser,usher,95,15,0,1
take me to church,hozier,96,1,1,1
dust,eli young band,97,4,0,1
foreign,trey songz,98,7,0,1
my eyes,blake shelton ,99,16,0,1
later on,the swon brothers,100,1,1,1
shape of you,ed sheeran,1,11,0,1
that's what i like,bruno mars,2,10,0,1
i don't wanna live forever ,zayn / taylor swift,3,15,0,1
bad and boujee,migos ,4,19,0,1
i feel it coming,the weeknd ,5,18,0,1
tunnel vision,kodak black,6,5,0,1
something just like this,the chainsmokers ,7,5,0,1
passionfruit,drake,8,1,1,1
portland,drake ,9,1,1,1
paris,the chainsmokers,10,10,0,1
love on the brain,rihanna,11,23,0,1
ispy,kyle ,12,13,0,1
rockabye,clean bandit ,13,16,0,1
bounce back,big sean,14,20,0,1
fake love,drake,15,22,0,1
body like a back road,sam hunt,16,8,0,1
closer,the chainsmokers ,17,34,0,1
free smoke,drake,18,1,1,1
chained to the rhythm,katy perry ,19,6,0,1
it ain't me,kygo x selena gomez,20,6,0,1
stay,zedd ,21,4,0,1
say you won't let go,james arthur,22,22,0,1
mercy,shawn mendes,23,27,0,1
mask off,future,24,5,0,1
t-shirt,migos,25,10,0,1
issues,julia michaels,26,9,0,1
24k magic,bruno mars,27,24,0,1
down,marian hill,28,10,0,1
gyalchester,drake,29,1,1,1
congratulations,post malone ,30,13,0,1
cold,maroon 5 ,31,6,0,1
location,khalid,32,11,0,1
can't stop the feeling!,justin timberlake,33,46,0,1
scars to your beautiful,alessia cara,34,30,0,1
teenage fever,drake,35,1,1,1
sacrifices,drake ,36,1,1,1
starboy,the weeknd ,37,27,0,1
blem,drake,38,1,1,1
bad things,machine gun kelly x camila cabello,39,21,0,1
no long talk,drake ,40,1,1,1
swang,rae sremmurd,41,14,0,1
rolex,ayo ,42,6,0,1
dirt on my boots,jon pardi,43,16,0,1
don't wanna know,maroon 5 ,44,24,0,1
get it together,drake ,45,1,1,1
million reasons,lady gaga,46,18,0,1
let me love you,dj snake ,47,33,0,1
kmt,drake ,48,1,1,1
jorja interlude,drake,49,1,1,1
4422,drake ,50,1,1,1
madiba riddim,drake,51,1,1,1
despacito,luis fonsi ,52,10,0,1
water under the bridge,adele,53,20,0,1
glow,drake ,54,1,1,1
slide,calvin harris ,55,4,0,1
party,chris brown ,56,14,0,1
believer,imagine dragons,57,7,0,1
both,gucci mane ,58,14,0,1
goosebumps,travis scott,59,20,0,1
do not disturb,drake,60,1,1,1
nothings into somethings,drake,61,1,1,1
ice melts,drake ,62,1,1,1
how far i'll go,auli'i cravalho,63,15,0,1
lose you,drake,64,1,1,1
green light,lorde,65,4,0,1
look at me!,xxxtentacion,66,7,0,1
in case you didn't know,brett young,67,7,0,1
hurricane,luke combs,68,6,0,1
fast,luke bryan,69,9,0,1
since way back,drake ,70,1,1,1
redbone,childish gambino,71,16,0,1
castle on the hill,ed sheeran,72,11,0,1
make me ,noah cyrus ,73,15,0,1
any ol' barstool,jason aldean,74,9,0,1
everyday,ariana grande ,75,6,0,1
skepta interlude,drake,76,1,1,1
play that song,train,77,17,0,1
the fighter,keith urban ,78,7,0,1
heavy,linkin park ,79,5,0,1
deja vu,j. cole,80,15,0,1
think a little less,michael ray,81,13,0,1
can't have everything,drake,82,1,1,1
moves,big sean,83,13,0,1
no frauds,nicki minaj  drake ,84,2,0,1
selfish,future ,85,4,0,1
shining,dj khaled ,86,6,0,1
road less traveled,lauren alaina,87,9,0,1
at my best,machine gun kelly ,88,1,1,1
galway girl,ed sheeran,89,3,0,1
call on me,starley,90,12,0,1
losin control,russ,91,4,0,1
hometown girl,josh turner,92,4,0,1
the weekend,brantley gilbert,93,12,0,1
perfect,ed sheeran,94,3,0,1
draco,future,95,5,0,1
kill a word,eric church ,96,15,0,1
trap trap trap,rick ross ,97,1,1,1
swalla,jason derulo ,98,1,1,1
party monster,the weeknd,99,18,0,1
how far i'll go,alessia cara,100,16,0,1
despacito,luis fonsi ,1,23,0,1
i'm the one,dj khaled ,2,8,0,1
that's what i like,bruno mars,3,23,0,1
wild thoughts,dj khaled ,4,1,1,1
shape of you,ed sheeran,5,24,0,1
humble.,kendrick lamar,6,12,0,1
mask off,future,7,18,0,1
congratulations,post malone ,8,26,0,1
something just like this,the chainsmokers ,9,18,0,1
stay,zedd ,10,17,0,1
believer,imagine dragons,11,20,0,1
xo tour llif3,lil uzi vert,12,13,0,1
body like a back road,sam hunt,13,21,0,1
redbone,childish gambino,14,29,0,1
issues,julia michaels,15,22,0,1
unforgettable,french montana ,16,11,0,1
say you won't let go,james arthur,17,35,0,1
it ain't me,kygo x selena gomez,18,19,0,1
there's nothing holdin' me back,shawn mendes,19,9,0,1
bad liar,selena gomez,20,6,0,1
now or never,halsey,21,11,0,1
malibu,miley cyrus,22,7,0,1
castle on the hill,ed sheeran,23,24,0,1
slow hands,niall horan,24,8,0,1
attention,charlie puth,25,9,0,1
ispy,kyle ,26,26,0,1
rolex,ayo ,27,19,0,1
2u,david guetta ,28,2,0,1
magnolia,playboi carti,29,8,0,1
location,khalid,30,24,0,1
swalla,jason derulo ,31,14,0,1
in case you didn't know,brett young,32,20,0,1
closer,the chainsmokers ,33,47,0,1
strip that down,liam payne ,34,5,0,1
slippery,migos ,35,13,0,1
dna.,kendrick lamar,36,10,0,1
everyday we lit,yfn lucci ,37,11,0,1
bad and boujee,migos ,38,32,0,1
goosebumps,travis scott,39,32,0,1
24k magic,bruno mars,40,37,0,1
drowning,a boogie wit da hoodie ,41,12,0,1
sign of the times,harry styles,42,11,0,1
hurricane,luke combs,43,19,0,1
tunnel vision,kodak black,44,18,0,1
scars to your beautiful,alessia cara,45,43,0,1
god  your mama  and me,florida georgia line ,46,13,0,1
t-shirt,migos,47,23,0,1
passionfruit,drake,48,14,0,1
slide,calvin harris ,49,17,0,1
the fighter,keith urban ,50,20,0,1
feels,calvin harris ,51,1,1,1
first day out,tee grizzley,52,12,0,1
craving you,thomas rhett ,53,12,0,1
crying in the club,camila cabello,54,5,0,1
4 am,2 chainz ,55,3,0,1
my girl,dylan scott,56,9,0,1
the cure,lady gaga,57,10,0,1
it's a vibe,2 chainz ,58,2,0,1
every time i hear that song,blake shelton,59,7,0,1
look at me!,xxxtentacion,60,20,0,1
first day out,kodak black,61,1,1,1
love.,kendrick lamar ,62,10,0,1
felices los 4,maluma,63,6,0,1
drinkin' problem,midland,64,7,0,1
how not to,dan + shay,65,12,0,1
privacy,chris brown,66,8,0,1
you look good,lady antebellum,67,11,0,1
1-800-273-8255,logic ,68,8,0,1
loyalty.,kendrick lamar ,69,10,0,1
good drank,2 chainz x gucci mane x quavo,70,15,0,1
cold,maroon 5 ,71,19,0,1
portland,drake ,72,14,0,1
flatliner,cole swindell,73,9,0,1
weak,ajr,74,7,0,1
small town boy,dustin lynch,75,3,0,1
if i told you,darius rucker,76,10,0,1
no promises,cheat codes ,77,6,0,1
to the max,dj khaled ,78,3,0,1
down,fifth harmony ,79,3,0,1
no such thing as a broken heart,old dominion,80,4,0,1
love galore,sza ,81,2,0,1
yours if you want it,rascal flatts,82,5,0,1
relationship,young thug ,83,1,1,1
swish swish,katy perry ,84,5,0,1
thunder,imagine dragons,85,8,0,1
losin control,russ,86,17,0,1
reminder,the weeknd,87,7,0,1
my old man,zac brown band,88,4,0,1
feel it still,portugal. the man,89,1,1,1
what ifs,kane brown ,90,2,0,1
most girls,hailee steinfeld,91,5,0,1
somebody else will,justin moore,92,3,0,1
do i make you wanna,billy currington,93,2,0,1
wokeuplikethis*,playboi carti ,94,8,0,1
butterfly effect,travis scott,95,4,0,1
escapate conmigo,wisin ,96,2,0,1
nobody else but you,trey songz,97,3,0,1
subeme la radio,enrique iglesias ,98,6,0,1
it ain't my fault,brothers osborne,99,2,0,1
real hitta,plies ,100,1,1,1
work,rihanna ,1,12,0,1
panda,desiigner,2,8,0,1
7 years,lukas graham,3,13,0,1
no,meghan trainor,4,6,0,1
pillowtalk,zayn,5,11,0,1
i took a pill in ibiza,mike posner,6,13,0,1
work from home,fifth harmony ,7,7,0,1
love yourself,justin bieber,8,22,0,1
cake by the ocean,dnce,9,26,0,1
me  myself & i,g-eazy x bebe rexha,10,24,0,1
stressed out,twenty one pilots,11,30,0,1
my house,flo rida,12,23,0,1
one dance,drake ,13,2,0,1
dangerous woman,ariana grande,14,5,0,1
never forget you,zara larsson ,15,9,0,1
sorry,justin bieber,16,25,0,1
don't let me down,the chainsmokers ,17,9,0,1
2 phones,kevin gates,18,15,0,1
pop style,drake ,19,2,0,1
oui,jeremih,20,15,0,1
low life,future ,21,10,0,1
middle,dj snake ,22,13,0,1
one call away,charlie puth,23,20,0,1
hands to myself,selena gomez,24,19,0,1
jumpman,drake ,25,30,0,1
stitches,shawn mendes,26,47,0,1
hello,adele,27,25,0,1
roses,the chainsmokers ,28,26,0,1
close,nick jonas ,29,3,0,1
don't,bryson tiller,30,29,0,1
exchange,bryson tiller,31,25,0,1
down in the dm,yo gotti ,32,20,0,1
needed me,rihanna,33,11,0,1
let it go,james bay,34,17,0,1
somewhere on a beach,dierks bentley,35,11,0,1
humble and kind,tim mcgraw,36,10,0,1
back to sleep,chris brown,37,18,0,1
you should be here,cole swindell,38,18,0,1
the hills,the weeknd,39,47,0,1
think of you,chris young duet with cassadee pope,40,9,0,1
lost boy,ruth b,41,8,0,1
the sound of silence,disturbed,42,8,0,1
youth,troye sivan,43,11,0,1
cut it,o.t. genasis ,44,8,0,1
die a happy man,thomas rhett,45,30,0,1
new romantics,taylor swift,46,7,0,1
cheap thrills,sia ,47,9,0,1
came here to forget,blake shelton,48,6,0,1
famous,kanye west,49,2,0,1
snapback,old dominion,50,12,0,1
summer sixteen,drake,51,11,0,1
i like the sound of that,rascal flatts,52,12,0,1
company,justin bieber,53,10,0,1
father stretch my hands pt. 1,kanye west,54,2,0,1
confession,florida georgia line,55,16,0,1
wild things,alessia cara,56,8,0,1
promise,kid ink ,57,9,0,1
my church,maren morris,58,12,0,1
team,iggy azalea,59,4,0,1
huntin'  fishin' & lovin' every day,luke bryan,60,3,0,1
t-shirt,thomas rhett,61,7,0,1
really really,kevin gates,62,17,0,1
piece by piece,kelly clarkson,63,7,0,1
that don't sound like you,lee brice,64,9,0,1
drunk on your love,brett eldredge,65,14,0,1
ophelia,the lumineers,66,2,0,1
mind reader,dustin lynch,67,8,0,1
might not,belly ,68,8,0,1
all the way up,fat joe  remy ma ,69,3,0,1
messin' around,pitbull ,70,1,1,1
little bit of you,chase bryant,71,10,0,1
acquainted,the weeknd,72,16,0,1
pt. 2,kanye west,73,2,0,1
try everything,shakira,74,6,0,1
light it up,major lazer ,75,5,0,1
