Title,ArtistName,Rank,Weeks,isNew,Target
visions ,fu-schnickens,0,0,1,0
sarapatel humano,marcio faraco,0,0,1,0
abagui alobi,patience dabany,0,0,1,0
last night,northern state,0,0,1,0
problem solver,valient thorr,0,0,1,0
have fun prelude,speech,0,0,1,0
just let me be in love,tracy byrd,0,0,1,0
pretend,shelby lynne,0,0,1,0
poker face,lady gaga,0,0,1,0
rain down on me,kane,0,0,1,0
party,rodney o ,0,0,1,0
baila girl_ todo hombre llorando por ti,daddy yankee,0,0,1,0
el greco: movement iii,vangelis,0,0,1,0
"bcleos mood""""",james taylor quartet,0,0,1,0
why should i cry for you,mariano yanani,0,0,1,0
oye,gertrudis,0,0,1,0
kickstart my heart ,between the buried and me,0,0,1,0
bang! bang!,the knux,0,0,1,0
she will love you ,aiden,0,0,1,0
revitalise,dub pistols feat. tk,0,0,1,0
olivia,shinehead,0,0,1,0
time travel,klaus badelt,0,0,1,0
un nuevo amor ,tranzas,0,0,1,0
menutha,tony joe white,0,0,1,0
silent partner ,steinski,0,0,1,0
the poet and the pendulum,nightwish,0,0,1,0
my god  ,audio adrenaline,0,0,1,0
the possibilities of loving you,francis dunnery,0,0,1,0
green and blue,deep forest,0,0,1,0
antes ,obie bermudez,0,0,1,0
pathfinders,elvenking,0,0,1,0
city of screaming statues,at the gates,0,0,1,0
monkey junction,weedeater,0,0,1,0
train buffer,aesop rock,0,0,1,0
skit,rakim,0,0,1,0
red socks pugie,foals,0,0,1,0
i want you ,faith hill,0,0,1,0
going back to memphis,memphis jug band,0,0,1,0
anywhere anytime,sara melson,0,0,1,0
a crow left of the murder,incubus,0,0,1,0
ice cream cone,laurie berkner,0,0,1,0
moisture,dishwalla,0,0,1,0
cry of the earth,cybertribe,0,0,1,0
"bi still havent found what im looking for""""",mariano yanani,0,0,1,0
wonderland,robin fox,0,0,1,0
i versus i,seventh star,0,0,1,0
"bdont keep me wondering""""",buddy miles,0,0,1,0
"bround the wheel""""",dj harry,0,0,1,0
popovic,mando diao,0,0,1,0
boom-shack-a-lack ,junior reid,0,0,1,0
puritania,dimmu borgir,0,0,1,0
"bmy hearts desire""""",kane,0,0,1,0
ragoo,kings of leon,0,0,1,0
i like young girls,love jones,0,0,1,0
drop the hammer,the gone jackals,0,0,1,0
hard times,eastmountainsouth,0,0,1,0
softcore,"bvro""""",0,0,1,0
tumba randy,anthony blea y su charanga,0,0,1,0
firepower ,dilated peoples featuring capleton,0,0,1,0
purple pygmies,walter ego,0,0,1,0
this is a gang,"bcmw - comptons most wanted""""",0,0,1,0
sue\xc3\xb1o salvaje,los indios tabajaras,0,0,1,0
"bim real""""",jennifer lopez featuring ja rule,0,0,1,0
perfect moment,darden smith,0,0,1,0
hum drum,terror squad / remy / prospect / armageddon,0,0,1,0
reborn ,drowning pool,0,0,1,0
salva mea,faithless,0,0,1,0
wind beneath my wings,ryandan,0,0,1,0
black market hell,aiden,0,0,1,0
el gran se\xc3\xb1or,los aut\xc3\xa9nticos decadentes,0,0,1,0
22 ,lily allen,0,0,1,0
en alg\xc3\xban rinc\xc3\xb3n,caf\xc3\xa9 quijano,0,0,1,0
lies,pennywise,0,0,1,0
boomerang ,cirrus,0,0,1,0
in my bed,amy winehouse,0,0,1,0
down on my knees,ayo,0,0,1,0
slavinka,"bedgar de lest""""",0,0,1,0
supreme girl,the sterns,0,0,1,0
yellow brick road,jack off jill,0,0,1,0
albo,hevia,0,0,1,0
abscondence,sun yan-zi,0,0,1,0
sirius calling,art ensemble of chicago,0,0,1,0
check it ,lords of the underground,0,0,1,0
million miles,blue rodeo,0,0,1,0
llamado de emergencia,daddy yankee,0,0,1,0
assis par terre,pascal sangla,0,0,1,0
"bi dont want to let you go""""",weezer,0,0,1,0
into the mouth of hell we march [explicit],trivium,0,0,1,0
harder to breathe,maroon 5,0,0,1,0
disco jonki,dusminguet,0,0,1,0
in progress ,trentemoller,0,0,1,0
unholy outburst #3,ramesses,0,0,1,0
where does rosie go?,kenny rogers,0,0,1,0
castle of k\x19of\x19w,koordinate of wonders,0,0,1,0
when love dies,marlene dietrich,0,0,1,0
the phantom of the opera/wishing you were somehow here again,montserrat caball\xc3\xa9,0,0,1,0
fuckaz,the bug featuring spaceape,0,0,1,0
rock tha party,bombay rockers,0,0,1,0
politrix,beenie man,0,0,1,0
you got me ,vhs or beta,0,0,1,0
ode to billie joe  ,king curtis,0,0,1,0
circle round the moon,charley patton,0,0,1,0
swinging on a star,big dee irwin,0,0,1,0
parasitic twins,the dillinger escape plan,0,0,1,0
tunnel vision,finest dearest,0,0,1,0
wish,brian littrell,0,0,1,0
me falta el aliento,estopa,0,0,1,0
idaho red,wade ray,0,0,1,0
fake tales of san francisco,arctic monkeys,0,0,1,0
baby i need your loving,delroy wilson,0,0,1,0
know your friends,tanto metro ,0,0,1,0
container,kaizers orchestra,0,0,1,0
perfect motion,sunscreem,0,0,1,0
speed of sound ,coldplay,0,0,1,0
in my life,boyz ii men,0,0,1,0
gotta mind to travel,coco montoya,0,0,1,0
la photo,basement jaxx,0,0,1,0
gone to the movies,semisonic,0,0,1,0
long way home,ginny owens,0,0,1,0
tania,fruko y sus tesos,0,0,1,0
reginella,rita chiarelli,0,0,1,0
all or nothing,chris eaton,0,0,1,0
ojos negros,olga ta\xc3\xb1on,0,0,1,0
street cra,helmet,0,0,1,0
coraz\xc3\xb3n contento,palito ortega,0,0,1,0
rock the night,hellsongs,0,0,1,0
prequel to the sequel ,between the buried and me,0,0,1,0
likambo,k\xc3\xa9k\xc3\xa9l\xc3\xa9,0,0,1,0
duck and run,3 doors down,0,0,1,0
drifting away,faithless,0,0,1,0
dad apologizes,john debney,0,0,1,0
la paix des \xc3\xa9toiles,alexis hk,0,0,1,0
"blivin above your head""""",jay ,0,0,1,0
hammer & a stone,seven mary three,0,0,1,0
sweet disposition,the temper trap,0,0,1,0
pon de floor,major lazer / vybz kartel / afrojack,0,0,1,0
rubies_ pearls_ and emeralds,tin hat trio,0,0,1,0
rollercoasting,helen love,0,0,1,0
celos,obie bermudez,0,0,1,0
in my arms,snow patrol,0,0,1,0
zero m2,benga,0,0,1,0
vanhapoika-severi,esa pakarinen,0,0,1,0
dream baby dream,black tambourine,0,0,1,0
hillbillies from outerspace,the vaughan brothers,0,0,1,0
betrayal is a symptom,thrice,0,0,1,0
when we dance,mariano yanani,0,0,1,0
bwe put it down for yall ,busta rhymes,0,0,1,0
manies manigances,maurane,0,0,1,0
13 jours en france,francis lai,0,0,1,0
romantic rights ,death from above 1979,0,0,1,0
care,sizzla,0,0,1,0
rowena,loudon wainwright iii,0,0,1,0
locust reign ,converge,0,0,1,0
caja de cerillas,johannes linstead,0,0,1,0
"bspanns boogie""""",otis spann,0,0,1,0
pottajenkka,elakelaiset,0,0,1,0
ronde lune,le vangle,0,0,1,0
intensity in ten cities,embrace the end,0,0,1,0
verano traidor,vilma palma e vampiros,0,0,1,0
one woman man,dave hollister,0,0,1,0
chokechain ,3oh!3,0,0,1,0
fish,sportsguitar,0,0,1,0
meet me in the bathroom,the strokes,0,0,1,0
wait til you see my smile,alicia keys,0,0,1,0
2 minutos,2 minutos,0,0,1,0
adnans,orbital,0,0,1,0
incide,dark fortress,0,0,1,0
drop sacrifice,liquid stranger,0,0,1,0
got to let you go,kim wilson,0,0,1,0
welcome 2 detroit,trick trick / eminem,0,0,1,0
le mouton dans la baignoire,mich\xc3\xa8le bernard,0,0,1,0
ninja tattoo,shanadoo,0,0,1,0
"brunnin through the jungle - shootin the blues""""",willy deville,0,0,1,0
hold me while i cry,irma thomas,0,0,1,0
"bwhats wrong""""",lost boyz,0,0,1,0
ballade des oiseaux de croix,mich\xc3\xa8le arnaud,0,0,1,0
krause seine kreuzpolka,polkaholix,0,0,1,0
loving you too long,billy bragg,0,0,1,0
tragedy in blue,dj harry,0,0,1,0
on independence day,anti-flag,0,0,1,0
al doilea om,negura bunget,0,0,1,0
willow weep for me ,tin hat trio,0,0,1,0
bhey daddy ,usher,0,0,1,0
one more chance,bloc party,0,0,1,0
the one,miguel migs,0,0,1,0
the sukkubus lustrate,belphegor,0,0,1,0
"baint it funny""""",jennifer lopez,0,0,1,0
fire and ice,outerspace,0,0,1,0
jake,j. peter robinson,0,0,1,0
smile,heavenly,0,0,1,0
they came to boston,mighty mighty bosstones,0,0,1,0
nie wieder ,pyranja,0,0,1,0
sanctuary,sick of it all,0,0,1,0
two heads one pillow,gerald clayton,0,0,1,0
world of vibrations ,blackalicious,0,0,1,0
crimson wave,amorphis,0,0,1,0
all night long ,junior kimbrough,0,0,1,0
"bim happy she said""""",m83,0,0,1,0
"bif i aint got you""""",alicia keys,0,0,1,0
here_ swing_ sing,kooii,0,0,1,0
alovi,stefon harris,0,0,1,0
whatever lies will help you rest,the ataris,0,0,1,0
healing of all nations,yami bolo,0,0,1,0
guarare,ray barretto,0,0,1,0
head butt da deck,silkie ft. harry craze,0,0,1,0
"bmile high and risin""""",roger clyne ,0,0,1,0
"ba stepmothers curse""""",anne dudley,0,0,1,0
bridge to canada,noisettes,0,0,1,0
love shelter,sundial aeon,0,0,1,0
la excepcion,gustavo cerati,0,0,1,0
bmr. brightside ,the killers,0,0,1,0
breathe me in,candlebox,0,0,1,0
state of emergency,nick jonas ,0,0,1,0
"bsaid youd be""""",the panic channel,0,0,1,0
schwarzarbeit,geier sturzflug,0,0,1,0
forgiveness ,charlie peacock,0,0,1,0
"bque arribi lestiu""""",dijous paella,0,0,1,0
seven ,cinder,0,0,1,0
grand-m\xc3\xa8re,les ogres de barback,0,0,1,0
smile jamaica,bob marley ,0,0,1,0
angel band,porter wagoner,0,0,1,0
catholic knees ,taking back sunday,0,0,1,0
we ride,rihanna,0,0,1,0
flaming red,patty griffin,0,0,1,0
real love,the smashing pumpkins,0,0,1,0
hidden documents,alexandre desplat,0,0,1,0
new pin ,oceansize,0,0,1,0
govinda,atman,0,0,1,0
spaceman,the killers,0,0,1,0
the last word ,rah digga ,0,0,1,0
empress so divine,warrior king,0,0,1,0
english summer rain,placebo,0,0,1,0
beautiful brown eyes,jimmy wakely,0,0,1,0
lies of hate,soul asylum,0,0,1,0
intro,gertrudis,0,0,1,0
musical episode,horace andy,0,0,1,0
"bi cant stop loving you""""",martina mcbride,0,0,1,0
on bended knee,boyz ii men,0,0,1,0
niev nietch nievitch,les ogres de barback,0,0,1,0
cooler than you,diesel boy,0,0,1,0
summer dying fast,cradle of filth,0,0,1,0
the frail,nine inch nails,0,0,1,0
metal,nine inch nails,0,0,1,0
you feel good all over,t.g. sheppard,0,0,1,0
commercial reign,inspiral carpets,0,0,1,0
monde de fou,suburbs,0,0,1,0
i never came,queens of the stone age,0,0,1,0
complicate it,smartbom,0,0,1,0
you can still be free,savage garden,0,0,1,0
indian love call,slim whitman,0,0,1,0
"blets get it started""""",black eyed peas,0,0,1,0
isla del luna,lisa lynne,0,0,1,0
give it what u got,swami featuring asuivre,0,0,1,0
oh my god,sticky fingaz,0,0,1,0
ever be,korn,0,0,1,0
palmer enqu\xc3\xaate,alexandre desplat,0,0,1,0
smile,xcultures,0,0,1,0
walk away,tantric,0,0,1,0
shadows that move,mastodon,0,0,1,0
kite live from sydney,u2,0,0,1,0
kick out the jams,rage against the machine,0,0,1,0
never forget me,bone thugs-n-harmony / akon,0,0,1,0
murder academy,ultraviolence,0,0,1,0
ukkosenjumalan poika,moonsorrow,0,0,1,0
illuminate,orbital,0,0,1,0
hey daddy,korn,0,0,1,0
amber changing,rise against,0,0,1,0
face the ashes,go,0,0,1,0
stickin in my eye,nofx,0,0,1,0
entre can\xc3\xadbales,soda stereo,0,0,1,0
sudanese dance,xcultures,0,0,1,0
wanna be a player,heavy d / mcgruff,0,0,1,0
para milladoiro,susana seivane,0,0,1,0
snowball,test icicles,0,0,1,0
going down slow,mance lipscom,0,0,1,0
silent hill,moss,0,0,1,0
openbare weg,mira,0,0,1,0
hate,organized konfusion,0,0,1,0
i want you ,carl cox vs yousef,0,0,1,0
president johnson,citizen kaned,0,0,1,0
wkya ,redman,0,0,1,0
lead me lord,the brooklyn tabernacle choir,0,0,1,0
inside jo,pearl jam,0,0,1,0
the czar: usurper/escape/martyr/spiral ,mastodon,0,0,1,0
relax,2-4 grooves feat. reki d.,0,0,1,0
born and raised in compton,dj quik,0,0,1,0
naked albino,bare jr.,0,0,1,0
christlike roche,the roches,0,0,1,0
they say ,jupiter rising,0,0,1,0
medicate myself,the verve pipe,0,0,1,0
"bgroovin in the midnight""""",maxi priest,0,0,1,0
biding her time,bob neuwirth,0,0,1,0
in this life,cama,0,0,1,0
crawl before you ball ,saafir,0,0,1,0
\xc2\xbfd\xc3\xb3nde va chichi?,sierra maestra,0,0,1,0
it makes no difference now,billie jo spears,0,0,1,0
spanish grease,willie bobo,0,0,1,0
i think my wife is running around on me ,tim wilson,0,0,1,0
setting fire to sleeping giants,the dillinger escape plan,0,0,1,0
crossfire,stevie ray vaughan,0,0,1,0
human cannonball,loudon wainwright iii,0,0,1,0
spin,"bscarlets remains""""",0,0,1,0
burning in the aftermath,the suicide machines,0,0,1,0
the more i see you,eliane elias,0,0,1,0
"bi cant be satisfied""""",john hammond,0,0,1,0
nashville parthenon,casiotone for the painfully alone,0,0,1,0
certain things we do,lost boyz,0,0,1,0
cocain ducks,ec8or,0,0,1,0
glory be,r.l. burnside,0,0,1,0
always and never ,silverstein,0,0,1,0
myth takes,!!!,0,0,1,0
pinned to the ground ,buzzhorn,0,0,1,0
escapist,nightwish,0,0,1,0
the cube ,s.u.p,0,0,1,0
witch weed ,bongzilla,0,0,1,0
,busdriver,0,0,1,0
inolvidable,bebo ,0,0,1,0
miracle,bizarre inc,0,0,1,0
not buried deep enough,the gone jackals,0,0,1,0
u killed it,lily allen,0,0,1,0
have yourself a merry little christmas,hem,0,0,1,0
quiero ir ao mar,carlos nu\xc3\xb1ez,0,0,1,0
same man,till west ,0,0,1,0
until you love someone,dean martin,0,0,1,0
nutty block,rodney o ,0,0,1,0
part one from triomusic,strata,0,0,1,0
set you free this time,gene clark,0,0,1,0
hai shava,malkit singh,0,0,1,0
movement 4 [from kiss] ,john cale,0,0,1,0
deform ,the berzerker,0,0,1,0
wicker chair,kings of leon,0,0,1,0
too much saturn,francis dunnery,0,0,1,0
caught in a dream,tesla,0,0,1,0
hell,foo fighters,0,0,1,0
waiting,porcupine tree,0,0,1,0
the vitalized shell,enthroned,0,0,1,0
lend me your chopper,johnny osbourne,0,0,1,0
gossippo perpetuo,perrey and kingsley,0,0,1,0
christmas in jamaica,toni braxton featuring shaggy,0,0,1,0
exchange,abraham laboriel,0,0,1,0
what are we here for,gary moore,0,0,1,0
master of disharmony,dimmu borgir,0,0,1,0
sun is shining,deekline ,0,0,1,0
une petite pause,pascal sangla,0,0,1,0
wounded hearts,sandi thom,0,0,1,0
who shot ya ,the notorious b.i.g.,0,0,1,0
"bcest moi""""",rupa ,0,0,1,0
angel food,steve vai,0,0,1,0
girl from a pawnshop,the black crowes,0,0,1,0
perfection design,amoral,0,0,1,0
memorabilia,nine inch nails,0,0,1,0
no regrets,go,0,0,1,0
just want to see ya,pacha massive,0,0,1,0
my record company,"bks choice""""",0,0,1,0
about last night ,vitamin c,0,0,1,0
defcon 4,john frizzell,0,0,1,0
rakkauden veteraani,kari tapio,0,0,1,0
surf of syn,gwar,0,0,1,0
hush,mongo santamaria,0,0,1,0
mazurcas das r\xc3\xadas baixas,susana seivane,0,0,1,0
hack 1/charlie x,information society,0,0,1,0
bstumblin man ,tad,0,0,1,0
le temps des cerises,toots thielemans,0,0,1,0
boxing day,the pineapple thief,0,0,1,0
probka ,intars busulis,0,0,1,0
wings,4him,0,0,1,0
intro,diamond d,0,0,1,0
i\x19m slowly turning into you,the white stripes,0,0,1,0
boring,lifer,0,0,1,0
bury you,lollipop lust kill,0,0,1,0
close to you,rick astley,0,0,1,0
highland,bill douglas,0,0,1,0
it is us,mudhoney,0,0,1,0
badd indian,apache indian,0,0,1,0
hold on,hot chip,0,0,1,0
matador,los fabulosos cadillacs,0,0,1,0
six,faithless,0,0,1,0
razor,foo fighters,0,0,1,0
"ble bal du ptit jardin""""",gus viseur,0,0,1,0
bi cant quit you baby ,the fabulous thunderbirds,0,0,1,0
this lullaby,queens of the stone age,0,0,1,0
tired,moonspell,0,0,1,0
where is my mind ,placebo,0,0,1,0
resurrection man,heaven 17,0,0,1,0
grottans barn,finntroll,0,0,1,0
your silence,the suicide machines,0,0,1,0
blott en dag,mons leidvin takle,0,0,1,0
"bspazs house destruction party""""",anti-flag,0,0,1,0
mai [live],josh groban,0,0,1,0
catharsis of a heretic,the ocean,0,0,1,0
say what!?!,chris standring,0,0,1,0
una sopita de tu propio chocolate,ang\xc3\xa9lica mar\xc3\xada,0,0,1,0
down on the corner,la portuaria,0,0,1,0
assassination,dead prez,0,0,1,0
i did it for you,david cook,0,0,1,0
secret smile,semisonic,0,0,1,0
si es que te vas,carlos vives,0,0,1,0
bye bye betty blue,the fever,0,0,1,0
getaway,krs-one,0,0,1,0
killing machine,aiden,0,0,1,0
this house is haunted,alice cooper,0,0,1,0
bya lil crumbsnatchers ,del tha funkee homosapien,0,0,1,0
all i ask for ,ill nino,0,0,1,0
snippet 15,bare jr.,0,0,1,0
"bvem pra roda""""",tania maria,0,0,1,0
love dump ,static-x,0,0,1,0
just in case,micachu,0,0,1,0
pitch in ona party,dj quik,0,0,1,0
on my own,black eyed peas / les nubians / mos def,0,0,1,0
foam born ,between the buried and me,0,0,1,0
have it your way,leigh jones,0,0,1,0
"bback to 93""""",caspa,0,0,1,0
pig meat on the line,memphis minnie,0,0,1,0
we can do it,steel pulse,0,0,1,0
take the wheel,pacha massive,0,0,1,0
smoke,vanessa daou,0,0,1,0
der weisse mond von maratonga,"boeschs die dritten""""",0,0,1,0
sickman,alice in chains,0,0,1,0
numba 1 ,kardinal offishall / keri hilson,0,0,1,0
"bwhats in a number & feed me lies remixes""""",theodor zox,0,0,1,0
blues do elevador,zeca baleiro,0,0,1,0
pocket full of stars,diesel boy,0,0,1,0
gief konjunkturpaket vi,afrob feat. sarah,0,0,1,0
hippa to da hoppa [explicit version],"bol dirty bastard""""",0,0,1,0
beast in the broch,the lord weird slough feg,0,0,1,0
"bcant do me no good""""",otis spann,0,0,1,0
the silver gate,dark fortress,0,0,1,0
special,wilshire,0,0,1,0
follow you home ,nickelback,0,0,1,0
out of my darkness,legacy five,0,0,1,0
matarlatanta,ghorwane,0,0,1,0
the ava song,francis dunnery,0,0,1,0
the fundamental alienation,dimmu borgir,0,0,1,0
at night,shakedown,0,0,1,0
undercover gangstas,5th ward boyz,0,0,1,0
summerfish,leonid rudenko,0,0,1,0
umbrella,all time low,0,0,1,0
summer rain,james last,0,0,1,0
dancing with the goddess ,atman,0,0,1,0
too cool for love,webb wilder,0,0,1,0
house of wolves ,my chemical romance,0,0,1,0
nos plus belles ann\xc3\xa9es,miossec,0,0,1,0
bridget,rachel portman,0,0,1,0
live at brixton academy 1999,atari teenage riot,0,0,1,0
within ,a perfect murder,0,0,1,0
superstar dog,curtis,0,0,1,0
be with you,beyonc\xc3\xa9,0,0,1,0
tu peux compter sur moi,b\xc3\xa9nabar,0,0,1,0
traveller,talvin singh,0,0,1,0
madazulu,deep forest,0,0,1,0
depressionista,every time i die,0,0,1,0
a visit from drum,liars,0,0,1,0
la cl\xc3\xa9 parfum\xc3\xa9e,gabriel yared,0,0,1,0
la vuelta,gustavo a. santaolalla,0,0,1,0
more than words,tom barabas,0,0,1,0
we do it too,modeselektor,0,0,1,0
geek usa ,between the buried and me,0,0,1,0
alpha beta parking lot,cake,0,0,1,0
la f\xc3\xaate \xc3\xa0 la prison,oldelaf et monsieur d,0,0,1,0
soul of a man,erja lyytinen,0,0,1,0
"bdont crush it""""",kool keith,0,0,1,0
time will tell,mxpx,0,0,1,0
succotash,claw hammer,0,0,1,0
les trois orf\xc3\xa8vres,pierre perret,0,0,1,0
greatest x,janet jackson,0,0,1,0
bit dont mean a thing ,charlie byrd,0,0,1,0
rosa rio,jim reeves,0,0,1,0
lord of shadows and golden wood,beherit,0,0,1,0
dangerous mood,"bke mo""""",0,0,1,0
leaving melbourne,ten madison,0,0,1,0
this is my life,phil vassar,0,0,1,0
where ya heart at,mobb deep,0,0,1,0
moving mountains,usher,0,0,1,0
when you were young,the killers,0,0,1,0
what you want,ll cool j / freeway,0,0,1,0
"bwailin""""",outkast,0,0,1,0
prec\xc3\xads,casual,0,0,1,0
you are holy,4him,0,0,1,0
in the hills,jim chappell,0,0,1,0
map your psyche,busdriver featuring abstract rude ,0,0,1,0
watch out for the birdsongs,goldfish,0,0,1,0
friday night,sex machine ft. sh\xc3\xa8na,0,0,1,0
here comes the big parade,harry connick_ jr.,0,0,1,0
intro,styles p,0,0,1,0
shifty disco girl,helen love,0,0,1,0
where to piss and shit in oslo,black debbath,0,0,1,0
come next monday,k.t. oslin,0,0,1,0
when my ship comes in,eddie cantor,0,0,1,0
headlock,esser,0,0,1,0
kids of tragedy,suzi quatro,0,0,1,0
tenhert,tinariwen,0,0,1,0
"blil boy fresh""""",juelz santana,0,0,1,0
samba de paris,kyle eastwood,0,0,1,0
all of you,gerald clayton,0,0,1,0
"bdont look back""""",grandpa jones,0,0,1,0
sun shower ,busdriver,0,0,1,0
god smack,alice in chains,0,0,1,0
portland_ oregon,"bthe cats miaow""""",0,0,1,0
a rush of blood to the head ,coldplay,0,0,1,0
synthesizer,outkast featuring george clinton,0,0,1,0
silent movies ,grant geissman,0,0,1,0
"bchurch_ im fully saved today""""",blind willie johnson,0,0,1,0
"return of the g""",outkast,0,0,1,0
laundry & dishes,adrienne pierce,0,0,1,0
life of a star,mims,0,0,1,0
samba de duas notas,luiz bonfa,0,0,1,0
is it a myth?,"bknaan""""",0,0,1,0
lost,the cure,0,0,1,0
everybody loves you,helmet,0,0,1,0
the long goodbye,miranda lee richards,0,0,1,0
que devient ton poing quand tu tends les doigts,miossec,0,0,1,0
stop it,the frequency,0,0,1,0
o mein papa,eddie calvert,0,0,1,0
pretty girl ,no address,0,0,1,0
one of us,bottom of the hudson,0,0,1,0
break the ice,britney spears,0,0,1,0
untitled,rhian sheehan,0,0,1,0
"bim on the run""""",jennyanykind,0,0,1,0
sorry feat. rafaqat ali khan,rishi rich,0,0,1,0
i am,devanic,0,0,1,0
la bamba,the tokens,0,0,1,0
pichleh janam dee,xlnc,0,0,1,0
boll weevil,blind willie mctell,0,0,1,0
gwithian,luke vibert,0,0,1,0
bez cuz youre beautiful ,shifty,0,0,1,0
manila,martin denny,0,0,1,0
temblando,alex ubago,0,0,1,0
heartburn,alicia keys,0,0,1,0
ldn ,lily allen,0,0,1,0
"bthrough buckys eyes""""",michael gettel,0,0,1,0
sleepwalkers,non phixion,0,0,1,0
"bwhats your damage?""""",test icicles,0,0,1,0
reckless,this is hell,0,0,1,0
sigui,djelimady tounkara,0,0,1,0
autobahn ,kraftwerk,0,0,1,0
frustration,rocket from the tombs,0,0,1,0
midnight rider,buddy miles,0,0,1,0
two wars,this or the apocalypse,0,0,1,0
lillie anne,chalk farm,0,0,1,0
bthrill me ,junior jack,0,0,1,0
a sound that only you can hear,"bks choice""""",0,0,1,0
the other boleyn girl - opening titles,paul cantelon,0,0,1,0
up on that cloud,blue rodeo,0,0,1,0
interlude ,my chemical romance,0,0,1,0
the nightmare begins,zombiesuckers,0,0,1,0
open up your mind ,eyes cream,0,0,1,0
better believe it remix ,lil boosie feat. bun b_ trae_ yo gotti ,0,0,1,0
ready for the floor ,hot chip,0,0,1,0
planetary takeover,snowgoons,0,0,1,0
bliss,the dreamtree project,0,0,1,0
humanity,the berzerker,0,0,1,0
hear me now,wet wet wet,0,0,1,0
thorns of charon ,astarte,0,0,1,0
how insensitive,charlie byrd,0,0,1,0
i saw destruction,the scare,0,0,1,0
monsoon,jack johnson,0,0,1,0
i love it [clubstar remix],sneaky sound system,0,0,1,0
no la dejes sola,los titanes,0,0,1,0
christelle est une ordure,b\xc3\xa9nabar,0,0,1,0
punjabian di chale glassi,bally sagoo,0,0,1,0
prove something ,fat joe,0,0,1,0
mystic river,blue rodeo,0,0,1,0
my mind is gone,3 steps ahead,0,0,1,0
romance,whitney cummings,0,0,1,0
happy cycling,boards of canada,0,0,1,0
cursed again,mu330,0,0,1,0
we will rock you,nickelback,0,0,1,0
personal tragedy,ron goodwin,0,0,1,0
better way of life,george nooks,0,0,1,0
freedom,jah cure,0,0,1,0
"bim amazing""""","bke mo""""",0,0,1,0
another year,"bks choice""""",0,0,1,0
horrible,jack off jill,0,0,1,0
no comprimise_ no regrets,hanoi rocks,0,0,1,0
destroy 2000 years of culture,atari teenage riot,0,0,1,0
when the saints go marching in,precious bryant,0,0,1,0
humppa,kapelle herrenweide,0,0,1,0
town topic ,casiotone for the painfully alone,0,0,1,0
waterfall,jeff wahl,0,0,1,0
goodnight girl,wet wet wet,0,0,1,0
the bubble,tha liks featuring king t,0,0,1,0
la ley de la vida,fito paez,0,0,1,0
"bif i had my way id tear this building down""""",blind willie johnson,0,0,1,0
ban afternoon on the moon ,rhian sheehan,0,0,1,0
awake ,onesidezero,0,0,1,0
maudits anglois,alexis hk,0,0,1,0
wanna be a star,kool keith,0,0,1,0
luminous bliss,atman,0,0,1,0
when will i be loved,sandy posey,0,0,1,0
contessa entellina,stephan micus,0,0,1,0
rock of gibraltar,nick cave ,0,0,1,0
o come all ye faithful,nando lauria,0,0,1,0
bi cant wait til christmas ,bryan white,0,0,1,0
the raggle taggle gypsy,the chieftains,0,0,1,0
can you dance with me?,andrew w.k.,0,0,1,0
shogun [with fade_ for special edition],trivium,0,0,1,0
satin doll,terry callier,0,0,1,0
no night in zion - original,count ossie,0,0,1,0
outro,rakim,0,0,1,0
"bbuddy and santas flight""""",john debney,0,0,1,0
improv #1,gonzalo rubalcaba,0,0,1,0
losing weight part 2,"bcamron / juelz santana""""",0,0,1,0
distant voices,atman,0,0,1,0
star,krystof,0,0,1,0
kids in the store,george lopez,0,0,1,0
fingerprints,minipop,0,0,1,0
i only have eyes for you ,john stevens,0,0,1,0
turntable terrorist,sonic subjunkies,0,0,1,0
pda,backstreet boys,0,0,1,0
porcelain man,john debney,0,0,1,0
vollmond,in extremo,0,0,1,0
give your heart a home,don francisco,0,0,1,0
tigers fucking ,joe rogan,0,0,1,0
real mckoy feat. busy signal,mavado,0,0,1,0
decir adios,carlos ponce,0,0,1,0
i remember,patrick lam,0,0,1,0
the last round,amoral,0,0,1,0
byouve never been right - ,melvins,0,0,1,0
when i grow up,fever ray,0,0,1,0
somos gitanos,gipsy kings,0,0,1,0
no more blues,jimmy wyble,0,0,1,0
tootie blues,paul geremia,0,0,1,0
mr. bozack,epmd,0,0,1,0
all too human,the flies,0,0,1,0
use of a weapon ,between the buried and me,0,0,1,0
porn,whitney cummings,0,0,1,0
pushing me away ,linkin park,0,0,1,0
wigue,dobet gnahor\xc3\xa9,0,0,1,0
sangre americana,bacilos,0,0,1,0
stranger in my room,year long disaster,0,0,1,0
of myth and men ,red i flight,0,0,1,0
bubbles in my beer,bob wills,0,0,1,0
be with me,mindy mccready,0,0,1,0
special someone,geggy tah,0,0,1,0
strange kinda feeling ,elmore james,0,0,1,0
knowledge of self ,bt,0,0,1,0
right now,korn,0,0,1,0
obstacles in my way,walter trout,0,0,1,0
"bles chasseurs desclaves""""",gabriel yared,0,0,1,0
ammunition,the jane shermans,0,0,1,0
got to find my little woman,blind boy fuller,0,0,1,0
i love this town,bon jovi,0,0,1,0
la marca de tus labios,sergio dalma,0,0,1,0
face drop,sean kingston,0,0,1,0
hollow dream,m.i.k.e.,0,0,1,0
i know somethin ,alice in chains,0,0,1,0
ego trip by nikki giovanni,blackalicious,0,0,1,0
