Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Popularity,Ranks,Weeks,isNew,Target
high horse,daniel johnston,2009,10,0.521,0.724,0,-6.667,1,0.0275,0.000365,0.314,0.122,0.452,128.038,135170,56,0,0,0,0
american dreams,charlie haden,2002,01,0.245,0.0433,2,-25.102,1,0.0336,0.787,0.918,0.105,0.0379,85.967,37715,53,0,0,1,0
the letters,rachel portman,2008,01,0.219,0.0365,9,-25.514,0,0.0385,0.96,0.186,0.0886,0.0492,113.068,36494,57,0,0,0,0
common tear,novika,2006,01,0.73,0.52,0,-9.246,1,0.031,0.122,0.0141,0.111,0.451,100.014,5622,33,0,0,1,0
sparkle,camp lo,1997,01,0.797,0.59,8,-8.38,0,0.344,0.043,0,0.0956,0.555,93.912,76565,52,0,0,0,0
when i grow up,fever ray,2009,01,0.472,0.631,0,-9.66,1,0.0526,0.362,0.533,0.153,0.548,122.538,278399,56,0,0,0,0
korean waterhole,bt,2005,08,0.172,0.0423,2,-21.69,1,0.0452,0.783,0.875,0.0994,0.0731,97.56,63957,54,0,0,0,0
headsprung,ll cool j,2004,08,0.574,0.799,0,-5.734,1,0.0426,0.0129,2.63e-05,0.0741,0.463,199.804,786999,66,0,0,1,0
proud mary,creedence clearwater revisited,1998,01,0.656,0.883,2,-6.074,1,0.0411,0.00761,0,0.911,0.69,123.356,4472,16,0,0,1,0
turn it over,leslie mendelson,2009,06,0.827,0.452,0,-10.699,1,0.031,0.667,0.000109,0.107,0.677,106.516,1365,27,0,0,1,0
affaire mokuwa,kekele,1998,01,0.846,0.752,2,-5.05,1,0.033,0.593,3.38e-06,0.0925,0.96,129.97,1466,18,0,0,1,0
a fiery stride,elvenking,2004,04,0.324,0.965,7,-4.28,1,0.112,0.000271,0.0235,0.27,0.334,165.096,58284,49,0,0,0,0
nothing in rambling,memphis minnie,2018,03,0.814,0.133,11,-13.742,1,0.0473,0.982,0,0.103,0.851,113.85,20738,34,0,0,0,0
my god will always be enough,karen peck and new river,2007,01,0.42,0.126,11,-12.026,1,0.0355,0.878,0,0.118,0.233,110.951,11976,34,0,0,1,0
tongue,butthole surfers,1993,01,0.308,0.752,1,-9.874,1,0.0522,0.000913,0.0376,0.43,0.202,128.169,150465,52,0,0,1,0
mind control,stephen marley,2007,03,0.591,0.739,9,-5.658,0,0.283,0.0634,1.47e-06,0.0479,0.694,85.214,393613,64,0,0,1,0
river run,michael gettel,1992,01,0.2,0.39,11,-17.799,1,0.0374,0.203,0.923,0.0891,0.158,72.607,2419,28,0,0,0,0
like it like that,a tribe called quest,1998,09,0.931,0.409,3,-8.059,0,0.159,0.585,1.11e-06,0.0946,0.715,95.02,1067684,70,0,0,0,0
new day rising,vhs or beta,2004,01,0.658,0.597,7,-10.064,1,0.0367,8.55e-05,0.552,0.124,0.403,131.833,8593,28,0,0,0,0
vibrators,george lopez,2009,12,0.413,0.989,1,-7.49,1,0.897,0.854,0.00662,0.982,0.0347,114.342,36961,45,0,0,0,0
quitxalla,gertrudis,2004,10,0.741,0.955,4,-5.051,0,0.0436,0.277,0,0.268,0.755,112.002,15908,44,0,0,0,0
give it,helmet,1992,01,0.299,0.836,7,-8.374,1,0.0618,3.92e-05,0.0476,0.0844,0.548,140.904,128252,52,0,0,0,0
b,heaven 17,2014,12,0.364,0.216,10,-14.009,1,0.0311,0.975,0.00267,0.272,0.512,180.002,115447,46,0,0,0,0
change you or change me,fabolous,2003,02,0.475,0.608,9,-7.941,0,0.388,0.26,0,0.0378,0.587,184.183,1332087,73,0,0,0,0
second time around,rickie lee jones,1991,01,0.453,0.0315,8,-23.898,1,0.0524,0.867,0.0966,0.108,0.0998,63.575,89176,47,0,0,1,0
sodding about,the who,1967,12,0.466,0.763,2,-7.393,0,0.0325,4.08e-06,0.753,0.539,0.722,120.61,2874230,74,0,0,1,0
the future has arrived,the all american rejects,2007,03,0.538,0.801,9,-9.429,1,0.0319,0.0505,0,0.0926,0.692,145.953,1612713,71,0,0,0,0
may the good lord bless and keep you,jim reeves,2014,10,0.462,0.0934,7,-19.058,1,0.0304,0.864,0.148,0.111,0.361,86.182,171607,58,0,0,0,0
standing on my own,agnostic front,2001,10,0.342,0.967,9,-5.218,1,0.0564,0.000234,0,0.27,0.442,108.706,93386,47,0,0,0,0
reason,novembre,2016,05,0.22,0.789,0,-6.791,1,0.0427,7.22e-05,0.196,0.127,0.112,104.765,18856,27,0,0,0,0
assouf,tinariwen,2007,01,0.518,0.702,9,-6.481,1,0.0662,0.539,0.163,0.0881,0.522,81.144,151770,53,0,0,0,0
britney,bebo norman,2008,01,0.623,0.567,5,-6.317,1,0.0266,0.0786,0.00427,0.109,0.514,95.943,29807,38,0,0,0,0
you,plies,2007,08,0.496,0.648,9,-5.772,0,0.297,0.217,0,0.64,0.618,87.001,966838,67,0,0,0,0
lost in space,hatiras,2006,05,0.673,0.991,1,-5.273,0,0.119,0.000288,0.13,0.373,0.34,130.013,2195,33,0,0,0,0
beautiful one,terry dexter,2008,09,0.549,0.399,1,-7.708,1,0.029,0.869,1.15e-06,0.127,0.191,100.899,795,28,0,0,1,0
all the rage,funeral for a friend,2018,04,0.36,0.981,6,-3.717,1,0.0647,1.5e-05,0.000104,0.125,0.579,94.703,142033,51,0,0,0,0
family tree,naughty by nature,2002,03,0.852,0.718,11,-3.676,0,0.307,0.0582,0,0.167,0.207,92.036,490978,61,0,0,0,0
between love & hate,the strokes,2003,10,0.453,0.61,9,-4.935,1,0.0254,5.35e-05,0.545,0.101,0.525,104.188,2899330,76,0,0,0,0
near my soul,the sonics,2008,12,0.361,0.626,5,-9.377,0,0.062,0.279,2.91e-06,0.093,0.61,175.287,73838,49,0,0,1,0
donde estas corazon,shakira,1995,10,0.743,0.78,7,-9.212,1,0.0722,0.0635,0,0.126,0.597,109.044,17478193,84,0,0,0,0
unutmam,bassturk,2007,12,0.567,0.475,2,-10.095,0,0.067,0.2,0,0.378,0.145,136.075,42,2,0,0,1,0
hope,twista,2004,01,0.876,0.679,8,-6.455,0,0.115,0.175,0,0.116,0.116,106.97,527633,70,0,0,0,0
124,photek,1997,01,0.473,0.66,1,-11.243,0,0.0536,0.00217,0.847,0.287,0.195,123.859,28234,38,0,0,0,0
all of this,blink-182,2003,11,0.689,0.579,9,-7.294,1,0.0315,0.00573,0.0276,0.089,0.671,117.641,5416627,82,0,0,1,0
oi! oi! oi!,cockney rejects,1980,08,0.227,0.969,2,-4.115,1,0.111,0.0652,0,0.664,0.354,185.747,36018,38,0,0,0,0
the one piece puzzle,skyclad,2017,10,0.274,0.723,2,-8.826,0,0.0353,0.000873,0.0146,0.363,0.373,160.912,12010,31,0,0,1,0
mai,loudermilk,2002,10,0.453,0.616,6,-6.308,1,0.0369,0.000415,0.305,0.212,0.207,112.507,758,10,0,0,1,0
black night,halfway to gone,2004,04,0.297,0.97,5,-4.971,0,0.188,6.01e-06,0.361,0.0655,0.486,141.988,3050,15,0,0,0,0
now and forever,call to preserve,2006,08,0.343,0.88,2,-5.232,1,0.096,3.75e-05,0.128,0.24,0.369,96.191,1737,8,0,0,0,0
i could be dreaming,belle and sebastian,1996,01,0.261,0.707,1,-9.291,1,0.0332,0.00293,1.13e-05,0.189,0.574,156.892,434796,62,0,0,0,0
are you putting me on the shelf,don,2009,05,0.64,0.594,5,-9.677,1,0.064,0.675,3.36e-06,0.347,0.94,139.917,3658282,81,0,0,1,0
per colpa tua,noemi,2009,10,0.612,0.921,0,-2.633,1,0.0594,0.00345,0,0.181,0.644,144.029,44,47,0,0,1,0
the ghost at #1,jellyfish,1993,01,0.549,0.611,7,-11.76,0,0.0367,0.0933,3.6e-05,0.115,0.4,113.105,19197,35,0,0,1,0
fast-track,radiohead,2001,05,0.462,0.905,1,-7.108,0,0.19,0.0569,0.867,0.122,0.403,103.465,4629910,80,0,0,0,0
the chosen legacy,dimmu borgir,2007,04,0.18,0.954,7,-3.263,0,0.107,6.54e-06,0.04,0.212,0.121,149.095,275488,55,0,0,0,0
drifting,david arkenstone,2019,04,0.13,0.277,2,-23.212,0,0.108,0.869,0.669,0.38,0.12,74.032,30346,52,0,0,0,0
mango del monte,tito rodriguez,1962,01,0.696,0.613,2,-10.284,0,0.067,0.788,0.000336,0.112,0.696,101.833,35252,44,0,0,1,0
tomara,flora purim,1977,01,0.349,0.111,11,-18.005,0,0.0355,0.916,4.51e-05,0.277,0.135,120.358,7952,30,0,0,0,0
future traffic song,ashtrax,2007,11,0.757,0.403,11,-13.393,0,0.11,0.00333,0.355,0.186,0.762,123.016,105,2,0,0,1,0
china doll,slim whitman,2010,01,0.551,0.244,4,-8.485,1,0.0268,0.963,0,0.371,0.434,107.394,21947,40,0,0,0,0
dancing drums,badmarsh,2005,01,0.669,0.821,5,-9.595,1,0.0584,0.0385,0.808,0.347,0.618,144.078,5177,27,0,0,1,0
entanglement,john ottman,2005,01,0.283,0.18,11,-15.715,1,0.0536,0.683,0.689,0.104,0.0381,136.668,18164,47,0,0,1,0
alla fine di tutto questo,fabri fibra,2019,10,0.599,0.899,6,-4.001,0,0.225,0.0791,0,0.105,0.821,159.973,861557,77,0,0,1,0
santa claus is coming to town,skeeter davis,2004,08,0.665,0.324,7,-16.743,1,0.0299,0.306,3.34e-06,0.305,0.712,150.669,24894,49,0,0,1,0
juneau [live],funeral for a friend,2015,06,0.322,0.937,8,-4.169,0,0.107,0.000118,0.000226,0.392,0.147,103.175,142033,51,0,0,0,0
wildflowers,tom petty,1994,10,0.537,0.315,5,-13.79,1,0.0271,0.588,2.29e-05,0.206,0.575,86.813,1023494,72,0,0,1,0
these days,take it back!,2008,06,0.294,0.949,8,-4.468,1,0.112,5.81e-05,2.75e-05,0.0526,0.209,136.046,741,6,0,0,1,0
da funk,daft punk,1997,01,0.806,0.7,0,-5.269,0,0.0752,0.00196,0.891,0.267,0.892,111.215,5699529,81,0,0,1,0
spain,neviss,2003,09,0.454,0.708,3,-5.601,1,0.0276,0.00527,0.705,0.112,0.126,93.961,265,5,0,0,0,0
silent night,philip bailey,1998,08,0.0982,0.283,7,-13.664,1,0.0343,0.926,0.000859,0.0941,0.147,77.606,22240,59,0,0,1,0
lost in the future,sneaky sound system,2008,01,0.628,0.882,7,-3.633,1,0.0546,0.00505,5.19e-06,0.111,0.696,129.967,33945,50,0,0,0,0
starlight,snowgoons,2015,08,0.411,0.89,3,-2.898,0,0.357,0.0715,0,0.479,0.57,176.159,67714,51,0,0,0,0
jaan - interlude,rishi rich,2006,07,0.811,0.442,8,-11.234,0,0.409,0.0666,1.65e-05,0.144,0.716,95.907,68692,51,0,0,0,0
1000 good intentions,rise against,2005,08,0.483,0.888,9,-4.925,1,0.124,0.000451,0.151,0.193,0.272,77.8,1985609,75,0,0,0,0
all the things you are,eliane elias,1995,01,0.372,0.0787,5,-26.804,0,0.0455,0.995,0.928,0.121,0.148,139.764,54432,56,0,0,0,0
white light,gorillaz,2005,05,0.595,0.831,11,-7.846,0,0.265,0.00135,0.822,0.34,0.407,154.845,4850225,80,0,0,0,0
nie mehr heim,kapelle herrenweide,2014,05,0.242,0.765,4,-4.555,0,0.052,0.00415,0.000485,0.295,0.258,167.111,222,6,0,0,0,0
house of love,steel pulse,1997,08,0.756,0.744,1,-6.835,0,0.186,0.011,8.52e-06,0.0497,0.692,168.167,344138,58,0,0,0,0
come to me tonight,daniel johnston,1992,01,0.667,0.542,6,-11.606,0,0.162,0.797,0.0178,0.87,0.544,135.886,135170,56,0,0,0,0
chant for eschaton 2000,behemoth,2007,07,0.371,0.99,3,-6.862,1,0.0995,7.52e-05,0.344,0.698,0.0487,179.932,296760,57,0,0,0,0
taste you,auf der maur,2004,01,0.58,0.582,4,-6.333,0,0.0475,0.63,0.188,0.0887,0.447,124.907,16776,32,0,0,1,0
deliverance,sick puppies,2007,01,0.154,0.954,10,-4.501,0,0.106,1.16e-05,0,0.292,0.299,181.221,527890,61,0,0,0,0
cabiria,hot club of cowtown,2009,05,0.728,0.551,0,-10.499,1,0.0299,0.771,0.00504,0.354,0.916,131.887,4796,25,0,0,1,0
aziatic,az,2002,01,0.56,0.575,2,-7.26,1,0.285,0.00211,0.0475,0.0626,0.771,174.172,164714,55,0,0,1,0
make this love last,wendy moten,1992,01,0.758,0.777,0,-9.607,1,0.0421,0.0292,0.00361,0.0376,0.965,109.046,1684,29,0,0,1,0
dicen por ahi,enrique iglesias,1998,09,0.488,0.664,7,-6.423,1,0.0428,0.444,0,0.0911,0.553,202.902,8831745,79,0,0,0,0
we will stand,russ taff,1983,08,0.518,0.452,11,-11.926,1,0.0349,0.0892,0,0.252,0.273,127.685,13918,35,0,0,1,0
easy or not,to my surprise,2003,10,0.479,0.976,2,-2.13,1,0.0553,0.000851,0,0.226,0.725,149.615,656,10,0,0,1,0
how old are you,loudon wainwright iii,1985,01,0.568,0.497,9,-14.49,1,0.0404,0.605,0,0.126,0.891,96.811,39520,48,0,0,0,0
descontrol,daddy yankee,2010,04,0.729,0.876,6,-3.818,0,0.0679,0.11,0.000715,0.301,0.674,92.993,14337202,94,0,0,0,0
genesis,busta rhymes,2001,11,0.772,0.765,4,-9.58,1,0.32,0.132,2.1e-06,0.373,0.726,94.293,1283764,74,0,0,0,0
put it off until tomorrow,mae west,2016,07,0.715,0.18,2,-15.491,0,0.466,0.986,0.00327,0.364,0.719,113.196,4493,17,0,0,0,0
dream of ice,dave eggar,2019,02,0.386,0.0563,1,-25.224,0,0.0585,0.995,0.927,0.108,0.151,117.584,790,29,0,0,0,0
soul simplicity,soulwax,1995,10,0.313,0.764,11,-9.179,1,0.0306,0.000104,0.00187,0.301,0.352,98.771,151050,55,0,0,0,0
realization: remorse,this is hell,2008,02,0.481,0.708,6,-5.832,1,0.0366,6.85e-05,0.295,0.158,0.0568,124.949,8555,20,0,0,0,0
mary had a little boy,snap!,2009,11,0.862,0.652,5,-12.927,0,0.0395,0.0679,0.012,0.0801,0.959,120.899,93896,61,0,0,0,0
the strongest wind that blows,shriekback,2007,11,0.714,0.458,10,-11.975,0,0.178,0.138,0.0687,0.16,0.716,170.033,9689,36,0,0,0,0
ill always love you,the tokens,2008,01,0.349,0.403,0,-9.072,1,0.0278,0.557,1.01e-06,0.141,0.372,101.83,18761,54,0,0,0,0
infected,bad religion,1994,08,0.49,0.845,9,-8.746,0,0.0344,0.00714,1.03e-05,0.0937,0.655,121.575,764616,66,0,0,0,0
les playboys,jacques dutronc,2019,10,0.643,0.692,7,-9.469,1,0.0787,0.514,0,0.98,0.669,109.264,75212,53,0,0,1,0
funk you,babylon disco,2005,02,0.5,0.886,10,-5.706,0,0.14,0.0807,0.0163,0.325,0.466,99.429,99,0,0,0,0,0
ready for love,kelly sweet,2007,03,0.366,0.467,10,-7.853,1,0.0355,0.78,1.61e-05,0.106,0.0763,129.914,6081,35,0,0,1,0
roger milla,pepe kalle,1992,02,0.646,0.887,7,-7.071,1,0.0424,0.1,0.0895,0.129,0.831,140.16,5133,30,0,0,1,0
an old fashioned christmas,carpenters,1978,10,0.221,0.105,10,-20.74,1,0.0332,0.962,0.000785,0.152,0.0675,100.652,1076064,69,0,0,1,0
belleza pasajera,tam tam go!,2019,09,0.492,0.427,7,-10.95,1,0.0398,0.278,0,0.169,0.494,153.965,41341,45,0,0,1,0
feeling blue,eric burdon,2006,01,0.723,0.668,9,-5.632,0,0.032,0.173,0.000851,0.132,0.664,97.361,60724,47,0,0,0,0
gangsta roll,ini kamoze,2009,11,0.744,0.642,2,-6.148,1,0.344,0.199,0.000118,0.301,0.599,178.836,62305,58,0,0,1,0
walking the back streets and crying,little milton,1981,01,0.724,0.256,1,-15.776,1,0.0622,0.33,0.00181,0.0787,0.442,123.252,25391,35,0,0,0,0
mi morena,josh groban,2004,12,0.563,0.436,8,-9.327,0,0.0297,0.775,0.000218,0.702,0.361,142.948,481866,65,0,0,0,0
natural,arrested development,1992,03,0.913,0.387,11,-18.986,0,0.117,0.0148,0.012,0.312,0.914,116.001,105403,54,0,0,0,0
i know i can,dave hollister,2008,08,0.595,0.759,5,-6.925,1,0.166,0.199,6.75e-06,0.295,0.725,89.574,244711,45,0,0,0,0
salario garantito,99 posse,2007,06,0.816,0.591,6,-13.289,1,0.127,0.00397,0.00193,0.0861,0.843,165.766,103641,45,0,0,0,0
think back,galactic,2007,08,0.862,0.86,11,-5.416,0,0.238,0.0357,0.00089,0.748,0.785,104.209,81446,50,0,0,0,0
find another way,captain hollywood project,1995,03,0.577,0.752,0,-8.664,1,0.0392,0.00548,0.0563,0.422,0.823,158.966,36297,51,0,0,1,0
and the beat goes om,slackbaba,2007,04,0.356,0.646,8,-11.852,1,0.0454,0.022,0.76,0.108,0.147,169.956,2696,15,0,0,1,0
fever dream,steve vai,1999,08,0.51,0.924,4,-6.381,1,0.0446,0.0142,0.709,0.141,0.519,111.962,290552,53,0,0,0,0
a movie of a placid lake on a moonless night in september - reprise,will ackerman,1992,05,0.188,0.0419,4,-30.402,1,0.0462,0.918,0.904,0.0863,0.0408,185.352,11108,44,0,0,1,0
pushbike song,mungo jerry,2011,05,0.805,0.407,9,-16.025,1,0.323,0.0963,0,0.0728,0.804,167.688,38754,54,0,0,1,0
out deh,gregory isaacs,1983,01,0.887,0.151,7,-16.083,0,0.111,0.406,0.00118,0.0764,0.918,139.097,289119,59,0,0,1,0
process to decelerate,inhume,2008,12,0.199,0.979,6,-4.934,0,0.0759,1.53e-06,0.955,0.219,0.0336,110.946,1272,4,0,0,1,0
fake plastic trees,radiohead,1995,03,0.454,0.229,2,-12.592,1,0.0297,0.167,0.102,0.202,0.134,73.552,4629910,80,0,0,0,0
quiero,carlos ponce,1998,01,0.554,0.609,4,-5.953,1,0.0328,0.504,0,0.215,0.214,132.927,67403,56,0,0,0,0
not a kid anymore,marco beltrami,2009,01,0.202,0.0148,7,-30.679,0,0.0519,0.964,0.952,0.0842,0.0386,109.499,20707,50,0,0,0,0
why jack called,christophe beck,2006,01,0.184,0.0192,5,-25.251,1,0.0422,0.949,0.705,0.0811,0.0375,74.252,13827,60,0,0,1,0
tus viejas cartas,nicho hinojosa,2001,07,0.474,0.38,4,-8.313,0,0.0329,0.645,0,0.0856,0.468,98.145,170277,54,0,0,1,0
thanks a lot,martina mcbride,2005,10,0.683,0.538,7,-6.956,1,0.0297,0.104,0.0019,0.0595,0.825,167.917,680690,60,0,0,0,0
drive,pacha massive,2007,02,0.804,0.789,4,-7.771,0,0.0327,0.0949,0.815,0.114,0.68,126.011,4917,28,0,0,0,0
my heart goes up,keira green,2019,10,0.614,0.992,0,-7.997,1,0.0431,0.0213,0.00115,0.264,0.704,140.998,154,19,0,0,1,0
consume,sick of it all,1994,09,0.539,0.601,2,-8.891,1,0.0506,2.18e-05,0.0927,0.115,0.733,99.87,94360,46,0,0,0,0
colin tries standing,zbigniew preisner,1993,01,0.554,0.108,2,-24.099,1,0.0708,0.965,0.903,0.112,0.135,62.845,40781,48,0,0,1,0
memory in the snow,michael gettel,1992,01,0.456,0.369,2,-13.325,1,0.0311,0.257,0.0206,0.106,0.26,138.273,2419,28,0,0,0,0
nomads alive,marco beltrami,2004,01,0.17,0.128,8,-25.125,1,0.0372,0.0213,0.653,0.106,0.0342,91.862,20707,50,0,0,0,0
o brother,monty are i,2006,01,0.359,0.903,2,-3.413,1,0.148,0.00338,0,0.637,0.468,169.842,3183,27,0,0,1,0
the dropsonde,caspian,2011,11,0.217,0.362,7,-19.148,1,0.0521,0.161,0.85,0.087,0.0342,67.184,75473,46,0,0,1,0
cent mille guitares,line renaud,2018,12,0.707,0.847,7,-2.919,1,0.0349,0.787,0,0.126,0.967,127.903,2920,27,0,0,0,0
what you waiting for?,gwen stefani,2004,10,0.675,0.951,2,-2.559,0,0.0664,0.0465,7.54e-06,0.625,0.718,136.042,3397221,73,0,0,0,0
paper tigers,tom cochrane,1995,01,0.657,0.804,2,-5.658,1,0.0309,0.0536,9.66e-06,0.105,0.869,114.015,32419,54,0,0,0,0
the homecoming song,owsley,1999,03,0.648,0.883,0,-4.668,1,0.0425,0.0389,0,0.0923,0.811,125.505,1601,14,0,0,1,0
dave d. blues,mayday,2005,06,0.342,0.874,4,-6.897,0,0.167,0.198,0.0015,0.318,0.823,147.432,992164,67,0,0,1,0
the darker side,lizzy borden,2008,07,0.353,0.813,10,-4.065,1,0.045,0.000802,1.73e-06,0.164,0.376,115.017,20384,31,0,0,0,0
you know what they do to guys like us in prison,my chemical romance,2004,06,0.387,0.913,8,-3.761,1,0.0814,0.00366,0,0.136,0.674,185.957,4340242,79,0,0,0,0
why do we do?,eric champion,2012,09,0.64,0.713,5,-9.89,0,0.0415,0.0225,0.00315,0.098,0.737,115.604,587,8,0,0,0,0
my baby likes to shuffle,sonny terry,2015,03,0.661,0.54,4,-12.85,1,0.0434,0.977,0.75,0.257,0.826,150.207,12302,34,0,0,1,0
beneath an evening sky,aisha duo,2005,04,0.417,0.0272,1,-21.71,0,0.0473,0.985,0.912,0.109,0.227,86.127,1486,15,0,0,1,0
juno,sub focus,2007,10,0.438,0.974,5,-5.598,1,0.0544,1.84e-05,0.842,0.0603,0.217,173.99,195942,64,0,0,1,0
final flash,hatiras,2006,05,0.408,0.943,2,-4.675,1,0.0573,0.00251,0.908,0.343,0.131,187.526,2195,33,0,0,0,0
south,bob wills,1994,05,0.737,0.717,3,-10.418,1,0.107,0.804,0.0114,0.159,0.845,125.952,15889,41,0,0,0,0
when the broken hearted love again,danielle bollinger,2005,10,0.747,0.855,5,-10.661,0,0.051,0.00458,0.0176,0.0235,0.772,129.997,255,7,0,0,1,0
la muneca de alcazar,quadro nuevo,2002,10,0.534,0.339,2,-15.139,0,0.0373,0.798,0.919,0.158,0.339,107.408,8474,35,0,0,0,0
mindless,steve porter,2000,03,0.746,0.954,2,-10.101,1,0.073,2.44e-05,0.864,0.0459,0.12,139.013,241,6,0,0,1,0
never look back,blue rodeo,2010,01,0.433,0.793,7,-5.382,1,0.0379,0.0148,1.75e-05,0.0892,0.808,148.144,68880,51,0,0,0,0
a martyr for my love for you,the white stripes,2007,06,0.364,0.459,4,-7.608,0,0.039,0.0847,0.0624,0.0894,0.192,83.846,1918073,74,0,0,0,0
get-u-now,kmd,2015,12,0.788,0.815,1,-8.088,1,0.249,0.0254,0.538,0.164,0.619,104.07,25962,38,0,0,1,0
truth and lies,the presets,2005,01,0.599,0.946,7,-6.17,1,0.0423,0.00123,0.779,0.358,0.313,118.994,132067,58,0,0,0,0
those less fortunate than i,darryl worley,2003,01,0.588,0.492,11,-6.537,1,0.0252,0.357,3.73e-06,0.119,0.134,79.47,133312,49,0,0,1,0
peaceful world,john mellencamp,2001,10,0.578,0.841,1,-3.925,0,0.0345,0.0417,0,0.0638,0.458,88.123,667116,69,0,0,1,0
there it go,juelz santana,2005,01,0.947,0.883,6,-6.306,0,0.208,0.022,0.000478,0.422,0.56,100.004,394666,66,0,0,0,0
cosmonaut,wolfmother,2009,01,0.249,0.86,9,-4.032,1,0.0397,4.05e-05,0.0133,0.248,0.206,136.559,589339,65,0,0,0,0
stormtrooper,pepper,2002,03,0.698,0.524,6,-6.69,1,0.0362,0.0131,9.22e-05,0.27,0.566,73.597,231951,60,0,0,0,0
man of no reputation,bob carlisle,1994,01,0.649,0.404,7,-15.067,1,0.0408,0.523,2.42e-05,0.0764,0.362,155.442,9210,39,0,0,1,0
all on our own,one block radius,2008,01,0.727,0.798,4,-2.408,0,0.0714,0.0827,0,0.38,0.832,123.985,404,9,0,0,1,0
hasta el final,la portuaria,2005,01,0.865,0.487,7,-7.409,1,0.0459,0.173,0.0055,0.106,0.513,122.01,82637,49,0,0,0,0
do it nice,suicide,1999,06,0.546,0.802,4,-12.971,1,0.0358,0.854,0.663,0.184,0.0568,130.721,532680,56,0,0,0,0
can you feel it?,lee ritenour,1998,01,0.69,0.564,6,-11.13,0,0.0307,0.296,0.747,0.278,0.64,93.908,85982,49,0,0,1,0
amazing,point of grace,1998,08,0.515,0.705,6,-6.413,0,0.0285,0.0399,1.13e-06,0.221,0.704,125.95,101566,41,0,0,1,0
the monkey king,william orbit,1993,01,0.14,0.0316,10,-34.91,1,0.0401,0.289,0.879,0.11,0.0322,95.891,23678,48,0,0,0,0
you and your heart,jack johnson,2010,01,0.772,0.571,2,-6.118,1,0.0318,0.382,0.000717,0.0924,0.86,107.064,2593260,79,0,0,0,0
my funny valentine,arturo sandoval,2013,02,0.323,0.116,11,-14.248,0,0.0352,0.855,1.07e-05,0.138,0.0724,143.309,57115,48,0,0,0,0
rock bottom,house of lords,2006,06,0.492,0.957,5,-3.952,1,0.0782,4.15e-05,0,0.0666,0.399,127.959,22293,31,0,0,1,0
snowdrops,the pineapple thief,2006,01,0.271,0.421,6,-10.466,0,0.0286,0.338,0.0121,0.152,0.085,97.005,63977,47,0,0,0,0
say yeah,capleton,2009,06,0.75,0.903,3,-3.894,1,0.294,0.227,0,0.0849,0.888,95.92,155217,56,0,0,0,0
sweet southern comfort,buddy jewell,2003,07,0.495,0.612,2,-6.57,1,0.0303,0.41,0,0.0974,0.366,148.083,30804,40,0,0,1,0
water is alright in tay,the clancy brothers,1993,02,0.532,0.41,0,-12.39,1,0.0598,0.834,0,0.173,0.944,106.445,24344,45,0,0,1,0
wind in the wire,randy travis,1993,08,0.634,0.29,10,-13.643,0,0.0273,0.335,6.1e-05,0.0966,0.264,95.66,692025,65,0,0,0,0
a new heart,michael whalen,2004,01,0.573,0.303,0,-15.861,1,0.0393,0.158,0.93,0.111,0.0318,110.083,6024,36,0,0,1,0
chasing cars,snow patrol,2006,01,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,1822520,73,0,0,0,0
king kong,shanadoo,2017,03,0.804,0.844,5,-6.372,0,0.0471,0.00794,0.557,0.0418,0.773,139.974,1151,12,0,0,0,0
voodoo chile blues,jimi hendrix,1994,04,0.352,0.587,0,-12.272,1,0.101,0.0734,0.711,0.266,0.412,164.662,3634382,75,0,0,1,0
when i am you,panzer ag,2006,05,0.5,0.954,2,-3.599,1,0.0577,0.000115,0.869,0.209,0.333,119.989,5893,21,0,0,1,0
ricky ticky toc,eminem,2004,11,0.727,0.611,0,-4.878,1,0.399,0.0309,2.75e-06,0.178,0.51,172.238,30478884,93,0,0,0,0
after the fire,klaus badelt,2007,06,0.348,0.000549,7,-27.004,0,0.0617,0.995,0.967,0.0797,0.192,67.746,75471,63,0,0,0,0
tel que tu es,charlotte gainsbourg,2006,08,0.542,0.351,3,-11.363,0,0.0309,0.814,0.259,0.159,0.412,119.24,146115,52,0,0,0,0
skyswimmer,enter the haggis,1999,03,0.276,0.508,3,-10.324,1,0.0399,0.00748,0.000181,0.118,0.249,83.139,11261,34,0,0,0,0
por la calle abajo,los chunguitos,2009,02,0.679,0.812,5,-5.579,1,0.0395,0.266,0,0.117,0.882,77.114,76000,50,0,0,1,0
say how i feel,rhian benson,2003,10,0.755,0.394,3,-10.585,0,0.0509,0.399,0.00225,0.0929,0.589,85.916,4365,12,0,0,1,0
master of the universe,sick puppies,2010,01,0.436,0.888,2,-5.308,1,0.119,0.000477,5e-05,0.284,0.312,104.462,527890,61,0,0,0,0
my heart is yearning,nofx,1994,07,0.637,0.503,11,-11.619,0,0.0354,0.00176,0.627,0.0988,0.908,156.119,640307,64,0,0,0,0
viaje al averno,gabinete caligari,2007,03,0.654,0.713,4,-9.784,0,0.0515,0.348,0,0.507,0.832,122.684,60403,46,0,0,1,0
great big problem,ffh,2005,12,0.477,0.762,2,-5.516,1,0.0297,0.108,0,0.334,0.505,81.035,25669,38,0,0,0,0
